lavel,val
Tec,45.390843418847226
Tev,26.914037660502515
T_ini_vl,55.99268521979644
T_ave_vl,55.81471532395432
T_ini_cl,55.63674542811219
T_ave_cl,42.8197699770069
T_ini_ll,30.00279452590155
T_ave_ll,30.002776547582584
T_ccin,24.797734500579224
T_ccc,30.888803206338878
T_hs,61.00543369199846
Q_load,6000.0
Q_ev,3621.453928635564
Q_gr,102.1225920462257
Q_ec_wick_ccin,534.6769517360974
Q_ec_ccc,6.418755651111064
Q_ec_amb,30.79276824495602
Q_cc_ll,-123.37434135547603
Q_ccc_ccin,1.2684364645259758
eval_ec[%],28.40891672810076
eval_cc[%],10.988662159268324
P_cap.,9344.708197680819
P_loss_wick,1848.3527908243043
P_loss_gr,95.86876886396203
P_loss_vl,948.0397985119489
P_loss_cl,1947.0934820290422
P_loss_ll,7096.800018342459
