step,distance,u,P[kPa],T,rho,m_dot,phase,x,P_loss_gas,P_loss_all_phase,Q_release_gas,Delta_T,G_in_gas,G_pipe_gas,R_insu_gas,G_ex_gas
start,start,10.453165509114509,135.80637872100695,30.00279452590155,8.495276878200631,0.018988171018374432,,,,,,,,,,
0,0.0,10.453165631675999,135.73611341419462,30.002794167608045,8.495276778595036,0.018988171018374432,gas,1.0,70.26530681233271,70.26530681233271,5.736820660781454e-06,3.582935050872038e-07,1.379547395718256,103.05375227333576,485.4955599291535,1.1224910551276333
1,0.15,10.453165754221777,135.66584810658082,30.00279380936047,8.495276679002211,0.018988171018374432,gas,1.0,140.5306144261267,140.5306144261267,1.1472905788707075e-05,3.582475756047643e-07,1.3795473937255573,103.05375227333576,485.4955599291535,1.1224910551276333
2,0.3,10.453165876751848,135.59558279816565,30.002793451158823,8.495276579422153,0.018988171018374432,gas,1.0,210.79592284129467,210.79592284129467,1.7208255478064494e-05,3.5820164612232475e-07,1.3795473917331136,103.05375227333576,485.4955599291535,1.1224910551276333
3,0.44999999999999996,10.453165999266213,135.5253174889492,30.002793093003106,8.495276479854864,0.018988171018374432,gas,1.0,281.0612320577202,281.0612320577202,2.2942869823141335e-05,3.581557166398852e-07,1.379547389740926,103.05375227333576,485.4955599291535,1.1224910551276333
4,0.6,10.453166121764868,135.45505217893165,30.00279273489332,8.495276380300343,0.018988171018374432,gas,1.0,351.32654207528685,351.32654207528685,2.8676748918225227e-05,3.581097871574457e-07,1.3795473877489932,103.05375227333576,485.4955599291535,1.1224910551276333
5,0.75,10.453166244247814,135.38478686811303,30.00279237682946,8.49527628075859,0.01898817101837443,gas,1.0,421.59185289390734,421.59185289390734,3.440989285760379e-05,3.5806385767500615e-07,1.3795473857573164,103.05375227333576,485.4955599291535,1.1224910551276333
6,0.8999999999999999,10.453166366715072,135.31452155649347,30.002792018811476,8.49527618122959,0.01898817101837443,gas,1.0,491.85716451346525,491.85716451346525,4.0142301735564665e-05,3.580179850359855e-07,1.3795473837658945,103.05375227333576,485.4955599291535,1.1224910551276333
7,1.05,10.453166489166625,135.24425624407309,30.00279166083942,8.495276081713358,0.018988171018374432,gas,1.0,562.1224769338733,562.1224769338733,4.587397564627878e-05,3.5797205555354594e-07,1.3795473817747277,103.05375227333576,485.4955599291535,1.1224910551276333
8,1.2,10.453166611602482,135.17399093085194,30.002791302913238,8.495275982209881,0.01898817101837443,gas,1.0,632.387790155015,632.387790155015,5.160491468403376e-05,3.5792618291452527e-07,1.3795473797838171,103.05375227333576,485.4955599291535,1.1224910551276333
9,1.3499999999999999,10.453166734022636,135.10372561683016,30.002790945032984,8.49527588271917,0.01898817101837443,gas,1.0,702.6531041767739,702.6531041767739,5.733511894300054e-05,3.5788025343208574e-07,1.379547377793161,103.05375227333576,485.4955599291535,1.1224910551276333
