step,distance,u,P[kPa],T,rho_g,m_dot,Re,h_g,tau_g,Q_gr,Sigma_Plos_gr,A_recieve_heat,mu_g
start,start,0.0,175.35983319610855,33.70686779243255,9.573987808899481,6.247528785808638e-09,0.0,24.34961774300023,0.0,0.0,0.0,3.36e-06,
0,0.0,2.3883466313575066e-05,175.35981181233737,106.51510495321702,65.39595952888986,0.0,0.21447198692286384,39.99017003172184,1.3914417956375475e-06,0.3098712810936509,0.02138377117807977,3.36e-06,1.456490629719302e-05
1,0.0005600000000000001,2.9884954815879394e-05,175.359807804985,126.67166208715764,104.52632142660977,6.247528785808638e-09,0.3860272259465624,47.34596467000072,1.9346523035206103e-06,0.7056702776460893,0.025391123548615724,3.36e-06,1.618416620871576e-05
2,0.0011200000000000001,3.3649083330767257e-05,175.35980501908568,138.45287465632197,139.25034876275893,1.2495057571617276e-08,0.5300966943875302,53.68438002523454,2.379455887397293e-06,1.1516643572778744,0.0281770228757523,3.36e-06,1.7678459945011506e-05
3,0.00168,3.5838999427212117e-05,175.35980273480803,146.92126585597055,174.32207610865845,1.8742586357425912e-08,0.6471405839501136,60.36715820904691,2.76793248489385e-06,1.6337556187787003,0.0304613005137071,3.36e-06,1.9308103805432924e-05
4,0.0022400000000000002,3.6768536890791303e-05,175.35980074189663,153.48912093575336,212.39384655027348,2.4990115143234553e-08,0.7351464043486007,68.30459854795963,3.1247176246591237e-06,2.143870984215284,0.03245421190513298,3.36e-06,2.1245865955586274e-05
5,0.0028000000000000004,3.6676163500109806e-05,175.35979894205929,158.6042022289447,255.51454362681358,3.1237643929043194e-08,0.791404473532226,78.68556268246525,3.4743607581181504e-06,2.675855147004836,0.03425404927111231,3.36e-06,2.3682689426524592e-05
6,0.00336,3.580244034587843e-05,175.35979727436612,162.32669348156293,305.3751439718198,3.7485172714851824e-08,0.8141901206450111,93.98535153362529,3.8461224152440175e-06,3.22382753363162,0.035921742441132665,3.36e-06,2.685656604750675e-05
7,0.003920000000000001,3.430947036566366e-05,175.35979569196147,164.60925452946765,364.1868393317467,4.373270150066047e-08,0.8022884920307904,123.52140124438229,4.2747596330145196e-06,3.7817457186662744,0.03750414709793404,3.36e-06,3.114853994724316e-05
8,0.0044800000000000005,3.1100880635385e-05,175.359794153048,165.57845190541804,451.97883406800264,4.9980230286469106e-08,0.7396037371695764,344.99168848649447,4.728837174334466e-06,4.344253485689084,0.03904306056210771,3.36e-06,3.801208420569799e-05
