lavel,val
Tec,38.441212933748886
Tev,33.70686779243255
T_ini_vl,167.11924042674934
T_ave_vl,167.11911995057517
T_ini_cl,167.118999474401
T_ave_cl,101.21715643860449
T_ini_ll,35.31531340280799
T_ave_ll,35.265662454919664
T_ccin,33.15544177149519
T_ccc,38.43671635835369
T_hs,46.30021201162634
Q_load,3000.0
Q_ev,2403.153593732174
Q_gr,58.95406639021565
Q_ec_wick_ccin,360.7246373613479
Q_ec_ccc,26.305565605272175
Q_ec_amb,27.850600305093728
Q_cc_ll,-33.20998363467229
Q_ccc_ccin,0.847776155922948
eval_ec[%],4.100384553529875
eval_cc[%],13.159413238398106
P_cap.,8764.233965536716
P_loss_wick,506.039338683186
P_loss_gr,0.18373244427493773
P_loss_vl,16.59354044229258
P_loss_cl,161.5718912978482
P_loss_ll,3039.9217572522466
