step,distance,u,P[kPa],T,rho,m_dot,phase,x,P_loss_liq,P_loss_all_phase,Q_release_liq,Delta_T,G_in_liq,G_pipe_liq,R_insu_liq,G_ex_liq
start,start,0.01894581553743942,312.4976968282827,30.32001506303169,1249.8199397478734,0.005063123531051637,,,,,,,,,,
0,0.0,0.018945809311551248,312.4975506603941,30.3199123854547,1249.8203504581813,0.005063123531051636,liq,0.0,0.1461678885971196,0.1461678885971196,0.0006491087534078139,0.00010267757699011781,0.15126962349790213,103.05375227333576,485.4955599291535,1.1224910551276333
1,0.15,0.018945803087664727,312.49740449236145,30.31980974082154,1249.820761036714,0.005063123531051636,liq,0.0,0.2923359211999923,0.2923359211999923,0.0012980092419179478,0.00010264463315934336,0.15126967834789568,103.05375227333576,485.4955599291535,1.1224910551276333
2,0.3,0.018945796865779213,312.4972583241849,30.31970712912164,1249.8211714835136,0.005063123531051636,liq,0.0,0.4385040978086181,0.4385040978086181,0.0019467015323496204,0.00010261169990144481,0.15126973318029066,103.05375227333576,485.4955599291535,1.1224910551276333
3,0.44999999999999996,0.018945790645894058,312.49711215586433,30.319604550344422,1249.8215817986224,0.005063123531051636,liq,0.0,0.5846724183647893,0.5846724183647893,0.0025951856915006066,0.00010257877721642217,0.15126978799509286,103.05375227333576,485.4955599291535,1.1224910551276333
4,0.6,0.018945784428008622,312.49696598739985,30.319502004479375,1249.8219919820826,0.005063123531051636,liq,0.0,0.7308408828102984,0.7308408828102984,0.003243461786147239,0.00010254586504743202,0.15126984279230793,103.05375227333576,485.4955599291535,1.1224910551276333
5,0.75,0.018945778212122257,312.4968198187916,30.319399491515924,1249.8224020339364,0.005063123531051636,liq,0.0,0.8770094910869375,0.8770094910869375,0.0038915298830445202,0.00010251296345131777,0.1512698975719414,103.05375227333576,485.4955599291535,1.1224910551276333
6,0.8999999999999999,0.018945771998234318,312.4966736500395,30.319297011443496,1249.8228119542262,0.005063123531051636,liq,0.0,1.0231782431947067,1.0231782431947067,0.004539390048926012,0.00010248007242807944,0.1512699523339989,103.05375227333576,485.4955599291535,1.1224910551276333
7,1.05,0.018945765786344167,312.49652748114363,30.319194564251518,1249.823221742994,0.005063123531051636,liq,0.0,1.1693471390753984,1.1693471390753984,0.005187042350503829,0.00010244719197771701,0.15127000707848623,103.05375227333576,485.4955599291535,1.1224910551276333
8,1.2,0.018945759576451154,312.49638131210406,30.319092149929475,1249.8236314002822,0.005063123531051636,liq,0.0,1.3155161786125973,1.3155161786125973,0.005834486854468647,0.00010241432204338707,0.1512700618054089,103.05375227333576,485.4955599291535,1.1224910551276333
9,1.3499999999999999,0.018945753368554637,312.4962351429208,30.318989768466793,1249.824040926133,0.005063123531051636,liq,0.0,1.461685361864511,1.461685361864511,0.006481723627489809,0.00010238146268193304,0.15127011651477254,103.05375227333576,485.4955599291535,1.1224910551276333
10,1.5,0.018945747162653976,312.49608897359394,30.318887419852956,1249.8244503205883,0.005063123531051635,liq,0.0,1.607854688714724,1.607854688714724,0.007128752736215219,0.0001023486138365115,0.1512701712065828,103.05375227333576,485.4955599291535,1.1224910551276333
11,1.65,0.018945740958748528,312.49594280412356,30.318785104077392,1249.8248595836906,0.005063123531051636,liq,0.0,1.754024159105029,1.754024159105029,0.00777557424727145,0.00010231577556396587,0.15127022588084538,103.05375227333576,485.4955599291535,1.1224910551276333
12,1.7999999999999998,0.018945734756837647,312.49579663450965,30.318682821129585,1249.8252687154818,0.005063123531051636,liq,0.0,1.9001937730354257,1.9001937730354257,0.008422188227263632,0.00010228294780745273,0.15127028053756586,103.05375227333576,485.4955599291535,1.1224910551276333
13,1.95,0.018945728556920692,312.4956504647522,30.318580570999018,1249.825677716004,0.005063123531051636,liq,0.0,2.0463635304477066,2.0463635304477066,0.009068594742775568,0.00010225013056697208,0.15127033517674987,103.05375227333576,485.4955599291535,1.1224910551276333
14,2.1,0.018945722358997025,312.4955042948514,30.318478353675175,1249.8260865852994,0.005063123531051637,liq,0.0,2.192533431283664,2.192533431283664,0.00971479386036973,0.00010221732384252391,0.15127038979840307,103.05375227333576,485.4955599291535,1.1224910551276333
15,2.25,0.018945716163065993,312.4953581248071,30.318376169147484,1249.8264953234102,0.005063123531051636,liq,0.0,2.338703475543298,2.338703475543298,0.010360785646587265,0.00010218452769095165,0.15127044440253096,103.05375227333576,485.4955599291535,1.1224910551276333
16,2.4,0.018945709969126957,312.49521195461955,30.31827401740543,1249.8269039303784,0.005063123531051635,liq,0.0,2.484873663110193,2.484873663110193,0.011006570167947876,0.00010215174205541189,0.15127049898913936,103.05375227333576,485.4955599291535,1.1224910551276333
17,2.55,0.01894570377717929,312.49506578428867,30.31817189843855,1249.827312406246,0.005063123531051636,liq,0.0,2.631043993984349,2.631043993984349,0.011652147490949937,0.00010211896687906119,0.15127055355823374,103.05375227333576,485.4955599291535,1.1224910551276333
18,2.6999999999999997,0.018945697587222338,312.49491961381455,30.318069812236274,1249.827720751055,0.005063123531051636,liq,0.0,2.777214468107559,2.777214468107559,0.01229751768207061,0.0001020862022755864,0.1512706081098197,103.05375227333576,485.4955599291535,1.1224910551276333
19,2.85,0.018945691399255456,312.49477344319723,30.317967758788086,1249.8281289648478,0.005063123531051636,liq,0.0,2.9233850854216143,2.9233850854216143,0.012942680807765611,0.0001020534481881441,0.15127066264390296,103.05375227333576,485.4955599291535,1.1224910551276333
20,3.0,0.01894568521327801,312.4946272724368,30.317865738083526,1249.828537047666,0.005063123531051636,liq,0.0,3.069555845868308,3.069555845868308,0.013587636934469332,0.00010202070455989087,0.1512707171604891,103.05375227333576,485.4955599291535,1.1224910551276333
21,3.15,0.01894567902928936,312.4944811015332,30.31776375011202,1249.828944999552,0.005063123531051636,liq,0.0,3.21572674944764,3.21572674944764,0.014232386128594949,0.00010198797150451355,0.15127077165958372,103.05375227333576,485.4955599291535,1.1224910551276333
22,3.3,0.01894567284728886,312.49433493048656,30.317661794863113,1249.8293528205477,0.005063123531051637,liq,0.0,3.3618977961014025,3.3618977961014025,0.014876928456534195,0.0001019552489083253,0.15127082614119244,103.05375227333576,485.4955599291535,1.1224910551276333
23,3.4499999999999997,0.01894566666727587,312.4941887592969,30.317559872326285,1249.829760510695,0.005063123531051636,liq,0.0,3.508068985771388,3.508068985771388,0.015521263984657592,0.00010192253682816954,0.15127088060532087,103.05375227333576,485.4955599291535,1.1224910551276333
24,3.5999999999999996,0.01894566048924975,312.49404258796426,30.317457982491078,1249.8301680700358,0.005063123531051636,liq,0.0,3.6542403183993883,3.6542403183993883,0.016165392779314332,0.00010188983520720285,0.15127093505197467,103.05375227333576,485.4955599291535,1.1224910551276333
25,3.75,0.018945654313209867,312.49389641648867,30.317356125346976,1249.8305754986122,0.005063123531051636,liq,0.0,3.800411793985404,3.800411793985404,0.016809314906832396,0.00010185714410226865,0.15127098948115933,103.05375227333576,485.4955599291535,1.1224910551276333
26,3.9,0.018945648139155575,312.4937502448703,30.317254300883462,1249.8309827964663,0.005063123531051636,liq,0.0,3.9465834124130197,3.9465834124130197,0.017453030433518434,0.00010182446351336694,0.1512710438928805,103.05375227333576,485.4955599291535,1.1224910551276333
27,4.05,0.018945641967086233,312.493604073109,30.31715250909008,1249.8313899636398,0.005063123531051636,liq,0.0,4.092755173682235,4.092755173682235,0.018096539425657768,0.0001017917933836543,0.15127109828714386,103.05375227333576,485.4955599291535,1.1224910551276333
28,4.2,0.018945635797001203,312.4934579012049,30.317050749956366,1249.8317970001747,0.005063123531051635,liq,0.0,4.238927077734843,4.238927077734843,0.018739841949514512,0.00010175913371313072,0.15127115266395497,103.05375227333576,485.4955599291535,1.1224910551276333
29,4.35,0.018945629628899854,312.49331172915817,30.316949023471807,1249.832203906113,0.005063123531051636,liq,0.0,4.385099124512635,4.385099124512635,0.01938293807133156,0.00010172648455863964,0.1512712070233194,103.05375227333576,485.4955599291535,1.1224910551276333
30,4.5,0.018945623462781534,312.4931655569687,30.316847329625944,1249.8326106814964,0.005063123531051636,liq,0.0,4.531271314015612,4.531271314015612,0.020025827857330484,0.00010169384586333763,0.15127126136524272,103.05375227333576,485.4955599291535,1.1224910551276333
31,4.6499999999999995,0.01894561729864561,312.4930193846365,30.316745668408316,1249.8330173263669,0.005063123531051636,liq,0.0,4.677443646185566,4.677443646185566,0.02066851137371164,0.00010166121762722469,0.1512713156897306,103.05375227333576,485.4955599291535,1.1224910551276333
32,4.8,0.018945611136491444,312.4928732121617,30.31664403980841,1249.8334238407665,0.005063123531051636,liq,0.0,4.823616120964289,4.823616120964289,0.02131098868665417,0.00010162859990714423,0.15127136999678856,103.05375227333576,485.4955599291535,1.1224910551276333
33,4.95,0.018945604976318395,312.4927270395444,30.31654244381582,1249.8338302247369,0.005063123531051636,liq,0.0,4.969788738293573,4.969788738293573,0.02195325986231589,0.00010159599258940943,0.15127142428642226,103.05375227333576,485.4955599291535,1.1224910551276333
34,5.1,0.01894559881812583,312.4925808667846,30.316440880420032,1249.83423647832,0.005063123531051636,liq,0.0,5.115961498115212,5.115961498115212,0.022595324966833523,0.00010156339578770712,0.1512714785586373,103.05375227333576,485.4955599291535,1.1224910551276333
35,5.25,0.0189455926619131,312.4924346938823,30.316339349610644,1249.8346426015576,0.005063123531051636,liq,0.0,5.262134400429204,5.262134400429204,0.023237184066322455,0.00010153080938835046,0.1512715328134392,103.05375227333576,485.4955599291535,1.1224910551276333
36,5.3999999999999995,0.018945586507679583,312.4922885208376,30.31623785137714,1249.8350485944916,0.005063123531051636,liq,0.0,5.408307445119135,5.408307445119135,0.02387883722687698,0.00010149823350502629,0.15127158705083357,103.05375227333576,485.4955599291535,1.1224910551276333
37,5.55,0.01894558035542463,312.4921423476505,30.316136385709115,1249.8354544571637,0.005063123531051636,liq,0.0,5.554480632185005,5.554480632185005,0.024520284514570057,0.00010146566802404777,0.151271641270826,103.05375227333576,485.4955599291535,1.1224910551276333
38,5.7,0.018945574205147607,312.49199617432106,30.316034952596112,1249.8358601896157,0.005063123531051636,liq,0.0,5.700653961626813,5.700653961626813,0.025161525995453557,0.00010143311300225832,0.1512716954734221,103.05375227333576,485.4955599291535,1.1224910551276333
39,5.85,0.01894556805684788,312.49185000084935,30.315933552027673,1249.8362657918894,0.005063123531051636,liq,0.0,5.846827433328144,5.846827433328144,0.025802561735558133,0.00010140056843965795,0.1512717496586274,103.05375227333576,485.4955599291535,1.1224910551276333
40,6.0,0.0189455619105248,312.49170382723537,30.315832183993336,1249.8366712640268,0.005063123531051636,liq,0.0,5.993001047288999,5.993001047288999,0.026443391800893227,0.00010136803433624664,0.1512718038264475,103.05375227333576,485.4955599291535,1.1224910551276333
41,6.1499999999999995,0.018945555766177746,312.4915576534793,30.3157308484827,1249.8370766060693,0.005063123531051636,liq,0.0,6.139174803392962,6.139174803392962,0.027084016257447063,0.00010133551063518098,0.15127185797688802,103.05375227333576,485.4955599291535,1.1224910551276333
42,6.3,0.018945549623806072,312.491411479581,30.315629545485308,1249.837481818059,0.005063123531051636,liq,0.0,6.285348701640032,6.285348701640032,0.027724435171186775,0.0001013029973933044,0.1512719121099545,103.05375227333576,485.4955599291535,1.1224910551276333
43,6.45,0.018945543483409145,312.49126530554065,30.315528274990754,1249.8378869000371,0.005063123531051636,liq,0.0,6.431522742030211,6.431522742030211,0.02836464860805828,0.00010127049455377346,0.1512719662256525,103.05375227333576,485.4955599291535,1.1224910551276333
44,6.6,0.018945537344986326,312.49111913135823,30.31542703698858,1249.8382918520458,0.005063123531051636,liq,0.0,6.577696924447082,6.577696924447082,0.029004656633986395,0.0001012380021734316,0.15127202032398762,103.05375227333576,485.4955599291535,1.1224910551276333
45,6.75,0.018945531208536984,312.49097295703376,30.315325831468385,1249.8386966741266,0.005063123531051636,liq,0.0,6.723871248890646,6.723871248890646,0.02964445931487473,0.00010120552019543538,0.15127207440496546,103.05375227333576,485.4955599291535,1.1224910551276333
