lavel,val
Tec_bt,54.763604954330106
Tec_up,54.09484139173878
Tev,52.15200594494087
T_ini_vl,61.33570274809665
T_ave_vl,60.46880697004514
T_ini_cl,59.60191119199362
T_ave_cl,44.96096312751263
T_ini_ll,30.32001506303169
T_ave_ll,30.314912154754325
T_ccin,52.145881461313934
T_ccc,32.35596864421683
T_hs,57.36603666652195
Q_load,1000.0
Q_ev_bt,511.8734058402907
Q_gr_bt,5.334825244911219
Q_ev_up,380.79574757239135
Q_gr_up,3.968713248482173
Q_btTOup,381.44601701302577
Q_ec_wick_ccin,1.1597358509875237
Q_ec_ccc,9.917855700712032
Q_ec_amb,49.54503970422733
Q_cc_ll,138.04363159737585
Q_ccc_ccin,-3.7341995852770205
eval_ec_bt[%],4.0723120645845485
eval_ec_up[%],0.4478179658835302
eval_cc[%],14.061809533166535
P_cap.bt,7230.457488642037
P_cap.up,7230.457488642037
P_loss_wick_bt,335.9283530910865
P_loss_wick_up,249.9057127925782
P_loss_gr_bt,0.22389756591292098
P_loss_gr_up,0.1665631384239532
P_loss_vl,25.30332281748997
P_loss_cl,14.829455801460426
P_loss_ll,14.76367645751452
