step,distance,u,P[kPa],T,rho,m_dot,phase,x,P_loss_gas,P_loss_all_phase,Q_release_gas,Delta_T,G_in_gas,G_pipe_gas,R_insu_gas,G_ex_gas,h_in,P_loss_mix,LM_C,LM_X,Delta_P_2p,Q_release_mix,G_in_mix,G_pipe_mix,R_insu_mix,G_ex_mix
9,0.6749999999999999,2.1195455041106976,172.71196907548227,49.37234902728693,15.383939610914771,0.006972171817161329,gas,1.0,28.746391162101645,28.746391162101645,80.51856563847173,0.9988669776073493,0.3355047570980631,51.52687613666788,0.0,3.6002651810139032,,,,,,,,,,
10,0.75,2.1785583585976593,172.70855701592333,48.4230474775232,14.967218991009274,0.006972171817161329,gas,1.0,32.15845072106458,32.15845072106458,86.4077116589603,0.9493015497637316,0.33418708367159794,51.52687613666788,0.0,3.6002651810139032,,,,,,,,,,
11,0.825,2.2363670401752422,172.70505257804862,47.520814481765285,14.580325792706098,0.006972171817161329,gas,1.0,35.66288859577617,35.66288859577617,91.98922483014792,0.9022329957579132,0.33293806226010697,51.52687613666788,0.0,3.6002651810139032,,,,,,,,,,
12,0.8999999999999999,2.2931438233592303,172.70145766471236,46.663315489059585,14.219326195623825,0.006972171817161329,gas,1.0,39.25780193202081,39.25780193202081,97.28002833160409,0.8574989927057004,0.3317414643291295,51.52687613666788,0.0,3.6002651810139032,,,,,,,,,,
13,0.975,2.3486468151405973,172.69777396762382,45.84824117490069,13.883296469960268,0.006972171817161329,gas,1.0,42.94149902055506,42.94149902055506,102.29655341495368,0.8150743141588919,0.3306309533661165,51.52687613666788,0.0,3.6002651810139032,,,,,,,,,,
14,1.05,2.4029777048420526,172.69400351432236,45.07349414241463,13.569397656965833,0.006972171817161332,gas,1.0,46.71195232201717,46.71195232201717,107.05367664326877,0.7747470324860615,0.3295640880256192,51.52687613666788,0.0,3.6002651810139032,,,,,,,,,,
15,1.125,2.4559325581263067,172.6901481931092,44.33703527182928,13.276814108731697,0.006972171817161329,gas,1.0,50.56727353518363,50.56727353518363,111.56565832979,0.7364588705853521,0.32855768445130035,51.52687613666788,0.0,3.6002651810139032,,,,,,,,,,
16,1.2,2.507692887261442,172.68621016854672,43.63693117512662,13.002772470050637,0.006972171817161329,gas,1.0,54.50529809767613,54.50529809767613,115.84588195326087,0.7001040967026597,0.3276073123398406,51.52687613666788,0.0,3.6002651810139032,,,,,,,,,,
17,1.275,2.558101618069784,172.68219137065415,42.97136508837019,12.746546035348066,0.006972171817161329,gas,1.0,58.5240959902294,58.5240959902294,119.90684270267714,0.6655660867564279,0.32670228590917527,51.52687613666788,0.0,3.6002651810139032,,,,,,,,,,
18,1.3499999999999999,2.6072131155772227,172.67809388496357,42.33860540869222,12.506442163476873,0.006972171817161329,gas,1.0,62.62158168081078,62.62158168081078,123.7603564096873,0.6327596796779744,0.3258444520081433,51.52687613666788,0.0,3.6002651810139032,,,,,,,,,,
19,1.425,2.654900626485169,172.67391987419379,41.737001434572846,12.281800573829134,0.006972171817161329,gas,1.0,66.795592450595,66.795592450595,127.41760118204314,0.6016039741193708,0.3250363753577709,51.52687613666788,0.0,3.6002651810139032,,,,,,,,,,
20,1.5,2.701264438217857,172.6696715188715,41.16499722731436,12.070998890925736,0.006972171817161332,gas,1.0,71.04394777287962,71.04394777287962,130.8890290184784,0.5720042072584874,0.3242683815196518,51.52687613666788,0.0,3.6002651810139032,,,,,,,,,,
21,1.575,2.746232952407856,172.66535087187373,40.621136337063206,11.87334090111896,0.006972171817161329,gas,1.0,75.36459477065364,75.36459477065364,134.18439131657715,0.5438608902511533,0.3235272929382108,51.52687613666788,0.0,3.6002651810139032,,,,,,,,,,
22,1.65,2.789878017453851,172.66096022095928,40.10398362027962,11.68759344811184,0.006972171817161332,gas,1.0,79.75524568511173,79.75524568511173,137.31315822972735,0.5171527167835848,0.3228402729186635,51.52687613666788,0.0,3.6002651810139032,,,,,,,,,,
23,1.7249999999999999,2.832212231981919,172.65650158625712,39.61223572868272,11.512894291473083,0.006972171817161329,gas,1.0,84.21388038725127,84.21388038725127,140.28396989319484,0.49174789159690135,0.32217319501954755,51.52687613666788,0.0,3.6002651810139032,,,,,,,,,,
24,1.7999999999999998,2.87315253359102,172.65197706750385,39.144610126947384,11.348844050778938,0.006972171817161329,gas,1.0,88.73839914053679,88.73839914053679,143.1052118110683,0.4676256017353353,0.3215507396438877,51.52687613666788,0.0,3.6002651810139032,,,,,,,,,,
25,1.875,2.912644986040369,172.64738880578983,38.69991366876371,11.194965467505467,0.006972171817161329,gas,1.0,93.32666085456731,93.32666085456731,145.78464487976572,0.444696458183671,0.32095256046440424,51.52687613666788,0.0,3.6002651810139032,,,,,,,,,,
26,1.95,2.950910012477753,172.6427391312261,38.27699540984668,11.049798163938657,0.006972171817161329,gas,1.0,97.97633541826508,97.97633541826508,148.32974944318073,0.4229182589170364,0.3203969279381164,51.52687613666788,0.0,3.6002651810139032,,,,,,,,,,
27,2.025,2.9877803568936265,172.63802993084707,37.8747981922898,10.913439457686941,0.006972171817161329,gas,1.0,102.68553579732543,102.68553579732543,150.7473353253181,0.4021972175568749,0.3198468101261011,51.52687613666788,0.0,3.6002651810139032,,,,,,,,,,
28,2.1,3.023451107697245,172.63326340952383,37.49227476520957,10.78468242956287,0.006972171817161329,gas,1.0,107.45205712056486,107.45205712056486,153.04411772097188,0.3825234270802298,0.3193401528238293,51.52687613666788,0.0,3.6002651810139032,,,,,,,,,,
29,2.175,3.0578429330295904,172.6284414461225,37.12846542150481,10.663386168601926,0.006972171817161332,gas,1.0,112.27402052187244,112.27402052187244,155.22626497017265,0.3638093437047587,0.3188494115909601,51.52687613666788,0.0,3.6002651810139032,,,,,,,,,,
30,2.25,3.090992413932054,172.62356600967547,36.78243007541306,10.549026225640437,0.006972171817161329,gas,1.0,117.14945696890936,117.14945696890936,157.29973375674945,0.3460353460917531,0.3183925169918474,51.52687613666788,0.0,3.6002651810139032,,,,,,,,,,
31,2.3249999999999997,3.1229568198240063,172.61863908071467,36.45329299187853,10.441053757401114,0.006972171817161329,gas,1.0,122.07638592971489,122.07638592971489,159.27009021373675,0.3291370835345333,0.3179579070739416,51.52687613666788,0.0,3.6002651810139032,,,,,,,,,,
32,2.4,3.1538217817889556,172.61366251977893,36.140225322126014,10.338872103080314,0.006972171817161332,gas,1.0,127.05294686547131,127.05294686547131,161.1425676616395,0.3130676697525132,0.31753811531839193,51.52687613666788,0.0,3.6002651810139032,,,,,,,,,,
33,2.475,3.1834728575671916,172.60863803603974,35.842422398925294,10.242575167656087,0.006972171817161329,gas,1.0,132.0774306046369,132.0774306046369,162.92224791045592,0.2978029232007202,0.3171562604720949,51.52687613666788,0.0,3.6002651810139032,,,,,,,,,,
34,2.55,3.211898804266496,172.60356752099503,35.55914477881407,10.151926329220498,0.006972171817161329,gas,1.0,137.14794564936892,137.14794564936892,164.6137523335414,0.28327762011122104,0.31677494660844785,51.52687613666788,0.0,3.6002651810139032,,,,,,,,,,
35,2.625,3.239092147547308,172.59845288396377,35.28967892903205,10.066697257290253,0.006972171817161329,gas,1.0,142.26258268061792,142.26258268061792,166.22155967474316,0.2694658497820228,0.3164127214519091,51.52687613666788,0.0,3.6002651810139032,,,,,,,,,,
36,2.6999999999999997,3.265485566392746,172.5932960462301,35.03333155233986,9.985332770539394,0.006972171817161329,gas,1.0,147.4194204142841,147.4194204142841,167.74997686766145,0.2563473766921902,0.31608338184021323,51.52687613666788,0.0,3.6002651810139032,,,,,,,,,,
37,2.775,3.290742487483983,172.58809824059222,34.78947104390426,9.908693907785935,0.006972171817161329,gas,1.0,152.61722605215618,152.61722605215618,169.20293737043656,0.2438605084356027,0.3157536891516797,51.52687613666788,0.0,3.6002651810139032,,,,,,,,,,
38,2.85,3.3149890711683545,172.5828612360689,34.55748215463581,9.836219467937095,0.006972171817161329,gas,1.0,157.85423057546723,157.85423057546723,170.5842613237569,0.2319888892684503,0.31544347795468125,51.52687613666788,0.0,3.6002651810139032,,,,,,,,,,
39,2.925,3.338277348554085,172.57758660134112,34.33677632724306,9.767600661445341,0.006972171817161329,gas,1.0,163.12886530326796,163.12886530326796,171.89759000507877,0.2207058273927487,0.3151579929221115,51.52687613666788,0.0,3.6002651810139032,,,,,,,,,,
40,3.0,3.36058717324658,172.57227582290048,34.12680778313961,9.702756797206991,0.006972171817161332,gas,1.0,168.43964374391362,168.43964374391362,173.14628160552115,0.20996854410344667,0.314872196684194,51.52687613666788,0.0,3.6002651810139032,,,,,,,,,,
41,3.0749999999999997,3.381999000321319,172.56693048277333,33.92703740587535,9.641327521009597,0.006972171817161329,gas,1.0,173.7849838710681,173.7849838710681,174.33365672110114,0.19977037726425806,0.31462297751599905,51.52687613666788,0.0,3.6002651810139032,,,,,,,,,,
42,3.15,3.4025337987029682,172.5615519651921,33.73697589823638,9.583140673063856,0.006972171817161332,gas,1.0,179.16350145227625,179.16350145227625,175.46271633630926,0.19006150763897267,0.31436811407097115,51.52687613666788,0.0,3.6002651810139032,,,,,,,,,,
43,3.225,3.4221998105369087,172.55614157498135,33.55615197810823,9.528070201344898,0.006972171817161329,gas,1.0,184.57389166302164,184.57389166302164,176.53636033501166,0.18082392012814807,0.31412141026499946,51.52687613666788,0.0,3.6002651810139032,,,,,,,,,,
44,3.3,3.441041205165657,172.55070065902487,33.38410372949437,9.47589932630729,0.006972171817161329,gas,1.0,190.0148076195037,190.0148076195037,177.5573989771562,0.17204824861386214,0.3139015399356627,51.52687613666788,0.0,3.6002651810139032,,,,,,,,,,
45,3.375,3.4590658535036494,172.5452306151441,33.22040634897394,9.426521904692173,0.006972171817161329,gas,1.0,195.48485150028137,195.48485150028137,178.52843368728279,0.16369738052043203,0.31368764849027914,51.52687613666788,0.0,3.6002651810139032,,,,,,,,,,
46,3.4499999999999997,3.4298389740679895,172.53973258952684,33.225039761231756,-,0.006856870610504196,mix,0.9916968566984308,,200.98287711755256,,-0.0046334122578173265,,,,,389058.3319562456,5.498025617271196,12.0,0.001,5.498025617267499,10.813053614255939,13.21588647350744,51.52687613666788,0.0,3.6002651810139032
47,3.525,3.4101365274890556,172.53423407954406,33.22409182578053,-,0.006777910430892125,mix,0.9859703888616448,,206.481387100328,,0.0009479354512222926,,,,,1921.318214474839,10.996535600046627,12.0,0.0010682088864018742,5.498509982787462,18.29502306582767,13.126608544720934,51.52687613666788,0.0,3.6002651810139032
48,3.5999999999999996,3.3915488461263896,172.52865819917878,33.22314380681797,-,0.006703818402324446,mix,0.9805665636524148,,212.05726746559958,,0.0009480189625605817,,,,,1613.114468558162,16.572415965318214,20.0,0.0017999155928695883,5.57588036528267,25.355795836592407,13.066223421173643,51.52687613666788,0.0,3.6002651810139032
49,3.675,3.3736876218911984,172.5230633001072,33.22218244813428,-,0.006632988606252966,mix,0.9753726760047126,,217.6521665371838,,0.0009613586836962895,,,,,1447.0963579304494,22.167315036902437,20.0,0.0024051865579163318,5.594899071589329,32.14259352056544,13.009189650905483,51.52687613666788,0.0,3.6002651810139032
50,3.75,3.356367384624953,172.51745249144878,33.22121781036333,-,0.006564653925503675,mix,0.9703354039573469,,223.2629751955974,,0.0009646377709486842,,,,,1337.2373560760159,27.778123695316026,20.0,0.00297281732727503,5.610808658418443,38.72497061128698,12.954324836367606,51.52687613666788,0.0,3.6002651810139032
51,3.8249999999999997,3.339479396406299,172.51182799004738,33.22025042956017,-,0.006498358208901321,mix,0.9654233156686247,,228.8874765970104,,0.0009673808031607223,,,,,1256.8063120506556,33.402625096729025,20.0,0.0035143618999995793,5.624501401415792,45.143959457740856,12.901065626863767,51.52687613666788,0.0,3.6002651810139032
52,3.9,3.3229516003451405,172.50619150370238,33.219280687939204,-,0.006433796720105176,mix,0.960615581992592,,234.52396294201026,,0.0009697416209633047,,,,,1194.2272490241928,39.03911144172889,20.0,0.00403639733760187,5.636486344997555,51.42675094464814,12.849082118730895,51.52687613666788,0.0,3.6002651810139032
53,3.9749999999999996,3.3067326226936076,172.50054441366728,33.21830887994872,-,0.006370750521509015,mix,0.9558973524011302,,240.1710529770935,,0.0009718079904814658,,,,,1143.5106312662917,44.68620147681213,20.0,0.004543144316269683,5.647090035071785,57.5927310956927,12.798156004909535,51.52687613666788,0.0,3.6002651810139032
54,4.05,3.290783937601177,172.49488787512635,33.21733524373576,-,0.0063090542214998225,mix,0.9512574901888712,,245.82759151802748,,0.0009736362129615372,,,,,1101.18526087687,50.34274001774611,20.0,0.005037526255300479,5.656538540919699,63.65643769997024,12.748131844090853,51.52687613666788,0.0,3.6002651810139032
55,4.125,3.275075561411324,172.4892228781643,33.21635997847011,-,0.006248578189682316,mix,0.946687327877627,,251.4925884800905,,0.0009752652656516148,,,,,1065.0734896325112,56.007736979809124,20.0,0.0055216791779692945,5.664996962050395,69.62918509376972,12.698893210547,51.52687613666788,0.0,3.6002651810139032
56,4.2,3.2595834845031013,172.4835502874128,33.215383254855965,-,0.006189217914014247,mix,0.9421799248631295,,257.16517923158244,,0.0009767236141442481,,,,,1033.7264961730414,61.68032773130108,20.0,0.00599722695924369,5.672590751477625,75.52003327766263,12.650349596450432,51.52687613666788,0.0,3.6002651810139032
57,4.2749999999999995,3.244288042171467,172.477870869206,33.21440522196775,-,0.006130887227893541,mix,0.9377295964976492,,262.8445974384085,,0.0009780328882129652,,,,,1006.1355840376206,67.35974593812716,20.0,0.006465442647143953,5.679418206822585,81.33640268128536,12.602428604688722,51.52687613666788,0.0,3.6002651810139032
58,4.35,3.2291728302249503,172.47218531094978,33.213426011932086,-,0.006073513787857715,mix,0.9333316006286003,,268.53015569460695,,0.0009792100356662559,,,,,981.572602259615,73.04530419432558,20.0,0.006927349076826203,5.685558256192062,87.0844833739021,12.55507099941179,51.52687613666788,0.0,3.6002651810139032
59,4.425,3.214223954667949,172.4664942353957,33.21244574326721,-,0.006017035935051125,mix,0.9289819207082852,,274.2212312486954,,0.0009802686648754388,,,,,959.4961583402925,78.73637974841404,20.0,0.007383784761651841,5.6910755540871945,92.76951820442657,12.508227413469566,51.52687613666788,0.0,3.6002651810139032
60,4.5,3.199429495734372,172.4607982114446,33.21146452334409,-,0.005961400446680842,mix,0.924677110864758,,279.91725519977626,,0.0009812199231191698,,,,,939.4936975724778,84.4324036994949,20.0,0.007835448779851902,5.696023951067341,98.39600505337246,12.461856071558723,51.52687613666788,0.0,3.6002651810139032
61,4.575,3.1847791146775264,172.45509776251006,33.21048245024912,-,0.005906560881602945,mix,0.9204141822384174,,285.61770413431805,,0.0009820730949741119,,,,,921.2442377705659,90.13285263403668,20.0,0.008282932364193361,5.700448934534743,103.96784521398261,12.41592116474952,51.52687613666788,0.0,3.6002651810139032
62,4.6499999999999995,3.1702637586667084,172.44939337311652,33.20949961422593,-,0.00585247633516341,mix,0.9161905176778078,,291.3220935278514,,0.0009828360231836086,,,,,904.4935537580253,95.83724202757003,20.0,0.00872674175023492,5.704389393534735,109.48845475160103,12.370391658626678,51.52687613666788,0.0,3.6002651810139032
63,4.725,3.1558754349378284,172.44368549419147,33.20851609881322,-,0.005799110483593255,mix,0.9120038064543795,,297.02997245290317,,0.0009835154127131318,,,,,889.0371599223434,101.5451209526218,20.0,0.00916731509211013,5.707878925038219,114.96084972920548,12.325240399289168,51.52687613666788,0.0,3.6002651810139032
64,4.8,3.1416070349768908,172.43797454737089,33.2075319817572,-,0.005746430838062417,mix,0.9078519934400386,,302.7409192734922,,0.0009841170560207502,,,,,874.7083406652911,107.25606777321082,20.0,0.009605035240956046,5.710946820602959,120.38771255247931,12.280443429517286,51.52687613666788,0.0,3.6002651810139032
65,4.875,3.1274521955888774,172.432260928546,33.20654733575367,-,0.005694408153639905,mix,0.9037332389469994,,308.4545380983909,,0.0009846460035305427,,,,,861.3695430271604,112.96968659810955,20.0,0.010040239569027222,5.713618824899392,125.77144439581468,12.23597945670971,51.52687613666788,0.0,3.6002651810139032
66,4.95,3.1134051876484703,172.426545010818,33.205562229059694,-,0.005643015954761457,mix,0.8996458865695366,,314.1704558263882,,0.0009851066939745579,,,,,848.9060652999369,118.68560432610684,20.0,0.010473227640260735,5.715917727992369,131.11420718228462,12.191829432661217,51.52687613666788,0.0,3.6002651810139032
67,5.0249999999999995,3.0994608259572116,172.42082714698375,33.204576726003154,-,0.005592230149720295,mix,0.8955884371268933,,319.88831966061844,,0.0009855030565404377,,,,,837.2213484742916,124.40346816033707,20.0,0.010904267282157452,5.717863834243183,136.41795759892665,12.147976217239396,51.52687613666788,0.0,3.6002651810139032
68,5.1,3.0856143954230295,172.41510767164561,33.20359088741105,-,0.005542028714147957,mix,0.8915595273244211,,325.6077949987666,,0.000985838592100663,,,,,826.2334087744073,130.12294349848526,20.0,0.011333599451505116,5.7194753381422485,141.68447495267827,12.104404306005026,51.52687613666788,0.0,3.6002651810139032
69,5.175,3.0718615900241213,172.40938690301672,33.20260477097344,-,0.00549239142864417,mix,0.8875579121102568,,331.3285636276705,,0.0009861164376161469,,,,,815.8720969385529,135.84371212738915,20.0,0.011761442176802856,5.720768628905849,146.91538420203855,12.061099607261992,51.52687613666788,0.0,3.6002651810139032
70,5.25,3.0581984619022053,172.4036651444769,33.201618431554664,-,0.0054432996593985605,mix,0.8835824499600531,,337.05032216748805,,0.000986339418773241,,,,,806.0769660428291,141.56547066720668,20.0,0.012187993784624766,5.721758539827804,152.1121751663648,12.018049257806988,51.52687613666788,0.0,3.6002651810139032
71,5.325,3.0446213785659944,172.3979426859226,33.20063192146159,-,0.0053947361733045025,mix,0.8796320905060926,,342.7727807217743,,0.0009865100930710469,,,,,796.7955937157205,147.28792922149296,20.0,0.012613435564041538,5.722458554274806,157.27621867475506,11.975241469329774,51.52687613666788,0.0,3.6002651810139032
72,5.3999999999999995,3.0311272149171433,172.3922198049453,33.19964529067636,-,0.005346684981010918,mix,0.8757058640614918,,348.49566169906757,,0.0009866307852348655,,,,,787.9822480900772,153.0108101987862,20.0,0.01303793398528011,5.722880977285523,162.40878024103975,11.932665399344565,51.52687613666788,0.0,3.6002651810139032
73,5.475,3.017713040870259,172.38649676746635,33.19865858705958,-,0.005299131204204398,mix,0.8718028728051502,,354.21869917801814,,0.0009867036167747756,,,,,779.5967733358914,158.73384767773678,20.0,0.013461642210752927,5.723037478948215,167.51103157138402,11.89031365381569,51.52687613666788,0.0,3.6002651810139032
74,5.55,3.0043755653000677,172.38077382873962,33.19767185645975,-,0.005252060959948861,mix,0.8679222830959734,,359.9416379047616,,0.000986730599834118,,,,,771.6037774178526,164.45678640448023,20.0,0.013884702040732945,5.722938726734812,172.584060597524,11.848178978469324,51.52687613666788,0.0,3.6002651810139032
75,5.625,2.991112103702993,172.37505123518253,33.19668514288617,-,0.005205461257382851,mix,0.8640633185691493,,365.66423146185116,,0.00098671357358171,,,,,763.972023427867,170.1793799615698,20.0,0.014307246139462007,5.722593557089279,177.6288804871159,11.806248107240988,51.52687613666788,0.0,3.6002651810139032
76,5.7,2.9779201506106205,172.36932922438356,33.19569848882463,-,0.005159319913571117,mix,0.8602252546118546,,371.3862422608363,,0.000986654061534864,,,,,756.6736575530983,175.90139076055493,20.0,0.014729397686238963,5.72201079899221,182.6464368548606,11.764513036313149,51.52687613666788,0.0,3.6002651810139032
77,5.7749999999999995,2.9647973623269364,172.36360802574612,33.19471193523856,-,0.005113625477797716,mix,0.856407413369822,,377.1074408982822,,0.0009865535860740238,,,,,749.6838055873161,181.62258939800085,20.0,0.015151271942631038,5.721198637439239,187.6376142815268,11.722966297036969,51.52687613666788,0.0,3.6002651810139032
78,5.85,2.9517415418031936,172.35788786106662,33.19372552168039,-,0.005068367165128156,mix,0.852609159375286,,382.8276055777678,,0.0009864135581665323,,,,,742.9801707770897,187.34275407748646,20.0,0.015572977103866998,5.720164679479332,192.60324202105693,11.681600904008077,51.52687613666788,0.0,3.6002651810139032
79,5.925,2.938750625339278,172.352168945055,33.19273928639086,-,0.005023534797860796,mix,0.8488298957028839,,388.5465215893637,,0.0009862352895311233,,,,,736.5426965204545,193.06167008908233,20.0,0.015994615038801743,5.7189160116074405,197.54409901848666,11.64041030959187,51.52687613666788,0.0,3.6002651810139032
80,6.0,2.9258226708438237,172.34645148580512,33.191753266388844,-,0.004979118753724049,mix,0.8450690605761526,,394.26398083925596,,0.000986020002017085,,,,,730.35328185547,198.7791293389746,20.0,0.016416281935922962,5.7174592498841035,202.46091833965795,11.59938836395684,51.52687613666788,0.0,3.6002651810139032
81,6.075,2.9129558474312693,172.34073568522123,33.190767497552656,-,0.004935109919869893,mix,0.841326124360484,,399.9797814231424,,0.0009857688361876171,,,,,724.3955402005588,204.49492992286105,20.0,0.016838068869762454,5.715800583889359,207.35439109645276,11.558529279806931,51.52687613666788,0.0,3.6002651810139032
82,6.1499999999999995,2.9001484261708623,172.33502173940582,33.18978201469338,-,0.004891499651870724,mix,0.8376005868890603,,405.6937272385694,,0.0009854828592779086,,,,,718.6545937496298,210.20887573828804,20.0,0.01726006229953945,5.713945815423298,212.22516993736383,11.51782760114271,51.52687613666788,0.0,3.6002651810139032
83,6.225,2.8873987718324434,172.3293098390131,33.18879685162176,-,0.004848279737053638,mix,0.8338919750769259,,411.4056276312913,,0.0009851630716184445,,,,,713.1168974291442,215.92077613100992,20.0,0.017682344509831634,5.711900392709103,217.0738721619338,11.477278175492705,51.52687613666788,0.0,3.6002651810139032
84,6.3,2.8747053354983385,172.32360016957236,33.18781204120921,-,0.004805442361610223,mix,0.8301998407854201,,417.1152970720141,,0.0009848104125467216,,,,,707.7700874987669,221.6304455717327,20.0,0.018104994001434473,5.709669440728123,221.90108250838233,11.436876129146423,51.52687613666788,0.0,3.6002651810139032
85,6.375,2.8620666479306904,172.31789291178416,33.186827615443576,-,0.004762980081005381,mix,0.8265237589049779,,422.82255486023496,,0.0009844257656368427,,,,,702.6028508009697,227.3377033599536,20.0,0.018528085839239872,5.707257788214392,226.70735565617807,11.39661684499463,51.52687613666788,0.0,3.6002651810139032
86,6.45,2.849481313600149,172.3121882417924,33.185843605480045,-,0.0047208857932792975,mix,0.8228633256290998,,428.5272248519759,,0.0009840099635312072,,,,,697.6048113963643,233.04237335169455,20.0,0.018951691962882565,5.704669991752312,231.49321847906796,11.35649594264292,51.52687613666788,0.0,3.6002651810139032
87,6.5249999999999995,2.8369480052954565,172.30648633143508,33.18486004168841,-,0.004679152714895369,mix,0.8192181568962483,,434.22913520931615,,0.0009835637916353335,,,,,692.7664319044334,238.7442837090348,20.0,0.019375881465012665,5.701910357352885,236.2591720788968,11.31650926051491,51.52687613666788,0.0,3.6002651810139032
88,6.6,2.8244654592451286,172.30078734847524,33.183876953695744,-,0.004637774358835946,mix,0.8155878869797504,,439.9281181691331,,0.0009830879926653324,,,,,688.0789273366606,244.44326666885172,20.0,0.01980072084132022,5.698982959827032,241.00569362623034,11.276652839702157,51.52687613666788,0.0,3.6002651810139032
89,6.675,2.8120324706916944,172.29509145681502,33.18289437042682,-,0.004596744514688702,mix,0.8119721672085425,,445.6240098293638,,0.000982583268921644,,,,,683.5341895859258,250.13915832908242,20.0,0.020226274215827837,5.695891660228063,245.7332380301758,11.23692290935366,51.52687613666788,0.0,3.6002651810139032
90,6.75,2.7996478898674115,172.28939881669342,33.181912320140555,-,0.0045560572305012705,mix,0.8083706648039429,,451.31664995095343,,0.0009820502862680769,,,,,679.1247210415767,255.83179845067207,20.0,0.020652603544463605,5.692640121595747,250.44223945675145,11.197315873425323,51.52687613666788,0.0,3.6002651810139032
91,6.825,2.787310618326822,172.28370958487022,33.18093083046443,-,0.004515706796210838,mix,0.8047830618195911,,457.00588177415193,,0.0009814896761213276,,,,,674.8435760486403,261.52103027387056,20.0,0.021079768799499365,5.689231823202351,255.13311271258203,11.15782829863549,51.52687613666788,0.0,3.6002651810139032
92,6.8999999999999995,2.775019605597611,172.27802391479676,33.17994992842597,-,0.004475687728480516,mix,0.8012090541733781,,462.6915518476162,,0.0009809020384636824,,,,,670.6843091335921,267.20670034733484,20.0,0.021507828137086505,5.685670073473006,259.8062545085177,11.118456903492161,51.52687613666788,0.0,3.6002651810139032
93,6.975,2.7627738461158895,172.27234195677502,33.17896964048225,-,0.004435994756795254,mix,0.7976483507616052,,468.3735098693578,,0.0009802879437188494,,,,,666.6409290869649,272.88865836907644,20.0,0.021936838049818323,5.681958021729931,264.4620446159139,11.079198548275793,51.52687613666788,0.0,3.6002651810139032
94,7.05,2.750572376416419,172.26666385810614,33.17798999254745,-,0.0043966228106884575,mix,0.7941006726468315,,474.0516085382551,,0.0009796479347983222,,,,,662.7078581318145,278.56675703797373,20.0,0.0223668535059956,5.678098668890151,269.1008469267236,11.040050225875651,51.52687613666788,0.0,3.6002651810139032
95,7.125,2.738414272551817,172.2609897632289,33.17701101001836,-,0.004357567007985852,mix,0.7905657523119087,,479.72570341549,,0.0009789825290908993,,,,,658.8798955222505,284.2408519152086,20.0,0.022797928077054302,5.674094877229798,273.72301042719147,11.001009053391057,51.52687613666788,0.0,3.6002651810139032
