step,distance,u,P[kPa],T,rho,m_dot,phase,x,P_loss_liq,P_loss_all_phase,Q_release_liq,Delta_T,G_in_liq,G_pipe_liq,R_insu_liq,G_ex_liq
start,start,0.038901289070235115,184.90021072756178,33.07475663958752,1243.050486720825,0.01033976171891872,,,,,,,,,,
0,0.0,0.03890125891044894,184.89992102158064,33.074274776815685,1243.0514504463686,0.010339761718918723,liq,0.0,0.28970598115120083,0.28970598115120083,0.006235904556574003,0.0004818627718350399,0.14976928600162404,103.05375227333576,485.4955599291535,1.1224910551276333
1,0.15,0.038901228755435314,184.89963131403942,33.07379298954811,1243.0524140209038,0.01033976171891872,liq,0.0,0.5794135223550256,0.5794135223550256,0.012470831993841379,0.00048178726757441837,0.14976954341098916,103.05375227333576,485.4955599291535,1.1224910551276333
2,0.3,0.0389011986051935,184.89934160493846,33.07331127777297,1243.053377444454,0.01033976171891872,liq,0.0,0.8691226233495399,0.8691226233495399,0.01870478246486338,0.00048171177513722796,0.14976980078002022,103.05375227333576,485.4955599291535,1.1224910551276333
3,0.44999999999999996,0.03890116845972273,184.8990518942779,33.07282964147845,1243.054340717043,0.01033976171891872,liq,0.0,1.158833283901913,1.158833283901913,0.024937756122677308,0.0004816362945234687,0.1497700581087235,103.05375227333576,485.4955599291535,1.1224910551276333
4,0.6,0.03890113831902224,184.89876218205802,33.072348080652716,1243.0553038386945,0.010339761718918723,liq,0.0,1.4485455037793145,1.4485455037793145,0.031169753120296503,0.0004815608257331405,0.14977031539710522,103.05375227333576,485.4955599291535,1.1224910551276333
5,0.75,0.038901108183091254,184.89847246827907,33.07186659528395,1243.0562668094321,0.01033976171891872,liq,0.0,1.7382592827198096,1.7382592827198096,0.03740077361071036,0.0004814853687662435,0.14977057264517188,103.05375227333576,485.4955599291535,1.1224910551276333
6,0.8999999999999999,0.03890107805192903,184.89818275294132,33.07138518536033,1243.0572296292794,0.01033976171891872,liq,0.0,2.027974620461464,2.027974620461464,0.04363081774688432,0.00048140992362277757,0.14977082985292964,103.05375227333576,485.4955599291535,1.1224910551276333
7,1.05,0.03890104792553481,184.89789303604502,33.07090385087008,1243.0581922982599,0.010339761718918723,liq,0.0,2.317691516771447,2.317691516771447,0.049859885681759857,0.00048133449024589936,0.1497710870203849,103.05375227333576,485.4955599291535,1.1224910551276333
8,1.2,0.03890101780390781,184.89760331759038,33.07042259180133,1243.0591548163973,0.01033976171891872,liq,0.0,2.607409971416928,2.607409971416928,0.05608797756825462,0.0004812590687492957,0.14977134414754392,103.05375227333576,485.4955599291535,1.1224910551276333
9,1.3499999999999999,0.03890098768704728,184.89731359757766,33.069941408142256,1243.0601171837154,0.010339761718918719,liq,0.0,2.8971299841359723,2.8971299841359723,0.062315093559262194,0.00048118365907612315,0.14977160123441302,103.05375227333576,485.4955599291535,1.1224910551276333
10,1.5,0.03890095757495246,184.89702387600713,33.06946029988109,1243.0610794002378,0.010339761718918719,liq,0.0,3.186851554666646,3.186851554666646,0.06854123380765219,0.0004811082611695383,0.1497718582809986,103.05375227333576,485.4955599291535,1.1224910551276333
11,1.65,0.038900927467622595,184.89673415287902,33.068979267006,1243.062041465988,0.01033976171891872,liq,0.0,3.4765746827761177,3.4765746827761177,0.0747663984662704,0.0004810328750863846,0.14977211528730686,103.05375227333576,485.4955599291535,1.1224910551276333
12,1.7999999999999998,0.038900897365056905,184.89644442819358,33.06849830950517,1243.0630033809896,0.010339761718918719,liq,0.0,3.7662993682315573,3.7662993682315573,0.08099058768793865,0.000480957500826662,0.14977237225334414,103.05375227333576,485.4955599291535,1.1224910551276333
13,1.95,0.038900867267254655,184.89615470195102,33.06801742736684,1243.0639651452664,0.010339761718918723,liq,0.0,4.05602561077103,4.05602561077103,0.08721380162545483,0.0004808821383335271,0.14977262917911677,103.05375227333576,485.4955599291535,1.1224910551276333
14,2.1,0.03890083717421505,184.89586497415164,33.067536620579176,1243.0649267588417,0.010339761718918719,liq,0.0,4.345753410161706,4.345753410161706,0.09343604043159297,0.00048080678766382334,0.149772886064631,103.05375227333576,485.4955599291535,1.1224910551276333
