lavel,val
Tec_bt,41.02351756696311
Tec_up,39.54932228094799
Tev,35.3789197996266
T_ini_vl,44.46351785639001
T_ave_vl,44.254324507224965
T_ini_cl,44.04513115805986
T_ave_cl,38.55994389882369
T_ini_ll,33.07475663958752
T_ave_ll,33.050612019901564
T_ccin,35.29208751389979
T_ccc,30.92269493796954
T_hs,46.22838099134685
Q_load,2000.0
Q_ev_bt,1106.3411623979555
Q_gr_bt,10.304191492791848
Q_ev_up,817.3988863389924
Q_gr_up,7.613053673765506
Q_btTOup,840.8441362608723
Q_ec_wick_ccin,16.44912634833459
Q_ec_ccc,4.4707304200412805
Q_ec_amb,22.054972066574425
Q_cc_ll,29.318844158696436
Q_ccc_ccin,-0.8759800874108989
eval_ec_bt[%],0.023215949328505302
eval_ec_up[%],0.030846505011010095
eval_cc[%],0.6872848948886372
P_cap.bt,8622.600166531083
P_cap.up,8622.600166531083
P_loss_wick_bt,814.9342005040917
P_loss_wick_up,602.0984580269944
P_loss_gr_bt,0.7010543274518568
P_loss_gr_up,0.5179605042794719
P_loss_vl,138.00786489990423
P_loss_cl,364.59915097028716
P_loss_ll,29.26814138307236
