step,distance,u,P[kPa],T,rho,m_dot,phase,x,P_loss_gas,P_loss_all_phase,Q_release_gas,Delta_T,G_in_gas,G_pipe_gas,R_insu_gas,G_ex_gas
start,start,11.456267054214504,138.04757285505022,30.003643536517245,8.495512903151795,0.020810882753172336,,,,,,,,,,
0,0.0,11.456267214019235,137.96508460263905,30.00364311024083,8.495512784646952,0.02081088275317234,gas,1.0,82.48825241115992,82.48825241115992,7.48052293504821e-06,4.2627641505532665e-07,1.4845130047182946,103.05375227333576,485.4955599291535,1.1224910551276333
1,0.15,11.45626737380526,137.8825963491085,30.003642684014324,8.495512666155982,0.020810882753172333,gas,1.0,164.97650594171137,164.97650594171137,1.4960170684531744e-05,4.2622650653356686e-07,1.4845130021671293,103.05375227333576,485.4955599291535,1.1224910551276333
2,0.3,11.4562675335726,137.80010809445872,30.00364225783767,8.495512547678873,0.020810882753172336,gas,1.0,247.46476059147972,247.46476059147972,2.2438943350917494e-05,4.2617665485522593e-07,1.4845129996162616,103.05375227333576,485.4955599291535,1.1224910551276333
3,0.44999999999999996,11.456267693321257,137.71761983868987,30.003641831710866,8.495512429215621,0.020810882753172336,gas,1.0,329.95301636034856,329.95301636034856,2.991684103655565e-05,4.26126803176885e-07,1.4845129970656932,103.05375227333576,485.4955599291535,1.1224910551276333
4,0.6,11.45626785305123,137.635131581802,30.003641405633914,8.495512310766228,0.020810882753172336,gas,1.0,412.44127324820147,412.44127324820147,3.7393863843796394e-05,4.260769514985441e-07,1.4845129945154227,103.05375227333576,485.4955599291535,1.1224910551276333
5,0.75,11.456268012762516,137.5526433237953,30.003640979606814,8.495512192330695,0.020810882753172333,gas,1.0,494.92953125489294,494.92953125489294,4.487001187498992e-05,4.2602709982020315e-07,1.484512991965451,103.05375227333576,485.4955599291535,1.1224910551276333
6,0.8999999999999999,11.456268172455124,137.4701550646699,30.003640553629566,8.495512073909019,0.020810882753172336,gas,1.0,577.4177903803065,577.4177903803065,5.2345285232486414e-05,4.259772481418622e-07,1.4845129894157776,103.05375227333576,485.4955599291535,1.1224910551276333
7,1.05,11.45626833212904,137.38766680442592,30.00364012770217,8.495511955501204,0.020810882753172333,gas,1.0,659.9060506242968,659.9060506242968,5.981968401863606e-05,4.259273964635213e-07,1.4845129868664022,103.05375227333576,485.4955599291535,1.1224910551276333
8,1.2,11.456268491784298,137.3051785430635,30.003639701824568,8.49551183710723,0.020810882753172333,gas,1.0,742.3943119867181,742.3943119867181,6.729320833578904e-05,4.258776016285992e-07,1.4845129843173253,103.05375227333576,485.4955599291535,1.1224910551276333
