step,distance,u,P[kPa],T,rho,m_dot,phase,x,P_loss_gas,P_loss_all_phase,Q_release_gas,Delta_T,G_in_gas,G_pipe_gas,R_insu_gas,G_ex_gas,h_in,P_loss_mix,LM_C,LM_X,Delta_P_2p,Q_release_mix,G_in_mix,G_pipe_mix,R_insu_mix,G_ex_mix,P_loss_liq,Q_release_liq,G_in_liq,G_pipe_liq,R_insu_liq,G_ex_liq
start,start,0.6981942973038949,258.23558122034655,53.5722459944152,17.337122997207572,0.0025882790514858913,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0.0,0.7281310703164552,258.235044928592,52.085787960352036,16.6243151841408,0.0025882790514858917,gas,1.0,0.5362917545135133,0.5362917545135133,3.4666585578511944,1.486458034063162,0.1537861161218035,51.52687613666788,0.0,3.6002651810139032,,,,,,,,,,,,,,,,
1,0.075,0.7575435745935779,258.2344862922632,50.694642363397065,15.978856945358817,0.0025882790514858913,gas,1.0,1.09492808333016,1.09492808333016,6.696452752579224,1.3911455969549706,0.15288237652613146,51.52687613666788,0.0,3.6002651810139032,,,,,,,,,,,,,,,,
2,0.15,0.7864130901251548,258.2339057178681,49.39253438861283,15.392267194306395,0.0025882790514858917,gas,1.0,1.675502478465205,1.675502478465205,9.706965683985146,1.302107974784235,0.1520459210813897,51.52687613666788,0.0,3.6002651810139032,,,,,,,,,,,,,,,,
3,0.22499999999999998,0.8146105432815784,258.2333036309979,48.173673400248504,14.859469360099396,0.0025882790514858917,gas,1.0,2.2775893486104906,2.2775893486104906,12.51415141760778,1.2188609883643267,0.15126277669756402,51.52687613666788,0.0,3.6002651810139032,,,,,,,,,,,,,,,,
4,0.3,0.8421215087372504,258.23268054691295,47.032576716118285,14.374030686447304,0.0025882790514858917,gas,1.0,2.9006734335853253,2.9006734335853253,15.132824961721795,1.1410966841302184,0.15053744493114388,51.52687613666788,0.0,3.6002651810139032,,,,,,,,,,,,,,,,
5,0.375,0.868922640682435,258.2320369887499,45.96419181804197,13.930676727216774,0.002588279051485892,gas,1.0,3.5442315966647584,3.5442315966647584,17.576495075018777,1.0683848980763173,0.14985953173250563,51.52687613666788,0.0,3.6002651810139032,,,,,,,,,,,,,,,,
6,0.44999999999999996,0.8949521874640229,258.23137350915545,44.96376284080304,13.525505136321204,0.0025882790514858917,gas,1.0,4.207711191091221,4.207711191091221,19.857676092128173,1.0004289772389257,0.1492303701778873,51.52687613666788,0.0,3.6002651810139032,,,,,,,,,,,,,,,,
7,0.525,0.7761857063902965,258.23069068937696,45.78142168864446,-,0.0020430755876548697,mix,0.8884575219697206,,4.890530969569227,,-0.8176588478414146,,,,,535378.9574247354,0.6828197784780059,12.0,0.001,0.6828197784808485,50.273840616735114,4.563503134403912,51.52687613666788,0.0,3.6002651810139032,,,,,,
8,0.6,0.7199105345550879,258.22996150073857,45.78133633617216,-,0.001757551541748214,mix,0.8240403659406845,,5.6197196079883724,,8.535247229701781e-05,,,,,1126.2179137057392,1.4120084168971516,20.0,0.01526268502854856,0.7291886384065926,80.3018041864527,4.0770184881044775,51.52687613666788,0.0,3.6002651810139032,,,,,,
9,0.6749999999999999,0.6671797662634705,258.22921988471677,45.78124518759233,-,0.0015095046690014062,mix,0.7636804653531835,,6.361335629771929,,9.114857982694957e-05,,,,,975.369059651488,2.1536244386807084,20.0,0.024291732954535,0.7416160217805141,108.43852996286944,3.8387795051814937,51.52687613666788,0.0,3.6002651810139032,,,,,,
10,0.75,0.6167092304184287,258.22847506306545,45.781152485589644,-,0.001289755236070386,mix,0.7059079958016978,,7.106157281115884,,9.27020026892933e-05,,,,,890.5542481088647,2.898446090024663,20.0,0.033607842359028646,0.7448216513368447,135.36915920209768,3.6121420952359515,51.52687613666788,0.0,3.6002651810139032,,,,,,
11,0.825,0.5678876114846576,258.2277338137391,45.7810593828832,-,0.0010936260763645105,mix,0.650023233648247,,7.847406607441371,,9.310270644391494e-05,,,,,833.4487016422219,3.6396954163501505,20.0,0.043595691779127706,0.7412493263330486,161.41986130881554,3.391837858552145,51.52687613666788,0.0,3.6002651810139032,,,,,,
12,0.8999999999999999,0.5203589637178145,258.22700177394483,45.780966726717395,-,0.0009182222761491681,mix,0.5956187538274806,,8.579446401679888,,9.265616580478309e-05,,,,,791.2033144176287,4.3717352105886675,20.0,0.054562724768616865,0.7320397942292333,186.78055276758428,3.1752712595438353,51.52687613666788,0.0,3.6002651810139032,,,,,,
