lavel,val
Tec_bt,48.48610885666403
Tec_up,47.842084904771696
Tev,45.78586278557748
T_ini_vl,54.9490118159776
T_ave_vl,54.26062890519643
T_ini_cl,53.5722459944152
T_ave_cl,41.93263662146114
T_ini_ll,30.29302724850703
T_ave_ll,30.288455386603857
T_ccin,45.777424024635536
T_ccc,31.746102017813257
T_hs,51.088540568855876
Q_load,1000.0
Q_ev_bt,529.2482299329646
Q_gr_bt,5.287797170816723
Q_ev_up,403.0195353620666
Q_gr_up,4.0266276547422395
Q_btTOup,367.33516156059125
Q_ec_wick_ccin,1.5982028860130917
Q_ec_ccc,7.409303237473657
Q_ec_amb,36.98552771170486
Q_cc_ll,100.13914608946774
Q_ccc_ccin,-2.7087776379564987
eval_ec_bt[%],5.213577750043589
eval_ec_up[%],4.130920434223071
eval_cc[%],10.124972084141115
P_cap.bt,7752.558194514283
P_cap.up,7752.558194514283
P_loss_wick_bt,361.9371795555744
P_loss_wick_up,275.6131162747966
P_loss_gr_bt,0.26470776816131547
P_loss_gr_up,0.20157346918131225
P_loss_vl,31.056356504937867
P_loss_cl,21.090390305413166
P_loss_ll,15.098632957175141
