step,distance,u,P[kPa],T,rho,m_dot,phase,x,P_loss_liq,P_loss_all_phase,Q_release_liq,Delta_T,G_in_liq,G_pipe_liq,R_insu_liq,G_ex_liq
start,start,0.019368822072683436,258.21449083004114,30.29302724850703,1249.913945502986,0.005176558102971783,,,,,,,,,,
0,0.0,0.019368819222655865,258.2143413465505,30.292935289127172,1249.9141294217457,0.005176558102971783,liq,0.0,0.1494834906188771,0.1494834906188771,0.000594368256424255,9.195937985850833e-05,0.15128404029166492,103.05375227333576,485.4955599291535,1.1224910551276333
1,0.15,0.01936881637352311,258.2141918628997,30.292843358592563,1249.9143132828149,0.005176558102971783,liq,0.0,0.29896714139613323,0.29896714139613323,0.0011885499876071945,9.193053460876399e-05,0.15128408941603597,103.05375227333576,485.4955599291535,1.1224910551276333
2,0.3,0.01936881352528489,258.2140423790888,30.292751456894166,1249.9144970862117,0.005176558102971783,liq,0.0,0.4484509522735607,0.4484509522735607,0.0017825452520552777,9.190169839712325e-05,0.15128413852499795,103.05375227333576,485.4955599291535,1.1224910551276333
3,0.44999999999999996,0.019368810677940926,258.2138928951179,30.292659584022886,1249.9146808319542,0.005176558102971783,liq,0.0,0.5979349231929518,0.5979349231929518,0.002376354108256633,9.187287128042954e-05,0.15128418761855578,103.05375227333576,485.4955599291535,1.1224910551276333
4,0.6,0.019368807831490933,258.21374341098704,30.29256773996974,1249.9148645200605,0.005176558102971783,liq,0.0,0.747419054096099,0.747419054096099,0.0029699766146809433,9.1844053144996e-05,0.1512842366967142,103.05375227333576,485.4955599291535,1.1224910551276333
5,0.75,0.01936880498593464,258.2135939266962,30.29247592472575,1249.9150481505485,0.005176558102971783,liq,0.0,0.8969033449247945,0.8969033449247945,0.0035634128297796753,9.181524399082264e-05,0.15128428575947814,103.05375227333576,485.4955599291535,1.1224910551276333
6,0.8999999999999999,0.019368802141271752,258.2134444422455,30.292384138281818,1249.9152317234364,0.0051765581029717825,liq,0.0,1.0463877956499346,1.0463877956499346,0.00415666281198608,9.17864439315963e-05,0.1512843348068523,103.05375227333576,485.4955599291535,1.1224910551276333
7,1.05,0.019368799297502005,258.2132949576349,30.292292380628908,1249.9154152387423,0.005176558102971783,liq,0.0,1.1958724062133115,1.1958724062133115,0.0047497266197149635,9.175765291047355e-05,0.1512843838388416,103.05375227333576,485.4955599291535,1.1224910551276333
8,1.2,0.01936879645462511,258.21314547286454,30.292200651758037,1249.915598696484,0.005176558102971784,liq,0.0,1.3453571765858214,1.3453571765858214,0.005342604311362799,9.172887087061099e-05,0.15128443285545076,103.05375227333576,485.4955599291535,1.1224910551276333
9,1.3499999999999999,0.01936879361264078,258.21299598793445,30.29210895166017,1249.9157820966798,0.005176558102971783,liq,0.0,1.494842106680153,1.494842106680153,0.005935295945307846,9.170009786885203e-05,0.15128448185668472,103.05375227333576,485.4955599291535,1.1224910551276333
