step,distance,u,P[kPa],T,rho,m_dot,phase,x,P_loss_gas,P_loss_all_phase,Q_release_gas,Delta_T,G_in_gas,G_pipe_gas,R_insu_gas,G_ex_gas,h_in,P_loss_mix,LM_C,LM_X,Delta_P_2p,Q_release_mix,G_in_mix,G_pipe_mix,R_insu_mix,G_ex_mix,P_loss_liq,Q_release_liq,G_in_liq,G_pipe_liq,R_insu_liq,G_ex_liq
start,start,0.5734095668256917,311.17789616245364,59.44222084881915,20.394332509291484,0.002500530752525777,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0.0,0.6036757608096005,311.17746499565357,57.56305319246354,19.371831915478115,0.002500530752525777,gas,1.0,0.43116680008824915,0.43116680008824915,4.312086024031724,1.8791676563556052,0.15312358918984964,51.52687613666788,0.0,3.6002651810139032,,,,,,,,,,,,,,,,
1,0.075,0.6337014086376532,311.1770117365295,55.8059355369989,18.45396776849945,0.002500530752525777,gas,1.0,0.8844259241595864,0.8844259241595864,8.320171669358466,1.75711765546464,0.15198266711975866,51.52687613666788,0.0,3.6002651810139032,,,,,,,,,,,,,,,,
2,0.15,0.6634163128390757,311.1765365844203,54.16280198039277,17.627400990196374,0.0025005307525257764,gas,1.0,1.359578033327125,1.359578033327125,12.04778616570731,1.6431335566061307,0.1509264417764593,51.52687613666788,0.0,3.6002651810139032,,,,,,,,,,,,,,,,
3,0.22499999999999998,0.6927476930395464,311.1760397853449,52.62609112596601,16.881045562983008,0.0025005307525257764,gas,1.0,1.8563771087210625,1.8563771087210625,15.5163732373398,1.536710854426758,0.14994717297617455,51.52687613666788,0.0,3.6002651810139032,,,,,,,,,,,,,,,,
4,0.3,0.7216254249364726,311.17552164670025,51.18876574932017,16.205506299728068,0.002500530752525777,gas,1.0,2.374515753414016,2.374515753414016,18.74551487812873,1.4373253766458447,0.14903842315889795,51.52687613666788,0.0,3.6002651810139032,,,,,,,,,,,,,,,,
5,0.375,0.588711921828106,311.17498251045873,52.002835738522265,-,0.0017431784043702772,mix,0.8349391365567309,,2.91365199489519,,-0.8140699892020962,,,,,537678.8591879475,0.5391362414811738,12.0,0.001,0.5391362414756428,71.18851043462669,3.8748791689522,51.52687613666788,0.0,3.6002651810139032,,,,,,
6,0.44999999999999996,0.5253204836325502,311.17437640087775,52.002775834495424,-,0.0013879802225009808,mix,0.7450330503924852,,3.519761575909797,,5.9904026841195446e-05,,,,,998.2510198054798,1.1452458224957809,20.0,0.0253264723128271,0.6061095810250907,110.84501808993411,3.2960178579371426,51.52687613666788,0.0,3.6002651810139032,,,,,,
7,0.525,0.46590186980122955,311.17375932944583,52.0027084889864,-,0.0010917463542964312,mix,0.6607615680830269,,4.1368330077966675,,6.7345509023653e-05,,,,,872.6243582958,1.7623172543826513,20.0,0.040935813336779855,0.617071431887249,148.0162140974168,3.00889256651254,51.52687613666788,0.0,3.6002651810139032,,,,,,
8,0.6,0.4090336132760135,311.1731446885574,52.00263992549401,-,0.0008414901667981553,mix,0.5801074229847212,,4.751473896263633,,6.856349239114934e-05,,,,,800.5311135752268,2.3769581428496167,20.0,0.058376203683184705,0.6146408884450251,183.59187293422139,2.733396837202625,51.52687613666788,0.0,3.6002651810139032,,,,,,
9,0.6749999999999999,0.3540373775279391,311.17254309097603,52.002571632061915,-,0.0006304163818815129,mix,0.5021085827805145,,5.353071477613412,,6.829343209346916e-05,,,,,751.3057158974964,2.9785557241993956,20.0,0.07884218409948911,0.6015975813311258,217.9963296120759,2.463055704327091,51.52687613666788,0.0,3.6002651810139032,,,,,,
