lavel,val
Tec,37.09028758301082
Tev,32.25709098167579
T_ini_vl,61.54774360378548
T_ave_vl,60.76450681752135
T_ini_cl,59.98127003125717
T_ave_cl,45.60502518466524
T_ini_ll,31.22878033807325
T_ave_ll,31.20912973853308
T_ccin,32.21528213418992
T_ccc,30.557037852190945
T_hs,39.692719295202664
Q_load,1000.0
Q_ev,947.3065338616665
Q_gr,27.71199572523374
Q_ec_wick_ccin,10.56090746966256
Q_ec_ccc,2.8916851019106753
Q_ec_amb,14.185680173081407
Q_cc_ll,6.465543040706131
Q_ccc_ccin,-0.33616411975304117
eval_ec[%],0.2656802331554786
eval_cc[%],0.3759200309203387
P_cap.,8887.443056504575
P_loss_wick,462.9874536907271
P_loss_gr,11.225179018365452
P_loss_vl,81.69560525906854
P_loss_cl,128.06096813300974
P_loss_ll,14.56598984572338
