step,distance,u,P[kPa],T,rho,m_dot,phase,x,P_loss_gas,P_loss_all_phase,Q_release_gas,Delta_T,G_in_gas,G_pipe_gas,R_insu_gas,G_ex_gas
start,start,3.9367581630913002,174.06723648066864,57.05548498230172,19.10329098938103,0.01608069065896725,,,,,,,,,,
0,0.0,3.9372271022481975,174.04337224271885,57.05169285443361,19.10101571266016,0.016080690658967254,gas,1.0,23.864237949775998,23.864237949775998,0.05553945559561095,0.0037921278681096737,1.3445139981292737,103.05375227333576,485.4955599291535,1.1224910551276333
1,0.15,3.9376528201472234,174.01950516210636,57.04790122662081,19.0989506133104,0.01608069065896725,gas,1.0,47.73131856226246,47.73131856226246,0.11107112496028301,0.0037916278128022896,1.3444861362701668,103.05375227333576,485.4955599291535,1.1224910551276333
2,0.3,3.9380436704545994,173.99563560312373,57.04411009003502,19.097055045017502,0.01608069065896725,gas,1.0,71.60087754490087,71.60087754490087,0.16659500962430493,0.0037911365857894452,1.3444662570506536,103.05375227333576,485.4955599291535,1.1224910551276333
3,0.44999999999999996,3.9384345484373915,173.97176385964863,57.04031943755041,19.095159718775193,0.01608069065896725,gas,1.0,95.47262101998786,95.47262101998786,0.22211111100225756,0.003790652484610746,1.34445281533874,103.05375227333576,485.4955599291535,1.1224910551276333
4,0.6,3.9388254540941126,173.9478899315307,57.03652926911718,19.09326463455858,0.016080690658967254,gas,1.0,119.34654913790291,119.34654913790291,0.2776194300882248,0.0037901684332268815,1.3444393752318873,103.05375227333576,485.4955599291535,1.1224910551276333
5,0.75,3.939216387416495,173.92401364940244,57.032739584751255,19.091369792375612,0.016080690658967254,gas,1.0,143.2228312661755,143.2228312661755,0.3331199669152218,0.0037896843659268598,1.3444106915112948,103.05375227333576,485.4955599291535,1.1224910551276333
6,0.8999999999999999,3.9396290100562363,173.90013499752348,57.028950384408915,19.08937023064533,0.01608069065896725,gas,1.0,167.10148314514663,167.10148314514663,0.3886127223891699,0.003789200342339427,1.344380608412073,103.05375227333576,485.4955599291535,1.1224910551276333
7,1.05,3.9400982109093765,173.8762538956026,57.02516166802053,19.087097000812296,0.016080690658967254,gas,1.0,190.98258506602724,190.98258506602724,0.4440976977948998,0.0037887163883851827,1.3443551392438036,103.05375227333576,485.4955599291535,1.1224910551276333
8,1.2,3.940567463594844,173.85237013427857,57.02137343548458,19.084824061290725,0.01608069065896725,gas,1.0,214.86634639004478,214.86634639004478,0.4995748948846207,0.0037882325359532842,1.3443417046360258,103.05375227333576,485.4955599291535,1.1224910551276333
