T,P_sat,rho_l,rho_g,Cp_l,Cp_g,lambda,k_l,k_g,mu_l,mu_g
263.35,30397,1343.3,1.8447,1222.3,767.56,209860,0.085209,0.0079302,0.00079389,9.80E-06
263.4,30471,1343.2,1.8489,1222.3,767.64,209840,0.085193,0.0079338,0.00079319,9.80E-06
263.45,30545,1343.1,1.8531,1222.3,767.72,209810,0.085178,0.0079374,0.00079249,9.80E-06
263.5,30619,1342.9,1.8573,1222.3,767.8,209790,0.085162,0.007941,0.00079179,9.80E-06
263.55,30693,1342.8,1.8615,1222.3,767.89,209760,0.085147,0.0079447,0.0007911,9.81E-06
263.6,30767,1342.7,1.8657,1222.3,767.97,209740,0.085132,0.0079483,0.0007904,9.81E-06
263.65,30842,1342.6,1.8699,1222.4,768.05,209710,0.085116,0.0079519,0.00078971,9.81E-06
263.7,30916,1342.5,1.8741,1222.4,768.13,209690,0.085101,0.0079555,0.00078901,9.81E-06
263.75,30991,1342.4,1.8783,1222.4,768.22,209660,0.085085,0.0079591,0.00078832,9.81E-06
263.8,31066,1342.3,1.8826,1222.4,768.3,209640,0.08507,0.0079627,0.00078763,9.82E-06
263.85,31141,1342.2,1.8868,1222.4,768.38,209610,0.085054,0.0079663,0.00078694,9.82E-06
263.9,31216,1342.1,1.8911,1222.4,768.46,209590,0.085039,0.00797,0.00078625,9.82E-06
263.95,31291,1341.9,1.8954,1222.5,768.55,209560,0.085023,0.0079736,0.00078556,9.82E-06
264,31366,1341.8,1.8996,1222.5,768.63,209530,0.085008,0.0079772,0.00078488,9.82E-06
264.05,31442,1341.7,1.9039,1222.5,768.71,209510,0.084993,0.0079808,0.00078419,9.82E-06
264.1,31518,1341.6,1.9082,1222.5,768.8,209480,0.084977,0.0079844,0.00078351,9.83E-06
264.15,31594,1341.5,1.9125,1222.5,768.88,209460,0.084962,0.007988,0.00078282,9.83E-06
264.2,31670,1341.4,1.9168,1222.5,768.96,209430,0.084946,0.0079917,0.00078214,9.83E-06
264.25,31746,1341.3,1.9211,1222.5,769.04,209410,0.084931,0.0079953,0.00078146,9.83E-06
264.3,31822,1341.2,1.9254,1222.6,769.13,209380,0.084915,0.0079989,0.00078077,9.83E-06
264.35,31899,1341.1,1.9297,1222.6,769.21,209360,0.0849,0.0080025,0.00078009,9.84E-06
264.4,31975,1340.9,1.9341,1222.6,769.29,209330,0.084885,0.0080061,0.00077941,9.84E-06
264.45,32052,1340.8,1.9384,1222.6,769.38,209310,0.084869,0.0080097,0.00077874,9.84E-06
264.5,32129,1340.7,1.9428,1222.6,769.46,209280,0.084854,0.0080133,0.00077806,9.84E-06
264.55,32206,1340.6,1.9471,1222.6,769.54,209250,0.084838,0.008017,0.00077738,9.84E-06
264.6,32283,1340.5,1.9515,1222.6,769.62,209230,0.084823,0.0080206,0.00077671,9.84E-06
264.65,32360,1340.4,1.9559,1222.7,769.71,209200,0.084807,0.0080242,0.00077603,9.85E-06
264.7,32438,1340.3,1.9602,1222.7,769.79,209180,0.084792,0.0080278,0.00077536,9.85E-06
264.75,32516,1340.2,1.9646,1222.7,769.87,209150,0.084777,0.0080314,0.00077468,9.85E-06
264.8,32593,1340,1.969,1222.7,769.96,209130,0.084761,0.008035,0.00077401,9.85E-06
264.85,32671,1339.9,1.9734,1222.7,770.04,209100,0.084746,0.0080387,0.00077334,9.85E-06
264.9,32749,1339.8,1.9778,1222.7,770.12,209080,0.08473,0.0080423,0.00077267,9.86E-06
264.95,32828,1339.7,1.9822,1222.8,770.21,209050,0.084715,0.0080459,0.000772,9.86E-06
265,32906,1339.6,1.9867,1222.8,770.29,209030,0.0847,0.0080495,0.00077134,9.86E-06
265.05,32985,1339.5,1.9911,1222.8,770.37,209000,0.084684,0.0080531,0.00077067,9.86E-06
265.1,33063,1339.4,1.9955,1222.8,770.46,208980,0.084669,0.0080568,0.00077,9.86E-06
265.15,33142,1339.3,2,1222.8,770.54,208950,0.084654,0.0080604,0.00076934,9.87E-06
265.2,33221,1339.2,2.0045,1222.8,770.62,208920,0.084638,0.008064,0.00076867,9.87E-06
265.25,33300,1339,2.0089,1222.8,770.71,208900,0.084623,0.0080676,0.00076801,9.87E-06
265.3,33380,1338.9,2.0134,1222.9,770.79,208870,0.084607,0.0080712,0.00076735,9.87E-06
265.35,33459,1338.8,2.0179,1222.9,770.87,208850,0.084592,0.0080748,0.00076669,9.87E-06
265.4,33539,1338.7,2.0224,1222.9,770.96,208820,0.084577,0.0080785,0.00076602,9.87E-06
265.45,33618,1338.6,2.0269,1222.9,771.04,208800,0.084561,0.0080821,0.00076537,9.88E-06
265.5,33698,1338.5,2.0314,1222.9,771.12,208770,0.084546,0.0080857,0.00076471,9.88E-06
265.55,33778,1338.4,2.0359,1222.9,771.21,208750,0.084531,0.0080893,0.00076405,9.88E-06
265.6,33859,1338.3,2.0404,1223,771.29,208720,0.084515,0.0080929,0.00076339,9.88E-06
265.65,33939,1338.2,2.0449,1223,771.37,208700,0.0845,0.0080966,0.00076274,9.88E-06
265.7,34019,1338,2.0495,1223,771.46,208670,0.084484,0.0081002,0.00076208,9.89E-06
265.75,34100,1337.9,2.054,1223,771.54,208640,0.084469,0.0081038,0.00076143,9.89E-06
265.8,34181,1337.8,2.0586,1223,771.62,208620,0.084454,0.0081074,0.00076077,9.89E-06
265.85,34262,1337.7,2.0631,1223,771.71,208590,0.084438,0.008111,0.00076012,9.89E-06
265.9,34343,1337.6,2.0677,1223.1,771.79,208570,0.084423,0.0081147,0.00075947,9.89E-06
265.95,34424,1337.5,2.0723,1223.1,771.88,208540,0.084408,0.0081183,0.00075882,9.89E-06
266,34506,1337.4,2.0769,1223.1,771.96,208520,0.084392,0.0081219,0.00075817,9.90E-06
266.05,34587,1337.3,2.0814,1223.1,772.04,208490,0.084377,0.0081255,0.00075752,9.90E-06
266.1,34669,1337.1,2.086,1223.1,772.13,208470,0.084362,0.0081291,0.00075687,9.90E-06
266.15,34751,1337,2.0907,1223.1,772.21,208440,0.084346,0.0081328,0.00075623,9.90E-06
266.2,34833,1336.9,2.0953,1223.2,772.29,208420,0.084331,0.0081364,0.00075558,9.90E-06
266.25,34915,1336.8,2.0999,1223.2,772.38,208390,0.084316,0.00814,0.00075493,9.91E-06
266.3,34998,1336.7,2.1045,1223.2,772.46,208370,0.0843,0.0081436,0.00075429,9.91E-06
266.35,35080,1336.6,2.1092,1223.2,772.55,208340,0.084285,0.0081472,0.00075365,9.91E-06
266.4,35163,1336.5,2.1138,1223.2,772.63,208310,0.08427,0.0081509,0.000753,9.91E-06
266.45,35246,1336.4,2.1185,1223.2,772.71,208290,0.084254,0.0081545,0.00075236,9.91E-06
266.5,35329,1336.3,2.1231,1223.3,772.8,208260,0.084239,0.0081581,0.00075172,9.91E-06
266.55,35412,1336.1,2.1278,1223.3,772.88,208240,0.084224,0.0081617,0.00075108,9.92E-06
266.6,35495,1336,2.1325,1223.3,772.97,208210,0.084208,0.0081653,0.00075044,9.92E-06
266.65,35579,1335.9,2.1372,1223.3,773.05,208190,0.084193,0.008169,0.0007498,9.92E-06
266.7,35663,1335.8,2.1419,1223.3,773.14,208160,0.084178,0.0081726,0.00074917,9.92E-06
266.75,35746,1335.7,2.1466,1223.3,773.22,208140,0.084162,0.0081762,0.00074853,9.92E-06
266.8,35830,1335.6,2.1513,1223.4,773.3,208110,0.084147,0.0081798,0.0007479,9.93E-06
266.85,35914,1335.5,2.156,1223.4,773.39,208090,0.084132,0.0081835,0.00074726,9.93E-06
266.9,35999,1335.4,2.1608,1223.4,773.47,208060,0.084116,0.0081871,0.00074663,9.93E-06
266.95,36083,1335.2,2.1655,1223.4,773.56,208030,0.084101,0.0081907,0.00074599,9.93E-06
267,36168,1335.1,2.1703,1223.4,773.64,208010,0.084086,0.0081943,0.00074536,9.93E-06
267.05,36252,1335,2.175,1223.5,773.73,207980,0.08407,0.0081979,0.00074473,9.93E-06
267.1,36337,1334.9,2.1798,1223.5,773.81,207960,0.084055,0.0082016,0.0007441,9.94E-06
267.15,36422,1334.8,2.1846,1223.5,773.89,207930,0.08404,0.0082052,0.00074347,9.94E-06
267.2,36508,1334.7,2.1893,1223.5,773.98,207910,0.084025,0.0082088,0.00074284,9.94E-06
267.25,36593,1334.6,2.1941,1223.5,774.06,207880,0.084009,0.0082124,0.00074222,0.000009942
267.3,36679,1334.5,2.1989,1223.5,774.15,207860,0.083994,0.0082161,0.00074159,9.94E-06
267.35,36764,1334.4,2.2037,1223.6,774.23,207830,0.083979,0.0082197,0.00074096,9.95E-06
267.4,36850,1334.2,2.2085,1223.6,774.32,207810,0.083963,0.0082233,0.00074034,9.95E-06
267.45,36936,1334.1,2.2134,1223.6,774.4,207780,0.083948,0.0082269,0.00073971,9.95E-06
267.5,37022,1334,2.2182,1223.6,774.49,207750,0.083933,0.0082306,0.00073909,9.95E-06
267.55,37109,1333.9,2.223,1223.6,774.57,207730,0.083918,0.0082342,0.00073847,0.000009953
267.6,37195,1333.8,2.2279,1223.6,774.65,207700,0.083902,0.0082378,0.00073785,9.95E-06
267.65,37282,1333.7,2.2327,1223.7,774.74,207680,0.083887,0.0082414,0.00073722,9.96E-06
267.7,37369,1333.6,2.2376,1223.7,774.82,207650,0.083872,0.0082451,0.0007366,9.96E-06
267.75,37456,1333.5,2.2425,1223.7,774.91,207630,0.083857,0.0082487,0.00073598,9.96E-06
267.8,37543,1333.3,2.2474,1223.7,774.99,207600,0.083841,0.0082523,0.00073537,9.96E-06
267.85,37630,1333.2,2.2522,1223.7,775.08,207580,0.083826,0.0082559,0.00073475,0.000009964
267.9,37718,1333.1,2.2571,1223.8,775.16,207550,0.083811,0.0082596,0.00073413,9.97E-06
267.95,37806,1333,2.262,1223.8,775.25,207530,0.083795,0.0082632,0.00073352,9.97E-06
268,37893,1332.9,2.267,1223.8,775.33,207500,0.08378,0.0082668,0.0007329,9.97E-06
268.05,37981,1332.8,2.2719,1223.8,775.42,207470,0.083765,0.0082704,0.00073229,9.97E-06
268.1,38070,1332.7,2.2768,1223.8,775.5,207450,0.08375,0.0082741,0.00073167,9.97E-06
268.15,38158,1332.6,2.2818,1223.8,775.59,207420,0.083734,0.0082777,0.00073106,0.000009975
268.2,38246,1332.4,2.2867,1223.9,775.67,207400,0.083719,0.0082813,0.00073045,9.98E-06
268.25,38335,1332.3,2.2917,1223.9,775.76,207370,0.083704,0.0082849,0.00072984,9.98E-06
268.3,38424,1332.2,2.2966,1223.9,775.84,207350,0.083689,0.0082886,0.00072923,9.98E-06
268.35,38513,1332.1,2.3016,1223.9,775.93,207320,0.083673,0.0082922,0.00072862,9.98E-06
268.4,38602,1332,2.3066,1223.9,776.01,207300,0.083658,0.0082958,0.00072801,9.98E-06
268.45,38691,1331.9,2.3116,1224,776.1,207270,0.083643,0.0082994,0.0007274,9.99E-06
268.5,38781,1331.8,2.3166,1224,776.18,207250,0.083628,0.0083031,0.0007268,9.99E-06
268.55,38870,1331.7,2.3216,1224,776.27,207220,0.083613,0.0083067,0.00072619,9.99E-06
268.6,38960,1331.5,2.3266,1224,776.35,207190,0.083597,0.0083103,0.00072558,9.99E-06
268.65,39050,1331.4,2.3316,1224,776.44,207170,0.083582,0.008314,0.00072498,9.99E-06
268.7,39140,1331.3,2.3367,1224.1,776.52,207140,0.083567,0.0083176,0.00072438,1.00E-05
268.75,39231,1331.2,2.3417,1224.1,776.61,207120,0.083552,0.0083212,0.00072377,1.00E-05
268.8,39321,1331.1,2.3468,1224.1,776.69,207090,0.083536,0.0083248,0.00072317,1.00E-05
268.85,39412,1331,2.3518,1224.1,776.78,207070,0.083521,0.0083285,0.00072257,0.000010001
268.9,39503,1330.9,2.3569,1224.1,776.87,207040,0.083506,0.0083321,0.00072197,0.000010002
268.95,39594,1330.8,2.362,1224.1,776.95,207020,0.083491,0.0083357,0.00072137,0.000010004
269,39685,1330.6,2.367,1224.2,777.04,206990,0.083476,0.0083394,0.00072077,0.000010006
269.05,39776,1330.5,2.3721,1224.2,777.12,206960,0.08346,0.008343,0.00072017,0.000010008
269.1,39867,1330.4,2.3772,1224.2,777.21,206940,0.083445,0.0083466,0.00071958,0.00001001
269.15,39959,1330.3,2.3824,1224.2,777.29,206910,0.08343,0.0083502,0.00071898,0.000010012
269.2,40051,1330.2,2.3875,1224.2,777.38,206890,0.083415,0.0083539,0.00071838,0.000010013
269.25,40143,1330.1,2.3926,1224.3,777.46,206860,0.0834,0.0083575,0.00071779,0.000010015
269.3,40235,1330,2.3977,1224.3,777.55,206840,0.083384,0.0083611,0.00071719,0.000010017
269.35,40327,1329.9,2.4029,1224.3,777.64,206810,0.083369,0.0083648,0.0007166,0.000010019
269.4,40420,1329.7,2.408,1224.3,777.72,206790,0.083354,0.0083684,0.00071601,0.000010021
269.45,40513,1329.6,2.4132,1224.3,777.81,206760,0.083339,0.008372,0.00071542,0.000010022
269.5,40605,1329.5,2.4184,1224.4,777.89,206740,0.083324,0.0083757,0.00071483,0.000010024
269.55,40698,1329.4,2.4236,1224.4,777.98,206710,0.083308,0.0083793,0.00071424,0.000010026
269.6,40792,1329.3,2.4288,1224.4,778.06,206680,0.083293,0.0083829,0.00071365,0.000010028
269.65,40885,1329.2,2.434,1224.4,778.15,206660,0.083278,0.0083865,0.00071306,0.00001003
269.7,40979,1329.1,2.4392,1224.4,778.24,206630,0.083263,0.0083902,0.00071247,0.000010032
269.75,41072,1329,2.4444,1224.5,778.32,206610,0.083248,0.0083938,0.00071188,0.000010033
269.8,41166,1328.8,2.4496,1224.5,778.41,206580,0.083233,0.0083974,0.0007113,0.000010035
269.85,41260,1328.7,2.4548,1224.5,778.49,206560,0.083217,0.0084011,0.00071071,0.000010037
269.9,41354,1328.6,2.4601,1224.5,778.58,206530,0.083202,0.0084047,0.00071013,0.000010039
269.95,41449,1328.5,2.4653,1224.5,778.66,206510,0.083187,0.0084083,0.00070954,0.000010041
270,41543,1328.4,2.4706,1224.6,778.75,206480,0.083172,0.008412,0.00070896,0.000010043
270.05,41638,1328.3,2.4759,1224.6,778.84,206450,0.083157,0.0084156,0.00070838,0.000010044
270.1,41733,1328.2,2.4812,1224.6,778.92,206430,0.083142,0.0084192,0.00070779,0.000010046
270.15,41828,1328.1,2.4864,1224.6,779.01,206400,0.083126,0.0084229,0.00070721,0.000010048
270.2,41923,1327.9,2.4917,1224.6,779.1,206380,0.083111,0.0084265,0.00070663,0.00001005
270.25,42019,1327.8,2.497,1224.7,779.18,206350,0.083096,0.0084301,0.00070605,0.000010052
270.3,42114,1327.7,2.5024,1224.7,779.27,206330,0.083081,0.0084338,0.00070548,0.000010054
270.35,42210,1327.6,2.5077,1224.7,779.35,206300,0.083066,0.0084374,0.0007049,0.000010055
270.4,42306,1327.5,2.513,1224.7,779.44,206280,0.083051,0.008441,0.00070432,0.000010057
270.45,42402,1327.4,2.5184,1224.7,779.53,206250,0.083036,0.0084447,0.00070374,0.000010059
270.5,42498,1327.3,2.5237,1224.8,779.61,206230,0.08302,0.0084483,0.00070317,0.000010061
270.55,42595,1327.2,2.5291,1224.8,779.7,206200,0.083005,0.0084519,0.00070259,0.000010063
270.6,42692,1327,2.5344,1224.8,779.79,206170,0.08299,0.0084556,0.00070202,0.000010064
270.65,42788,1326.9,2.5398,1224.8,779.87,206150,0.082975,0.0084592,0.00070145,0.000010066
270.7,42885,1326.8,2.5452,1224.8,779.96,206120,0.08296,0.0084628,0.00070087,0.000010068
270.75,42983,1326.7,2.5506,1224.9,780.04,206100,0.082945,0.0084665,0.0007003,0.00001007
270.8,43080,1326.6,2.556,1224.9,780.13,206070,0.08293,0.0084701,0.00069973,0.000010072
270.85,43177,1326.5,2.5614,1224.9,780.22,206050,0.082915,0.0084737,0.00069916,0.000010074
270.9,43275,1326.4,2.5668,1224.9,780.3,206020,0.082899,0.0084774,0.00069859,0.000010075
270.95,43373,1326.3,2.5723,1225,780.39,206000,0.082884,0.008481,0.00069802,0.000010077
271,43471,1326.1,2.5777,1225,780.48,205970,0.082869,0.0084846,0.00069745,0.000010079
271.05,43569,1326,2.5832,1225,780.56,205940,0.082854,0.0084883,0.00069689,0.000010081
271.1,43668,1325.9,2.5886,1225,780.65,205920,0.082839,0.0084919,0.00069632,0.000010083
271.15,43766,1325.8,2.5941,1225,780.74,205890,0.082824,0.0084956,0.00069575,0.000010085
271.2,43865,1325.7,2.5996,1225.1,780.82,205870,0.082809,0.0084992,0.00069519,0.000010086
271.25,43964,1325.6,2.605,1225.1,780.91,205840,0.082794,0.0085028,0.00069462,0.000010088
271.3,44063,1325.5,2.6105,1225.1,781,205820,0.082779,0.0085065,0.00069406,0.00001009
271.35,44162,1325.4,2.6161,1225.1,781.08,205790,0.082763,0.0085101,0.0006935,0.000010092
271.4,44262,1325.2,2.6216,1225.1,781.17,205770,0.082748,0.0085137,0.00069293,0.000010094
271.45,44362,1325.1,2.6271,1225.2,781.26,205740,0.082733,0.0085174,0.00069237,0.000010096
271.5,44461,1325,2.6326,1225.2,781.34,205710,0.082718,0.008521,0.00069181,0.000010097
271.55,44562,1324.9,2.6382,1225.2,781.43,205690,0.082703,0.0085246,0.00069125,0.000010099
271.6,44662,1324.8,2.6437,1225.2,781.52,205660,0.082688,0.0085283,0.00069069,0.000010101
271.65,44762,1324.7,2.6493,1225.2,781.61,205640,0.082673,0.0085319,0.00069013,0.000010103
271.7,44863,1324.6,2.6548,1225.3,781.69,205610,0.082658,0.0085356,0.00068957,0.000010105
271.75,44963,1324.4,2.6604,1225.3,781.78,205590,0.082643,0.0085392,0.00068902,0.000010106
271.8,45064,1324.3,2.666,1225.3,781.87,205560,0.082628,0.0085428,0.00068846,0.000010108
271.85,45165,1324.2,2.6716,1225.3,781.95,205540,0.082613,0.0085465,0.0006879,0.00001011
271.9,45267,1324.1,2.6772,1225.4,782.04,205510,0.082598,0.0085501,0.00068735,0.000010112
271.95,45368,1324,2.6828,1225.4,782.13,205480,0.082582,0.0085538,0.00068679,0.000010114
272,45470,1323.9,2.6885,1225.4,782.22,205460,0.082567,0.0085574,0.00068624,0.000010116
272.05,45572,1323.8,2.6941,1225.4,782.3,205430,0.082552,0.008561,0.00068569,0.000010117
272.1,45674,1323.7,2.6997,1225.4,782.39,205410,0.082537,0.0085647,0.00068514,0.000010119
272.15,45776,1323.5,2.7054,1225.5,782.48,205380,0.082522,0.0085683,0.00068458,0.000010121
272.2,45878,1323.4,2.711,1225.5,782.56,205360,0.082507,0.008572,0.00068403,0.000010123
272.25,45981,1323.3,2.7167,1225.5,782.65,205330,0.082492,0.0085756,0.00068348,0.000010125
272.3,46084,1323.2,2.7224,1225.5,782.74,205310,0.082477,0.0085792,0.00068293,0.000010127
272.35,46187,1323.1,2.7281,1225.6,782.83,205280,0.082462,0.0085829,0.00068238,0.000010128
272.4,46290,1323,2.7338,1225.6,782.91,205250,0.082447,0.0085865,0.00068184,0.00001013
272.45,46393,1322.9,2.7395,1225.6,783,205230,0.082432,0.0085902,0.00068129,0.000010132
272.5,46496,1322.8,2.7452,1225.6,783.09,205200,0.082417,0.0085938,0.00068074,0.000010134
272.55,46600,1322.6,2.7509,1225.6,783.18,205180,0.082402,0.0085974,0.0006802,0.000010136
272.6,46704,1322.5,2.7567,1225.7,783.26,205150,0.082387,0.0086011,0.00067965,0.000010137
272.65,46808,1322.4,2.7624,1225.7,783.35,205130,0.082372,0.0086047,0.00067911,0.000010139
272.7,46912,1322.3,2.7682,1225.7,783.44,205100,0.082357,0.0086084,0.00067856,0.000010141
272.75,47017,1322.2,2.7739,1225.7,783.53,205070,0.082342,0.008612,0.00067802,0.000010143
272.8,47121,1322.1,2.7797,1225.8,783.61,205050,0.082327,0.0086156,0.00067748,0.000010145
272.85,47226,1322,2.7855,1225.8,783.7,205020,0.082312,0.0086193,0.00067693,0.000010147
272.9,47331,1321.8,2.7913,1225.8,783.79,205000,0.082297,0.0086229,0.00067639,0.000010148
272.95,47436,1321.7,2.7971,1225.8,783.88,204970,0.082282,0.0086266,0.00067585,0.00001015
273,47541,1321.6,2.8029,1225.8,783.97,204950,0.082267,0.0086302,0.00067531,0.000010152
273.05,47647,1321.5,2.8087,1225.9,784.05,204920,0.082252,0.0086339,0.00067477,0.000010154
273.1,47753,1321.4,2.8146,1225.9,784.14,204900,0.082237,0.0086375,0.00067423,0.000010156
273.15,47859,1321.3,2.8204,1225.9,784.23,204870,0.082222,0.0086411,0.0006737,0.000010158
273.2,47965,1321.2,2.8263,1225.9,784.32,204840,0.082207,0.0086448,0.00067316,0.000010159
273.25,48071,1321.1,2.8321,1226,784.4,204820,0.082192,0.0086484,0.00067262,0.000010161
273.3,48177,1320.9,2.838,1226,784.49,204790,0.082177,0.0086521,0.00067209,0.000010163
273.35,48284,1320.8,2.8439,1226,784.58,204770,0.082162,0.0086557,0.00067155,0.000010165
273.4,48391,1320.7,2.8498,1226,784.67,204740,0.082147,0.0086594,0.00067102,0.000010167
273.45,48498,1320.6,2.8557,1226.1,784.76,204720,0.082132,0.008663,0.00067048,0.000010168
273.5,48605,1320.5,2.8616,1226.1,784.84,204690,0.082117,0.0086667,0.00066995,0.00001017
273.55,48713,1320.4,2.8675,1226.1,784.93,204670,0.082102,0.0086703,0.00066942,0.000010172
273.6,48820,1320.3,2.8734,1226.1,785.02,204640,0.082087,0.008674,0.00066889,0.000010174
273.65,48928,1320.1,2.8794,1226.1,785.11,204610,0.082072,0.0086776,0.00066835,0.000010176
273.7,49036,1320,2.8853,1226.2,785.2,204590,0.082057,0.0086812,0.00066782,0.000010178
273.75,49144,1319.9,2.8913,1226.2,785.29,204560,0.082042,0.0086849,0.00066729,0.000010179
273.8,49253,1319.8,2.8972,1226.2,785.37,204540,0.082027,0.0086885,0.00066677,0.000010181
273.85,49361,1319.7,2.9032,1226.2,785.46,204510,0.082012,0.0086922,0.00066624,0.000010183
273.9,49470,1319.6,2.9092,1226.3,785.55,204490,0.081997,0.0086958,0.00066571,0.000010185
273.95,49579,1319.5,2.9152,1226.3,785.64,204460,0.081982,0.0086995,0.00066518,0.000010187
274,49688,1319.3,2.9212,1226.3,785.73,204430,0.081967,0.0087031,0.00066465,0.000010188
274.05,49797,1319.2,2.9272,1226.3,785.82,204410,0.081952,0.0087068,0.00066413,0.00001019
274.1,49907,1319.1,2.9332,1226.4,785.9,204380,0.081937,0.0087104,0.0006636,0.000010192
274.15,50016,1319,2.9393,1226.4,785.99,204360,0.081922,0.0087141,0.00066308,0.000010194
274.2,50126,1318.9,2.9453,1226.4,786.08,204330,0.081907,0.0087177,0.00066256,0.000010196
274.25,50236,1318.8,2.9514,1226.4,786.17,204310,0.081892,0.0087214,0.00066203,0.000010198
274.3,50347,1318.7,2.9574,1226.5,786.26,204280,0.081877,0.008725,0.00066151,0.000010199
274.35,50457,1318.6,2.9635,1226.5,786.35,204260,0.081862,0.0087287,0.00066099,0.000010201
274.4,50568,1318.4,2.9696,1226.5,786.44,204230,0.081847,0.0087323,0.00066047,0.000010203
274.45,50679,1318.3,2.9757,1226.5,786.52,204200,0.081832,0.008736,0.00065995,0.000010205
274.5,50790,1318.2,2.9818,1226.6,786.61,204180,0.081817,0.0087396,0.00065943,0.000010207
274.55,50901,1318.1,2.9879,1226.6,786.7,204150,0.081803,0.0087433,0.00065891,0.000010209
274.6,51012,1318,2.994,1226.6,786.79,204130,0.081788,0.0087469,0.00065839,0.00001021
274.65,51124,1317.9,3.0002,1226.6,786.88,204100,0.081773,0.0087506,0.00065787,0.000010212
274.7,51236,1317.8,3.0063,1226.7,786.97,204080,0.081758,0.0087542,0.00065735,0.000010214
274.75,51348,1317.6,3.0125,1226.7,787.06,204050,0.081743,0.0087579,0.00065683,0.000010216
274.8,51460,1317.5,3.0186,1226.7,787.15,204020,0.081728,0.0087615,0.00065632,0.000010218
274.85,51572,1317.4,3.0248,1226.7,787.23,204000,0.081713,0.0087652,0.0006558,0.000010219
274.9,51685,1317.3,3.031,1226.7,787.32,203970,0.081698,0.0087688,0.00065529,0.000010221
274.95,51798,1317.2,3.0372,1226.8,787.41,203950,0.081683,0.0087725,0.00065477,0.000010223
275,51911,1317.1,3.0434,1226.8,787.5,203920,0.081668,0.0087761,0.00065426,0.000010225
275.05,52024,1317,3.0496,1226.8,787.59,203900,0.081653,0.0087798,0.00065375,0.000010227
275.1,52137,1316.8,3.0558,1226.8,787.68,203870,0.081638,0.0087834,0.00065323,0.000010229
275.15,52251,1316.7,3.0621,1226.9,787.77,203840,0.081624,0.0087871,0.00065272,0.00001023
275.2,52365,1316.6,3.0683,1226.9,787.86,203820,0.081609,0.0087907,0.00065221,0.000010232
275.25,52479,1316.5,3.0746,1226.9,787.95,203790,0.081594,0.0087944,0.0006517,0.000010234
275.3,52593,1316.4,3.0808,1226.9,788.04,203770,0.081579,0.008798,0.00065119,0.000010236
275.35,52707,1316.3,3.0871,1227,788.13,203740,0.081564,0.0088017,0.00065068,0.000010238
275.4,52822,1316.2,3.0934,1227,788.22,203720,0.081549,0.0088053,0.00065017,0.000010239
275.45,52937,1316.1,3.0997,1227,788.3,203690,0.081534,0.008809,0.00064967,0.000010241
275.5,53052,1315.9,3.106,1227,788.39,203660,0.081519,0.0088126,0.00064916,0.000010243
275.55,53167,1315.8,3.1123,1227.1,788.48,203640,0.081504,0.0088163,0.00064865,0.000010245
275.6,53282,1315.7,3.1186,1227.1,788.57,203610,0.08149,0.0088199,0.00064815,0.000010247
275.65,53398,1315.6,3.1249,1227.1,788.66,203590,0.081475,0.0088236,0.00064764,0.000010249
275.7,53514,1315.5,3.1313,1227.1,788.75,203560,0.08146,0.0088272,0.00064713,0.00001025
275.75,53630,1315.4,3.1376,1227.2,788.84,203540,0.081445,0.0088309,0.00064663,0.000010252
275.8,53746,1315.3,3.144,1227.2,788.93,203510,0.08143,0.0088346,0.00064613,0.000010254
275.85,53862,1315.1,3.1504,1227.2,789.02,203480,0.081415,0.0088382,0.00064562,0.000010256
275.9,53979,1315,3.1568,1227.2,789.11,203460,0.0814,0.0088419,0.00064512,0.000010258
275.95,54096,1314.9,3.1632,1227.3,789.2,203430,0.081385,0.0088455,0.00064462,0.000010259
276,54213,1314.8,3.1696,1227.3,789.29,203410,0.081371,0.0088492,0.00064412,0.000010261
