P_sat,T
1426200,388.15
1427700,388.2
1429100,388.25
1430500,388.3
1432000,388.35
1433400,388.4
1434800,388.45
1436300,388.5
1437700,388.55
1439200,388.6
1440600,388.65
1442100,388.7
1443500,388.75
1445000,388.8
1446400,388.85
1447900,388.9
1449300,388.95
1450800,389
1452200,389.05
1453700,389.1
1455100,389.15
1456600,389.2
1458000,389.25
1459500,389.3
1460900,389.35
1462400,389.4
1463900,389.45
1465300,389.5
1466800,389.55
1468300,389.6
1469700,389.65
1471200,389.7
1472700,389.75
1474100,389.8
1475600,389.85
1477100,389.9
1478500,389.95
1480000,390
1481500,390.05
1483000,390.1
1484400,390.15
1485900,390.2
1487400,390.25
1488900,390.3
1490400,390.35
1491900,390.4
1493300,390.45
1494800,390.5
1496300,390.55
1497800,390.6
1499300,390.65
1500800,390.7
1502300,390.75
1503800,390.8
1505200,390.85
1506700,390.9
1508200,390.95
1509700,391
1511200,391.05
1512700,391.1
1514200,391.15
1515700,391.2
1517200,391.25
1518700,391.3
1520200,391.35
1521700,391.4
1523200,391.45
1524800,391.5
1526300,391.55
1527800,391.6
1529300,391.65
1530800,391.7
1532300,391.75
1533800,391.8
1535300,391.85
1536900,391.9
1538400,391.95
1539900,392
1541400,392.05
1542900,392.1
1544500,392.15
1546000,392.2
1547500,392.25
1549000,392.3
1550600,392.35
1552100,392.4
1553600,392.45
1555100,392.5
1556700,392.55
1558200,392.6
1559700,392.65
1561300,392.7
1562800,392.75
1564300,392.8
1565900,392.85
1567400,392.9
1569000,392.95
1570500,393
1572000,393.05
1573600,393.1
1575100,393.15
1576700,393.2
1578200,393.25
1579800,393.3
1581300,393.35
1582900,393.4
1584400,393.45
1586000,393.5
1587500,393.55
1589100,393.6
1590600,393.65
1592200,393.7
1593800,393.75
1595300,393.8
1596900,393.85
1598400,393.9
1600000,393.95
1601600,394
1603100,394.05
1604700,394.1
1606300,394.15
1607800,394.2
1609400,394.25
1611000,394.3
1612600,394.35
1614100,394.4
1615700,394.45
1617300,394.5
1618900,394.55
1620400,394.6
1622000,394.65
1623600,394.7
1625200,394.75
1626800,394.8
1628300,394.85
1629900,394.9
1631500,394.95
1633100,395
1634700,395.05
1636300,395.1
1637900,395.15
1639500,395.2
1641100,395.25
1642700,395.3
1644200,395.35
1645800,395.4
1647400,395.45
1649000,395.5
1650600,395.55
1652200,395.6
1653900,395.65
1655500,395.7
1657100,395.75
1658700,395.8
1660300,395.85
1661900,395.9
1663500,395.95
1665100,396
1666700,396.05
1668300,396.1
1669900,396.15
1671600,396.2
1673200,396.25
1674800,396.3
1676400,396.35
1678000,396.4
1679700,396.45
1681300,396.5
1682900,396.55
1684500,396.6
1686200,396.65
1687800,396.7
1689400,396.75
1691000,396.8
1692700,396.85
1694300,396.9
1695900,396.95
1697600,397
1699200,397.05
1700900,397.1
1702500,397.15
1704100,397.2
1705800,397.25
1707400,397.3
1709100,397.35
1710700,397.4
1712400,397.45
1714000,397.5
1715600,397.55
1717300,397.6
1718900,397.65
1720600,397.7
1722300,397.75
1723900,397.8
1725600,397.85
1727200,397.9
1728900,397.95
1730500,398
1732200,398.05
1733900,398.1
1735500,398.15
1737200,398.2
1738800,398.25
1740500,398.3
1742200,398.35
1743900,398.4
1745500,398.45
1747200,398.5
1748900,398.55
1750500,398.6
1752200,398.65
1753900,398.7
1755600,398.75
1757200,398.8
1758900,398.85
1760600,398.9
1762300,398.95
1764000,399
1765700,399.05
1767300,399.1
1769000,399.15
1770700,399.2
1772400,399.25
1774100,399.3
1775800,399.35
1777500,399.4
1779200,399.45
1780900,399.5
1782600,399.55
1784300,399.6
1786000,399.65
1787700,399.7
1789400,399.75
1791100,399.8
1792800,399.85
1794500,399.9
1796200,399.95
1797900,400
1799600,400.05
1801300,400.1
1803000,400.15
1804800,400.2
1806500,400.25
1808200,400.3
1809900,400.35
1811600,400.4
1813300,400.45
1815100,400.5
1816800,400.55
1818500,400.6
1820200,400.65
1822000,400.7
1823700,400.75
1825400,400.8
1827100,400.85
1828900,400.9
1830600,400.95
1832300,401
1834100,401.05
1835800,401.1
1837500,401.15
1839300,401.2
1841000,401.25
1842800,401.3
1844500,401.35
1846200,401.4
1848000,401.45
1849700,401.5
1851500,401.55
1853200,401.6
1855000,401.65
1856700,401.7
1858500,401.75
1860200,401.8
1862000,401.85
1863700,401.9
1865500,401.95
1867300,402
1869000,402.05
1870800,402.1
1872500,402.15
1874300,402.2
1876100,402.25
1877800,402.3
1879600,402.35
1881400,402.4
1883100,402.45
1884900,402.5
1886700,402.55
1888500,402.6
1890200,402.65
1892000,402.7
1893800,402.75
1895600,402.8
1897300,402.85
1899100,402.9
1900900,402.95
1902700,403
1904500,403.05
1906300,403.1
1908100,403.15
1909800,403.2
1911600,403.25
1913400,403.3
1915200,403.35
1917000,403.4
1918800,403.45
1920600,403.5
1922400,403.55
1924200,403.6
1926000,403.65
1927800,403.7
1929600,403.75
1931400,403.8
1933200,403.85
1935000,403.9
1936800,403.95
1938600,404
1940500,404.05
1942300,404.1
1944100,404.15
1945900,404.2
1947700,404.25
1949500,404.3
1951300,404.35
1953200,404.4
1955000,404.45
1956800,404.5
1958600,404.55
1960500,404.6
1962300,404.65
1964100,404.7
1965900,404.75
1967800,404.8
1969600,404.85
1971400,404.9
1973300,404.95
1975100,405
1976900,405.05
1978800,405.1
1980600,405.15
1982500,405.2
1984300,405.25
1986200,405.3
1988000,405.35
1989800,405.4
1991700,405.45
1993500,405.5
1995400,405.55
1997200,405.6
1999100,405.65
2001000,405.7
2002800,405.75
2004700,405.8
2006500,405.85
2008400,405.9
2010200,405.95
2012100,406
2014000,406.05
2015800,406.1
2017700,406.15
2019600,406.2
2021400,406.25
2023300,406.3
2025200,406.35
2027100,406.4
2028900,406.45
2030800,406.5
2032700,406.55
2034600,406.6
2036400,406.65
2038300,406.7
2040200,406.75
2042100,406.8
2044000,406.85
2045900,406.9
2047700,406.95
2049600,407
2051500,407.05
2053400,407.1
2055300,407.15
2057200,407.2
2059100,407.25
2061000,407.3
2062900,407.35
2064800,407.4
2066700,407.45
2068600,407.5
2070500,407.55
2072400,407.6
2074300,407.65
2076200,407.7
2078100,407.75
2080000,407.8
2082000,407.85
2083900,407.9
2085800,407.95
2087700,408
2089600,408.05
2091500,408.1
2093500,408.15
2095400,408.2
2097300,408.25
2099200,408.3
2101200,408.35
2103100,408.4
2105000,408.45
2106900,408.5
2108900,408.55
2110800,408.6
2112700,408.65
2114700,408.7
2116600,408.75
2118500,408.8
2120500,408.85
2122400,408.9
2124400,408.95
2126300,409
2128300,409.05
2130200,409.1
2132200,409.15
2134100,409.2
2136100,409.25
2138000,409.3
2140000,409.35
2141900,409.4
2143900,409.45
2145800,409.5
2147800,409.55
2149700,409.6
2151700,409.65
2153700,409.7
2155600,409.75
2157600,409.8
2159600,409.85
2161500,409.9
2163500,409.95
2165500,410
2167500,410.05
2169400,410.1
2171400,410.15
2173400,410.2
2175400,410.25
2177300,410.3
2179300,410.35
2181300,410.4
2183300,410.45
2185300,410.5
2187300,410.55
2189200,410.6
2191200,410.65
2193200,410.7
2195200,410.75
2197200,410.8
2199200,410.85
2201200,410.9
2203200,410.95
2205200,411
2207200,411.05
2209200,411.1
2211200,411.15
2213200,411.2
2215200,411.25
2217200,411.3
2219200,411.35
2221300,411.4
2223300,411.45
2225300,411.5
2227300,411.55
2229300,411.6
2231300,411.65
2233400,411.7
2235400,411.75
2237400,411.8
2239400,411.85
2241400,411.9
2243500,411.95
2245500,412
2247500,412.05
2249600,412.1
2251600,412.15
2253600,412.2
2255700,412.25
2257700,412.3
2259700,412.35
2261800,412.4
2263800,412.45
2265900,412.5
2267900,412.55
2270000,412.6
2272000,412.65
2274000,412.7
2276100,412.75
2278200,412.8
2280200,412.85
2282300,412.9
2284300,412.95
2286400,413
2288400,413.05
2290500,413.1
2292600,413.15
2294600,413.2
2296700,413.25
2298700,413.3
2300800,413.35
2302900,413.4
2305000,413.45
2307000,413.5
2309100,413.55
2311200,413.6
2313200,413.65
2315300,413.7
2317400,413.75
2319500,413.8
2321600,413.85
2323700,413.9
2325700,413.95
2327800,414
2329900,414.05
2332000,414.1
2334100,414.15
2336200,414.2
2338300,414.25
2340400,414.3
2342500,414.35
2344600,414.4
2346700,414.45
2348800,414.5
2350900,414.55
2353000,414.6
2355100,414.65
2357200,414.7
2359300,414.75
2361400,414.8
2363500,414.85
2365600,414.9
2367700,414.95
2369900,415
2372000,415.05
2374100,415.1
2376200,415.15
2378300,415.2
2380500,415.25
2382600,415.3
2384700,415.35
2386800,415.4
2389000,415.45
2391100,415.5
2393200,415.55
2395400,415.6
2397500,415.65
2399700,415.7
2401800,415.75
2403900,415.8
2406100,415.85
2408200,415.9
2410400,415.95
2412500,416
2414700,416.05
2416800,416.1
2419000,416.15
2421100,416.2
2423300,416.25
2425400,416.3
2427600,416.35
2429700,416.4
2431900,416.45
2434100,416.5
2436200,416.55
2438400,416.6
2440600,416.65
2442700,416.7
2444900,416.75
2447100,416.8
2449200,416.85
2451400,416.9
2453600,416.95
2455800,417
2457900,417.05
2460100,417.1
2462300,417.15
2464500,417.2
2466700,417.25
2468900,417.3
2471000,417.35
2473200,417.4
2475400,417.45
2477600,417.5
2479800,417.55
2482000,417.6
2484200,417.65
2486400,417.7
2488600,417.75
2490800,417.8
2493000,417.85
2495200,417.9
2497400,417.95
2499600,418
2501800,418.05
2504000,418.1
2506300,418.15
2508500,418.2
2510700,418.25
2512900,418.3
2515100,418.35
2517300,418.4
2519600,418.45
2521800,418.5
2524000,418.55
2526200,418.6
2528500,418.65
2530700,418.7
2532900,418.75
2535200,418.8
2537400,418.85
2539600,418.9
2541900,418.95
2544100,419
2546400,419.05
2548600,419.1
2550800,419.15
2553100,419.2
2555300,419.25
2557600,419.3
2559800,419.35
2562100,419.4
2564300,419.45
2566600,419.5
2568900,419.55
2571100,419.6
2573400,419.65
2575600,419.7
2577900,419.75
2580200,419.8
2582400,419.85
2584700,419.9
2587000,419.95
2589300,420
2591500,420.05
2593800,420.1
2596100,420.15
2598400,420.2
2600600,420.25
2602900,420.3
2605200,420.35
2607500,420.4
2609800,420.45
2612100,420.5
2614300,420.55
2616600,420.6
2618900,420.65
2621200,420.7
2623500,420.75
2625800,420.8
2628100,420.85
2630400,420.9
2632700,420.95
2635000,421
2637300,421.05
2639600,421.1
2642000,421.15
2644300,421.2
2646600,421.25
2648900,421.3
2651200,421.35
2653500,421.4
2655800,421.45
2658200,421.5
2660500,421.55
2662800,421.6
2665100,421.65
2667500,421.7
2669800,421.75
2672100,421.8
2674500,421.85
2676800,421.9
2679100,421.95
2681500,422
2683800,422.05
2686100,422.1
2688500,422.15
2690800,422.2
2693200,422.25
2695500,422.3
2697900,422.35
2700200,422.4
2702600,422.45
2704900,422.5
2707300,422.55
2709600,422.6
2712000,422.65
2714400,422.7
2716700,422.75
2719100,422.8
2721500,422.85
2723800,422.9
2726200,422.95
2728600,423
2730900,423.05
2733300,423.1
2735700,423.15
2738100,423.2
2740500,423.25
2742800,423.3
2745200,423.35
2747600,423.4
2750000,423.45
2752400,423.5
2754800,423.55
2757200,423.6
2759600,423.65
2761900,423.7
2764300,423.75
2766700,423.8
2769100,423.85
2771500,423.9
2773900,423.95
2776400,424
2778800,424.05
2781200,424.1
2783600,424.15
2786000,424.2
2788400,424.25
2790800,424.3
2793200,424.35
2795700,424.4
2798100,424.45
2800500,424.5
2802900,424.55
2805400,424.6
2807800,424.65
2810200,424.7
2812600,424.75
2815100,424.8
2817500,424.85
2820000,424.9
2822400,424.95
2824800,425
2827300,425.05
2829700,425.1
2832200,425.15
2834600,425.2
2837100,425.25
2839500,425.3
2842000,425.35
2844400,425.4
2846900,425.45
2849300,425.5
2851800,425.55
2854300,425.6
2856700,425.65
2859200,425.7
2861700,425.75
2864100,425.8
2866600,425.85
2869100,425.9
2871500,425.95
2874000,426
2876500,426.05
2879000,426.1
2881500,426.15
2883900,426.2
2886400,426.25
2888900,426.3
2891400,426.35
2893900,426.4
2896400,426.45
2898900,426.5
2901400,426.55
2903900,426.6
2906400,426.65
2908900,426.7
2911400,426.75
2913900,426.8
2916400,426.85
2918900,426.9
2921400,426.95
2923900,427
2926400,427.05
2929000,427.1
2931500,427.15
2934000,427.2
2936500,427.25
2939000,427.3
2941600,427.35
2944100,427.4
2946600,427.45
2949200,427.5
2951700,427.55
2954200,427.6
2956800,427.65
2959300,427.7
2961800,427.75
2964400,427.8
2966900,427.85
2969500,427.9
2972000,427.95
2974600,428
2977100,428.05
2979700,428.1
2982200,428.15
2984800,428.2
2987400,428.25
2989900,428.3
2992500,428.35
2995000,428.4
2997600,428.45
3000200,428.5
3002800,428.55
3005300,428.6
3007900,428.65
3010500,428.7
3013100,428.75
3015600,428.8
3018200,428.85
3020800,428.9
3023400,428.95
3026000,429
3028600,429.05
3031200,429.1
3033800,429.15
3036300,429.2
3038900,429.25
3041500,429.3
3044100,429.35
3046800,429.4
3049400,429.45
3052000,429.5
3054600,429.55
3057200,429.6
3059800,429.65
3062400,429.7
3065000,429.75
3067700,429.8
3070300,429.85
3072900,429.9
3075500,429.95
3078200,430
3080800,430.05
3083400,430.1
3086000,430.15
3088700,430.2
3091300,430.25
3094000,430.3
3096600,430.35
3099200,430.4
3101900,430.45
3104500,430.5
3107200,430.55
3109800,430.6
3112500,430.65
3115100,430.7
3117800,430.75
3120500,430.8
3123100,430.85
3125800,430.9
3128500,430.95
3131100,431
3133800,431.05
3136500,431.1
3139100,431.15
3141800,431.2
3144500,431.25
3147200,431.3
3149900,431.35
3152500,431.4
3155200,431.45
3157900,431.5
3160600,431.55
3163300,431.6
3166000,431.65
3168700,431.7
3171400,431.75
3174100,431.8
3176800,431.85
3179500,431.9
3182200,431.95
3184900,432
3187600,432.05
3190300,432.1
3193100,432.15
3195800,432.2
3198500,432.25
3201200,432.3
3203900,432.35
3206700,432.4
3209400,432.45
3212100,432.5
3214900,432.55
3217600,432.6
3220300,432.65
3223100,432.7
3225800,432.75
3228600,432.8
3231300,432.85
3234000,432.9
3236800,432.95
3239500,433
3242300,433.05
3245100,433.1
3247800,433.15
3250600,433.2
3253300,433.25
3256100,433.3
3258900,433.35
3261600,433.4
3264400,433.45
3267200,433.5
3270000,433.55
3272700,433.6
3275500,433.65
3278300,433.7
3281100,433.75
3283900,433.8
3286700,433.85
3289500,433.9
3292300,433.95
3295100,434
3297900,434.05
3300700,434.1
3303500,434.15
3306300,434.2
3309100,434.25
3311900,434.3
3314700,434.35
3317500,434.4
3320300,434.45
3323200,434.5
3326000,434.55
3328800,434.6
3331600,434.65
3334500,434.7
3337300,434.75
3340100,434.8
3343000,434.85
3345800,434.9
3348600,434.95
3351500,435
3354300,435.05
3357200,435.1
3360000,435.15
3362900,435.2
3365700,435.25
3368600,435.3
3371500,435.35
3374300,435.4
3377200,435.45
3380100,435.5
3382900,435.55
3385800,435.6
3388700,435.65
3391600,435.7
3394400,435.75
3397300,435.8
3400200,435.85
3403100,435.9
3406000,435.95
3408900,436
3411800,436.05
3414700,436.1
3417600,436.15
3420500,436.2
3423400,436.25
3426300,436.3
3429200,436.35
3432100,436.4
3435100,436.45
3438000,436.5
3440900,436.55
3443800,436.6
3446800,436.65
3449700,436.7
3452600,436.75
3455600,436.8
3458500,436.85
3461400,436.9
3464400,436.95
3467300,437
3470300,437.05
3473200,437.1
3476200,437.15
3479200,437.2
3482100,437.25
3485100,437.3
3488100,437.35
3491000,437.4
3494000,437.45
3497000,437.5
3500000,437.55
3503000,437.6
3505900,437.65
3508900,437.7
3511900,437.75
3514900,437.8
3517900,437.85
3520900,437.9
3523900,437.95
3527000,438
3530000,438.05
3533000,438.1
3536000,438.15
3539000,438.2
3542100,438.25
3545100,438.3
3548100,438.35
3551200,438.4
3554200,438.45
3557300,438.5
3560300,438.55
3563400,438.6
3566500,438.65
3569500,438.7
