P_sat,T
250480,317.94
250550,317.95
250630,317.96
250710,317.97
250790,317.98
250860,317.99
250940,318
251020,318.01
251100,318.02
251170,318.03
251250,318.04
251330,318.05
251410,318.06
251480,318.07
251560,318.08
251640,318.09
251720,318.1
251790,318.11
251870,318.12
251950,318.13
252030,318.14
252100,318.15
252180,318.16
252260,318.17
252340,318.18
252420,318.19
252490,318.2
252570,318.21
252650,318.22
252730,318.23
252800,318.24
252880,318.25
252960,318.26
253040,318.27
253120,318.28
253190,318.29
253270,318.3
253350,318.31
253430,318.32
253510,318.33
253580,318.34
253660,318.35
253740,318.36
253820,318.37
253900,318.38
253970,318.39
254050,318.4
254130,318.41
254210,318.42
254290,318.43
254370,318.44
254440,318.45
254520,318.46
254600,318.47
254680,318.48
254760,318.49
254840,318.5
254910,318.51
254990,318.52
255070,318.53
255150,318.54
255230,318.55
255310,318.56
255380,318.57
255460,318.58
255540,318.59
255620,318.6
255700,318.61
255780,318.62
255860,318.63
255930,318.64
256010,318.65
256090,318.66
256170,318.67
256250,318.68
256330,318.69
256410,318.7
256480,318.71
256560,318.72
256640,318.73
256720,318.74
256800,318.75
256880,318.76
256960,318.77
257040,318.78
257110,318.79
257190,318.8
257270,318.81
257350,318.82
257430,318.83
257510,318.84
257590,318.85
257670,318.86
257750,318.87
257830,318.88
257900,318.89
257980,318.9
258060,318.91
258140,318.92
258220,318.93
258300,318.94
258380,318.95
258460,318.96
258540,318.97
258620,318.98
258700,318.99
258780,319
258850,319.01
258930,319.02
259010,319.03
259090,319.04
259170,319.05
259250,319.06
259330,319.07
259410,319.08
259490,319.09
259570,319.1
259650,319.11
259730,319.12
259810,319.13
259890,319.14
259970,319.15
260050,319.16
260130,319.17
260210,319.18
260290,319.19
260360,319.2
260440,319.21
260520,319.22
260600,319.23
260680,319.24
260760,319.25
260840,319.26
260920,319.27
261000,319.28
261080,319.29
261160,319.3
261240,319.31
261320,319.32
261400,319.33
261480,319.34
261560,319.35
261640,319.36
261720,319.37
261800,319.38
261880,319.39
261960,319.4
262040,319.41
262120,319.42
262200,319.43
262280,319.44
262360,319.45
262440,319.46
262520,319.47
262600,319.48
262680,319.49
262760,319.5
262840,319.51
262920,319.52
263000,319.53
263080,319.54
263160,319.55
263240,319.56
263320,319.57
263400,319.58
263490,319.59
263570,319.6
263650,319.61
263730,319.62
263810,319.63
263890,319.64
263970,319.65
264050,319.66
264130,319.67
264210,319.68
264290,319.69
264370,319.7
264450,319.71
264530,319.72
264610,319.73
264690,319.74
264770,319.75
264850,319.76
264940,319.77
265020,319.78
265100,319.79
265180,319.8
265260,319.81
265340,319.82
265420,319.83
265500,319.84
265580,319.85
265660,319.86
265740,319.87
265820,319.88
265910,319.89
265990,319.9
266070,319.91
266150,319.92
266230,319.93
266310,319.94
266390,319.95
266470,319.96
266550,319.97
266630,319.98
266720,319.99
266800,320
266880,320.01
266960,320.02
267040,320.03
267120,320.04
267200,320.05
267280,320.06
267360,320.07
267450,320.08
267530,320.09
267610,320.1
267690,320.11
267770,320.12
267850,320.13
267930,320.14
268020,320.15
268100,320.16
268180,320.17
268260,320.18
268340,320.19
268420,320.2
268500,320.21
268590,320.22
268670,320.23
268750,320.24
268830,320.25
268910,320.26
268990,320.27
269080,320.28
269160,320.29
269240,320.3
269320,320.31
269400,320.32
269480,320.33
269570,320.34
269650,320.35
269730,320.36
269810,320.37
269890,320.38
269980,320.39
270060,320.4
270140,320.41
270220,320.42
270300,320.43
270390,320.44
270470,320.45
270550,320.46
270630,320.47
270710,320.48
270800,320.49
270880,320.5
270960,320.51
271040,320.52
271120,320.53
271210,320.54
271290,320.55
271370,320.56
271450,320.57
271530,320.58
271620,320.59
271700,320.6
271780,320.61
271860,320.62
271950,320.63
272030,320.64
272110,320.65
272190,320.66
272280,320.67
272360,320.68
272440,320.69
272520,320.7
272610,320.71
272690,320.72
272770,320.73
272850,320.74
272940,320.75
273020,320.76
273100,320.77
273180,320.78
273270,320.79
273350,320.8
273430,320.81
273510,320.82
273600,320.83
273680,320.84
273760,320.85
273840,320.86
273930,320.87
274010,320.88
274090,320.89
274180,320.9
274260,320.91
274340,320.92
274420,320.93
274510,320.94
274590,320.95
274670,320.96
274760,320.97
274840,320.98
274920,320.99
275010,321
275090,321.01
275170,321.02
275250,321.03
275340,321.04
275420,321.05
275500,321.06
275590,321.07
275670,321.08
275750,321.09
275840,321.1
275920,321.11
276000,321.12
276090,321.13
276170,321.14
276250,321.15
276340,321.16
276420,321.17
276500,321.18
276590,321.19
276670,321.2
276750,321.21
276840,321.22
276920,321.23
277000,321.24
277090,321.25
277170,321.26
277250,321.27
277340,321.28
277420,321.29
277510,321.3
277590,321.31
277670,321.32
277760,321.33
277840,321.34
277920,321.35
278010,321.36
278090,321.37
278180,321.38
278260,321.39
278340,321.4
278430,321.41
278510,321.42
278590,321.43
278680,321.44
278760,321.45
278850,321.46
278930,321.47
279010,321.48
279100,321.49
279180,321.5
279270,321.51
279350,321.52
279430,321.53
279520,321.54
279600,321.55
279690,321.56
279770,321.57
279850,321.58
279940,321.59
280020,321.6
280110,321.61
280190,321.62
280280,321.63
280360,321.64
280440,321.65
280530,321.66
280610,321.67
280700,321.68
280780,321.69
280870,321.7
280950,321.71
281030,321.72
281120,321.73
281200,321.74
281290,321.75
281370,321.76
281460,321.77
281540,321.78
281630,321.79
281710,321.8
281800,321.81
281880,321.82
281960,321.83
282050,321.84
282130,321.85
282220,321.86
282300,321.87
282390,321.88
282470,321.89
282560,321.9
282640,321.91
282730,321.92
282810,321.93
282900,321.94
282980,321.95
283070,321.96
283150,321.97
283240,321.98
283320,321.99
283410,322
283490,322.01
283580,322.02
283660,322.03
283750,322.04
283830,322.05
283920,322.06
284000,322.07
284090,322.08
284170,322.09
284260,322.1
284340,322.11
284430,322.12
284510,322.13
284600,322.14
284680,322.15
284770,322.16
284850,322.17
284940,322.18
285020,322.19
285110,322.2
285200,322.21
285280,322.22
285370,322.23
285450,322.24
285540,322.25
285620,322.26
285710,322.27
285790,322.28
285880,322.29
285960,322.3
286050,322.31
286140,322.32
286220,322.33
286310,322.34
286390,322.35
286480,322.36
286560,322.37
286650,322.38
286740,322.39
286820,322.4
286910,322.41
286990,322.42
287080,322.43
287160,322.44
287250,322.45
287340,322.46
287420,322.47
287510,322.48
287590,322.49
287680,322.5
287770,322.51
287850,322.52
287940,322.53
288020,322.54
288110,322.55
288200,322.56
288280,322.57
288370,322.58
288450,322.59
288540,322.6
288630,322.61
288710,322.62
288800,322.63
288880,322.64
288970,322.65
289060,322.66
289140,322.67
289230,322.68
289320,322.69
289400,322.7
289490,322.71
289570,322.72
289660,322.73
289750,322.74
289830,322.75
289920,322.76
290010,322.77
290090,322.78
290180,322.79
290270,322.8
290350,322.81
290440,322.82
290530,322.83
290610,322.84
290700,322.85
290790,322.86
290870,322.87
290960,322.88
291050,322.89
291130,322.9
291220,322.91
291310,322.92
291390,322.93
291480,322.94
291570,322.95
291650,322.96
291740,322.97
291830,322.98
291910,322.99
292000,323
292090,323.01
292180,323.02
292260,323.03
292350,323.04
292440,323.05
292520,323.06
292610,323.07
292700,323.08
292780,323.09
292870,323.1
292960,323.11
293050,323.12
293130,323.13
293220,323.14
293310,323.15
293390,323.16
293480,323.17
293570,323.18
293660,323.19
293740,323.2
293830,323.21
293920,323.22
294010,323.23
294090,323.24
294180,323.25
294270,323.26
294360,323.27
294440,323.28
294530,323.29
294620,323.3
294710,323.31
294790,323.32
294880,323.33
294970,323.34
295060,323.35
295140,323.36
295230,323.37
295320,323.38
295410,323.39
295490,323.4
295580,323.41
295670,323.42
295760,323.43
295850,323.44
295930,323.45
296020,323.46
296110,323.47
296200,323.48
296280,323.49
296370,323.5
296460,323.51
296550,323.52
296640,323.53
296720,323.54
296810,323.55
296900,323.56
296990,323.57
297080,323.58
297160,323.59
297250,323.6
297340,323.61
297430,323.62
297520,323.63
297610,323.64
297690,323.65
297780,323.66
297870,323.67
297960,323.68
298050,323.69
298130,323.7
298220,323.71
298310,323.72
298400,323.73
298490,323.74
298580,323.75
298670,323.76
298750,323.77
298840,323.78
298930,323.79
299020,323.8
299110,323.81
299200,323.82
299280,323.83
299370,323.84
299460,323.85
299550,323.86
299640,323.87
299730,323.88
299820,323.89
299910,323.9
299990,323.91
300080,323.92
300170,323.93
300260,323.94
300350,323.95
300440,323.96
300530,323.97
300620,323.98
300700,323.99
300790,324
300880,324.01
300970,324.02
301060,324.03
301150,324.04
301240,324.05
301330,324.06
301420,324.07
301510,324.08
301590,324.09
301680,324.1
301770,324.11
301860,324.12
301950,324.13
302040,324.14
302130,324.15
302220,324.16
302310,324.17
302400,324.18
302490,324.19
302580,324.2
302670,324.21
302750,324.22
302840,324.23
302930,324.24
303020,324.25
303110,324.26
303200,324.27
303290,324.28
303380,324.29
303470,324.3
303560,324.31
303650,324.32
303740,324.33
303830,324.34
303920,324.35
304010,324.36
304100,324.37
304190,324.38
304280,324.39
304370,324.4
304460,324.41
304550,324.42
304640,324.43
304730,324.44
304810,324.45
304900,324.46
304990,324.47
305080,324.48
305170,324.49
305260,324.5
305350,324.51
305440,324.52
305530,324.53
305620,324.54
305710,324.55
305800,324.56
305890,324.57
305980,324.58
306070,324.59
306160,324.6
306250,324.61
306340,324.62
306430,324.63
306530,324.64
306620,324.65
306710,324.66
306800,324.67
306890,324.68
306980,324.69
307070,324.7
307160,324.71
307250,324.72
307340,324.73
307430,324.74
307520,324.75
307610,324.76
307700,324.77
307790,324.78
307880,324.79
307970,324.8
308060,324.81
308150,324.82
308240,324.83
308330,324.84
308420,324.85
308510,324.86
308610,324.87
308700,324.88
308790,324.89
308880,324.9
308970,324.91
309060,324.92
309150,324.93
309240,324.94
309330,324.95
309420,324.96
309510,324.97
309600,324.98
309690,324.99
309790,325
309880,325.01
309970,325.02
310060,325.03
310150,325.04
310240,325.05
310330,325.06
310420,325.07
310510,325.08
310600,325.09
310700,325.1
310790,325.11
310880,325.12
310970,325.13
311060,325.14
311150,325.15
311240,325.16
311330,325.17
311430,325.18
311520,325.19
311610,325.2
311700,325.21
311790,325.22
311880,325.23
311970,325.24
312070,325.25
312160,325.26
312250,325.27
312340,325.28
312430,325.29
312520,325.3
312610,325.31
312710,325.32
312800,325.33
312890,325.34
312980,325.35
313070,325.36
313160,325.37
313260,325.38
313350,325.39
313440,325.4
313530,325.41
313620,325.42
313710,325.43
313810,325.44
313900,325.45
313990,325.46
314080,325.47
314170,325.48
314270,325.49
314360,325.5
314450,325.51
314540,325.52
314630,325.53
314730,325.54
314820,325.55
314910,325.56
315000,325.57
315090,325.58
315190,325.59
315280,325.6
315370,325.61
315460,325.62
315550,325.63
315650,325.64
315740,325.65
315830,325.66
315920,325.67
316020,325.68
316110,325.69
316200,325.7
316290,325.71
316390,325.72
316480,325.73
316570,325.74
316660,325.75
316760,325.76
316850,325.77
316940,325.78
317030,325.79
317130,325.8
317220,325.81
317310,325.82
317400,325.83
317500,325.84
317590,325.85
317680,325.86
317770,325.87
317870,325.88
317960,325.89
318050,325.9
318150,325.91
318240,325.92
318330,325.93
318420,325.94
318520,325.95
318610,325.96
318700,325.97
318800,325.98
318890,325.99
318980,326
319070,326.01
319170,326.02
319260,326.03
319350,326.04
319450,326.05
319540,326.06
319630,326.07
319730,326.08
319820,326.09
319910,326.1
320010,326.11
320100,326.12
320190,326.13
320280,326.14
320380,326.15
320470,326.16
320560,326.17
320660,326.18
320750,326.19
320840,326.2
320940,326.21
321030,326.22
321120,326.23
321220,326.24
321310,326.25
321410,326.26
321500,326.27
321590,326.28
321690,326.29
321780,326.3
321870,326.31
321970,326.32
322060,326.33
322150,326.34
322250,326.35
322340,326.36
322440,326.37
322530,326.38
322620,326.39
322720,326.4
322810,326.41
322900,326.42
323000,326.43
323090,326.44
323190,326.45
323280,326.46
323370,326.47
323470,326.48
323560,326.49
323660,326.5
323750,326.51
323840,326.52
323940,326.53
324030,326.54
324130,326.55
324220,326.56
324310,326.57
324410,326.58
324500,326.59
324600,326.6
324690,326.61
324790,326.62
324880,326.63
324970,326.64
325070,326.65
325160,326.66
325260,326.67
325350,326.68
325450,326.69
325540,326.7
325630,326.71
325730,326.72
325820,326.73
325920,326.74
326010,326.75
326110,326.76
326200,326.77
326300,326.78
326390,326.79
326490,326.8
326580,326.81
326670,326.82
326770,326.83
326860,326.84
326960,326.85
327050,326.86
327150,326.87
327240,326.88
327340,326.89
327430,326.9
327530,326.91
327620,326.92
327720,326.93
327810,326.94
327910,326.95
328000,326.96
328100,326.97
328190,326.98
328290,326.99
328380,327
328480,327.01
328570,327.02
328670,327.03
328760,327.04
328860,327.05
328950,327.06
329050,327.07
329140,327.08
329240,327.09
329330,327.1
329430,327.11
329520,327.12
329620,327.13
329720,327.14
329810,327.15
329910,327.16
330000,327.17
330100,327.18
330190,327.19
330290,327.2
330380,327.21
330480,327.22
330570,327.23
330670,327.24
330770,327.25
330860,327.26
330960,327.27
331050,327.28
331150,327.29
331240,327.3
331340,327.31
331430,327.32
331530,327.33
331630,327.34
331720,327.35
331820,327.36
331910,327.37
332010,327.38
332110,327.39
332200,327.4
332300,327.41
332390,327.42
332490,327.43
332590,327.44
332680,327.45
332780,327.46
332870,327.47
332970,327.48
333070,327.49
333160,327.5
333260,327.51
333350,327.52
333450,327.53
333550,327.54
333640,327.55
333740,327.56
333830,327.57
333930,327.58
334030,327.59
334120,327.6
334220,327.61
334320,327.62
334410,327.63
334510,327.64
334610,327.65
334700,327.66
334800,327.67
334890,327.68
334990,327.69
335090,327.7
335180,327.71
335280,327.72
335380,327.73
335470,327.74
335570,327.75
335670,327.76
335760,327.77
335860,327.78
335960,327.79
336050,327.8
336150,327.81
336250,327.82
336340,327.83
336440,327.84
336540,327.85
336630,327.86
336730,327.87
336830,327.88
336930,327.89
337020,327.9
337120,327.91
337220,327.92
337310,327.93
337410,327.94
337510,327.95
337600,327.96
337700,327.97
337800,327.98
337900,327.99
337990,328
338090,328.01
338190,328.02
338280,328.03
338380,328.04
338480,328.05
338580,328.06
338670,328.07
338770,328.08
338870,328.09
338970,328.1
339060,328.11
339160,328.12
339260,328.13
339360,328.14
339450,328.15
339550,328.16
339650,328.17
339750,328.18
339840,328.19
339940,328.2
340040,328.21
340140,328.22
340230,328.23
340330,328.24
340430,328.25
340530,328.26
340620,328.27
340720,328.28
340820,328.29
340920,328.3
341020,328.31
341110,328.32
341210,328.33
341310,328.34
341410,328.35
341500,328.36
341600,328.37
341700,328.38
341800,328.39
341900,328.4
341990,328.41
342090,328.42
342190,328.43
342290,328.44
342390,328.45
342480,328.46
342580,328.47
342680,328.48
342780,328.49
342880,328.5
342980,328.51
343070,328.52
343170,328.53
343270,328.54
343370,328.55
343470,328.56
343570,328.57
343660,328.58
343760,328.59
343860,328.6
343960,328.61
344060,328.62
344160,328.63
344250,328.64
344350,328.65
344450,328.66
344550,328.67
344650,328.68
344750,328.69
344850,328.7
344950,328.71
345040,328.72
345140,328.73
345240,328.74
345340,328.75
345440,328.76
345540,328.77
345640,328.78
345740,328.79
345830,328.8
345930,328.81
346030,328.82
346130,328.83
346230,328.84
346330,328.85
346430,328.86
346530,328.87
346630,328.88
346720,328.89
346820,328.9
346920,328.91
347020,328.92
347120,328.93
347220,328.94
347320,328.95
347420,328.96
347520,328.97
347620,328.98
347720,328.99
347820,329
347910,329.01
348010,329.02
348110,329.03
348210,329.04
348310,329.05
348410,329.06
348510,329.07
348610,329.08
348710,329.09
348810,329.1
348910,329.11
349010,329.12
349110,329.13
349210,329.14
349310,329.15
349410,329.16
349510,329.17
349610,329.18
349710,329.19
349810,329.2
349910,329.21
350010,329.22
350110,329.23
350200,329.24
350300,329.25
350400,329.26
350500,329.27
350600,329.28
350700,329.29
350800,329.3
350900,329.31
351000,329.32
351100,329.33
351200,329.34
351300,329.35
351400,329.36
351500,329.37
351600,329.38
351700,329.39
351800,329.4
351900,329.41
352010,329.42
352110,329.43
352210,329.44
352310,329.45
352410,329.46
352510,329.47
352610,329.48
352710,329.49
352810,329.5
352910,329.51
353010,329.52
353110,329.53
353210,329.54
353310,329.55
353410,329.56
353510,329.57
353610,329.58
353710,329.59
353810,329.6
353910,329.61
354010,329.62
354110,329.63
354210,329.64
354320,329.65
354420,329.66
354520,329.67
354620,329.68
354720,329.69
354820,329.7
354920,329.71
355020,329.72
355120,329.73
355220,329.74
355320,329.75
355420,329.76
355530,329.77
355630,329.78
355730,329.79
355830,329.8
355930,329.81
356030,329.82
356130,329.83
356230,329.84
356330,329.85
356430,329.86
356540,329.87
356640,329.88
356740,329.89
356840,329.9
356940,329.91
357040,329.92
357140,329.93
357240,329.94
357350,329.95
357450,329.96
357550,329.97
357650,329.98
357750,329.99
357850,330
357950,330.01
358060,330.02
358160,330.03
358260,330.04
358360,330.05
358460,330.06
358560,330.07
358670,330.08
358770,330.09
358870,330.1
358970,330.11
359070,330.12
359170,330.13
359280,330.14
359380,330.15
359480,330.16
359580,330.17
359680,330.18
359790,330.19
359890,330.2
359990,330.21
360090,330.22
360190,330.23
360290,330.24
360400,330.25
360500,330.26
360600,330.27
360700,330.28
360800,330.29
360910,330.3
361010,330.31
361110,330.32
361210,330.33
361320,330.34
361420,330.35
361520,330.36
361620,330.37
361720,330.38
361830,330.39
361930,330.4
362030,330.41
362130,330.42
362240,330.43
362340,330.44
362440,330.45
362540,330.46
362650,330.47
362750,330.48
362850,330.49
362950,330.5
363060,330.51
363160,330.52
363260,330.53
363360,330.54
363470,330.55
363570,330.56
363670,330.57
363770,330.58
363880,330.59
363980,330.6
364080,330.61
364190,330.62
364290,330.63
364390,330.64
364490,330.65
364600,330.66
364700,330.67
364800,330.68
364910,330.69
365010,330.7
365110,330.71
365220,330.72
365320,330.73
365420,330.74
365520,330.75
365630,330.76
365730,330.77
365830,330.78
365940,330.79
366040,330.8
366140,330.81
366250,330.82
366350,330.83
366450,330.84
366560,330.85
366660,330.86
366760,330.87
366870,330.88
366970,330.89
367070,330.9
367180,330.91
367280,330.92
367380,330.93
367490,330.94
367590,330.95
367690,330.96
367800,330.97
367900,330.98
368010,330.99
368110,331
368210,331.01
368320,331.02
368420,331.03
368520,331.04
368630,331.05
368730,331.06
368840,331.07
368940,331.08
369040,331.09
369150,331.1
369250,331.11
369350,331.12
369460,331.13
369560,331.14
369670,331.15
369770,331.16
369870,331.17
369980,331.18
370080,331.19
370190,331.2
370290,331.21
370400,331.22
370500,331.23
370600,331.24
370710,331.25
370810,331.26
370920,331.27
371020,331.28
371120,331.29
371230,331.3
371330,331.31
371440,331.32
371540,331.33
371650,331.34
371750,331.35
371860,331.36
371960,331.37
372060,331.38
372170,331.39
372270,331.4
372380,331.41
372480,331.42
372590,331.43
372690,331.44
372800,331.45
372900,331.46
373010,331.47
373110,331.48
373220,331.49
373320,331.5
373420,331.51
373530,331.52
373630,331.53
373740,331.54
373840,331.55
373950,331.56
374050,331.57
374160,331.58
374260,331.59
374370,331.6
374470,331.61
374580,331.62
374680,331.63
374790,331.64
374890,331.65
375000,331.66
375100,331.67
375210,331.68
375310,331.69
375420,331.7
375530,331.71
375630,331.72
375740,331.73
375840,331.74
375950,331.75
376050,331.76
376160,331.77
376260,331.78
376370,331.79
376470,331.8
376580,331.81
376680,331.82
376790,331.83
376900,331.84
377000,331.85
377110,331.86
377210,331.87
377320,331.88
377420,331.89
377530,331.9
377630,331.91
377740,331.92
377850,331.93
377950,331.94
378060,331.95
378160,331.96
378270,331.97
378370,331.98
378480,331.99
378590,332
378690,332.01
378800,332.02
378900,332.03
379010,332.04
379120,332.05
379220,332.06
379330,332.07
379430,332.08
379540,332.09
379650,332.1
379750,332.11
379860,332.12
379960,332.13
380070,332.14
380180,332.15
380280,332.16
380390,332.17
380500,332.18
380600,332.19
380710,332.2
380810,332.21
380920,332.22
381030,332.23
381130,332.24
381240,332.25
381350,332.26
381450,332.27
381560,332.28
381670,332.29
381770,332.3
381880,332.31
381990,332.32
382090,332.33
382200,332.34
382310,332.35
382410,332.36
382520,332.37
382630,332.38
382730,332.39
382840,332.4
382950,332.41
383050,332.42
383160,332.43
383270,332.44
383370,332.45
383480,332.46
383590,332.47
383690,332.48
383800,332.49
383910,332.5
384020,332.51
384120,332.52
384230,332.53
384340,332.54
384440,332.55
384550,332.56
384660,332.57
384770,332.58
384870,332.59
384980,332.6
385090,332.61
385190,332.62
385300,332.63
385410,332.64
385520,332.65
385620,332.66
385730,332.67
385840,332.68
385950,332.69
386050,332.7
386160,332.71
386270,332.72
386380,332.73
386480,332.74
386590,332.75
386700,332.76
386810,332.77
386910,332.78
387020,332.79
387130,332.8
387240,332.81
387340,332.82
387450,332.83
387560,332.84
387670,332.85
387780,332.86
387880,332.87
387990,332.88
388100,332.89
388210,332.9
388320,332.91
388420,332.92
388530,332.93
388640,332.94
388750,332.95
388860,332.96
388960,332.97
389070,332.98
389180,332.99
389290,333
389400,333.01
389500,333.02
389610,333.03
389720,333.04
389830,333.05
389940,333.06
390050,333.07
390150,333.08
390260,333.09
390370,333.1
390480,333.11
390590,333.12
390700,333.13
390800,333.14
390910,333.15
391020,333.16
391130,333.17
391240,333.18
391350,333.19
391460,333.2
391560,333.21
391670,333.22
391780,333.23
391890,333.24
392000,333.25
392110,333.26
392220,333.27
392320,333.28
392430,333.29
392540,333.3
392650,333.31
392760,333.32
392870,333.33
392980,333.34
393090,333.35
393200,333.36
393300,333.37
393410,333.38
393520,333.39
393630,333.4
393740,333.41
393850,333.42
393960,333.43
394070,333.44
394180,333.45
394290,333.46
394400,333.47
394510,333.48
394610,333.49
394720,333.5
394830,333.51
394940,333.52
395050,333.53
395160,333.54
395270,333.55
395380,333.56
395490,333.57
395600,333.58
395710,333.59
395820,333.6
395930,333.61
396040,333.62
396150,333.63
396260,333.64
396370,333.65
396480,333.66
396580,333.67
396690,333.68
396800,333.69
396910,333.7
397020,333.71
397130,333.72
397240,333.73
397350,333.74
397460,333.75
397570,333.76
397680,333.77
397790,333.78
397900,333.79
398010,333.8
398120,333.81
398230,333.82
398340,333.83
398450,333.84
398560,333.85
398670,333.86
398780,333.87
398890,333.88
399000,333.89
399110,333.9
399220,333.91
399330,333.92
399440,333.93
399550,333.94
399660,333.95
399780,333.96
399890,333.97
400000,333.98
400110,333.99
400220,334
400330,334.01
400440,334.02
400550,334.03
400660,334.04
400770,334.05
400880,334.06
400990,334.07
401100,334.08
401210,334.09
401320,334.1
401430,334.11
401540,334.12
401650,334.13
401770,334.14
401880,334.15
401990,334.16
402100,334.17
402210,334.18
402320,334.19
402430,334.2
402540,334.21
402650,334.22
402760,334.23
402870,334.24
402980,334.25
403100,334.26
403210,334.27
403320,334.28
403430,334.29
403540,334.3
403650,334.31
403760,334.32
403870,334.33
403980,334.34
404100,334.35
404210,334.36
404320,334.37
404430,334.38
404540,334.39
404650,334.4
404760,334.41
404880,334.42
404990,334.43
405100,334.44
405210,334.45
405320,334.46
405430,334.47
405540,334.48
405660,334.49
405770,334.5
405880,334.51
405990,334.52
406100,334.53
406210,334.54
406330,334.55
406440,334.56
406550,334.57
406660,334.58
406770,334.59
406880,334.6
407000,334.61
407110,334.62
407220,334.63
407330,334.64
407440,334.65
407560,334.66
407670,334.67
407780,334.68
407890,334.69
408000,334.7
408120,334.71
408230,334.72
408340,334.73
408450,334.74
408560,334.75
408680,334.76
408790,334.77
408900,334.78
409010,334.79
409130,334.8
409240,334.81
409350,334.82
409460,334.83
409570,334.84
409690,334.85
409800,334.86
409910,334.87
410020,334.88
410140,334.89
410250,334.9
410360,334.91
410470,334.92
410590,334.93
410700,334.94
410810,334.95
410930,334.96
411040,334.97
411150,334.98
411260,334.99
411380,335
411490,335.01
411600,335.02
411710,335.03
411830,335.04
411940,335.05
412050,335.06
412170,335.07
412280,335.08
412390,335.09
412500,335.1
412620,335.11
412730,335.12
412840,335.13
412960,335.14
413070,335.15
413180,335.16
413300,335.17
413410,335.18
413520,335.19
413640,335.2
413750,335.21
413860,335.22
413980,335.23
414090,335.24
414200,335.25
414320,335.26
414430,335.27
414540,335.28
414660,335.29
414770,335.3
414880,335.31
415000,335.32
415110,335.33
415220,335.34
415340,335.35
415450,335.36
415560,335.37
415680,335.38
415790,335.39
415910,335.4
416020,335.41
416130,335.42
416250,335.43
416360,335.44
416470,335.45
416590,335.46
416700,335.47
416820,335.48
416930,335.49
417040,335.5
417160,335.51
417270,335.52
417390,335.53
417500,335.54
417610,335.55
417730,335.56
417840,335.57
417960,335.58
418070,335.59
418180,335.6
418300,335.61
418410,335.62
418530,335.63
418640,335.64
418750,335.65
418870,335.66
418980,335.67
419100,335.68
419210,335.69
419330,335.7
419440,335.71
419560,335.72
419670,335.73
419780,335.74
419900,335.75
420010,335.76
420130,335.77
420240,335.78
420360,335.79
420470,335.8
420590,335.81
420700,335.82
420820,335.83
420930,335.84
421050,335.85
421160,335.86
421270,335.87
421390,335.88
421500,335.89
421620,335.9
421730,335.91
421850,335.92
421960,335.93
422080,335.94
422190,335.95
422310,335.96
422420,335.97
422540,335.98
422650,335.99
422770,336
422880,336.01
423000,336.02
423110,336.03
423230,336.04
423350,336.05
423460,336.06
423580,336.07
423690,336.08
423810,336.09
423920,336.1
424040,336.11
424150,336.12
424270,336.13
424380,336.14
424500,336.15
424610,336.16
424730,336.17
424850,336.18
424960,336.19
425080,336.2
425190,336.21
425310,336.22
425420,336.23
425540,336.24
425650,336.25
425770,336.26
425890,336.27
426000,336.28
426120,336.29
426230,336.3
426350,336.31
426460,336.32
426580,336.33
426700,336.34
426810,336.35
426930,336.36
427040,336.37
427160,336.38
427280,336.39
427390,336.4
427510,336.41
427620,336.42
427740,336.43
427860,336.44
427970,336.45
428090,336.46
428210,336.47
428320,336.48
428440,336.49
428550,336.5
428670,336.51
428790,336.52
428900,336.53
429020,336.54
429140,336.55
429250,336.56
429370,336.57
429490,336.58
429600,336.59
429720,336.6
429840,336.61
429950,336.62
430070,336.63
430180,336.64
430300,336.65
430420,336.66
430530,336.67
430650,336.68
430770,336.69
430890,336.7
431000,336.71
431120,336.72
431240,336.73
431350,336.74
431470,336.75
431590,336.76
431700,336.77
431820,336.78
431940,336.79
432050,336.8
432170,336.81
432290,336.82
432410,336.83
432520,336.84
432640,336.85
432760,336.86
432870,336.87
432990,336.88
433110,336.89
433230,336.9
433340,336.91
433460,336.92
433580,336.93
433690,336.94
433810,336.95
433930,336.96
434050,336.97
434160,336.98
434280,336.99
434400,337
434520,337.01
434630,337.02
434750,337.03
434870,337.04
434990,337.05
435100,337.06
435220,337.07
435340,337.08
435460,337.09
435580,337.1
435690,337.11
435810,337.12
435930,337.13
436050,337.14
436160,337.15
436280,337.16
436400,337.17
436520,337.18
436640,337.19
436750,337.2
436870,337.21
436990,337.22
437110,337.23
437230,337.24
437340,337.25
437460,337.26
437580,337.27
437700,337.28
437820,337.29
437930,337.3
438050,337.31
438170,337.32
438290,337.33
438410,337.34
438530,337.35
438640,337.36
438760,337.37
438880,337.38
439000,337.39
439120,337.4
439240,337.41
439360,337.42
439470,337.43
439590,337.44
439710,337.45
439830,337.46
439950,337.47
440070,337.48
440190,337.49
440300,337.5
440420,337.51
440540,337.52
440660,337.53
440780,337.54
440900,337.55
441020,337.56
441140,337.57
441250,337.58
441370,337.59
441490,337.6
441610,337.61
441730,337.62
441850,337.63
441970,337.64
442090,337.65
442210,337.66
442330,337.67
442440,337.68
442560,337.69
442680,337.7
442800,337.71
442920,337.72
443040,337.73
443160,337.74
443280,337.75
443400,337.76
443520,337.77
443640,337.78
443760,337.79
443880,337.8
444000,337.81
444110,337.82
444230,337.83
444350,337.84
444470,337.85
444590,337.86
444710,337.87
444830,337.88
444950,337.89
445070,337.9
445190,337.91
445310,337.92
445430,337.93
445550,337.94
445670,337.95
445790,337.96
445910,337.97
