step,distance,u,P[kPa],T,rho_g,m_dot,Re,h_g,tau_g,Q_gr,Sigma_Plos_gr,A_recieve_heat,mu_g
start,start,0.0,168.96343158152203,32.604039927848646,9.242195818643191,6.184268313181411e-08,0.0,16.109098948375067,0.0,0.0,0.0,5.58e-06,
0,0.0,0.0005701093115442867,168.9634231892647,41.115975014658545,12.052792504397562,0.0,1.7696746503611802,17.086255035463708,1.7709263738712523e-05,0.08312987994997639,0.008392257324885577,5.58e-06,1.1648597501465854e-05
1,0.00062,0.0011314259699415636,168.96341657780624,41.371145993728305,12.14645839749132,6.184268313181411e-08,3.536494717894099,17.11607321775518,3.5173770553543326e-05,0.16876554152571716,0.015003715787315741,5.58e-06,1.1658e-05
2,0.00124,0.0016924939464406043,168.96341001203572,41.461985142852996,12.179794057141185,1.2368536626362822e-07,5.30328705544761,17.126368507427962,5.263068771645342e-05,0.255284420617098,0.021569486299995333,5.58e-06,1.1661198514285296e-05
3,0.00186,0.0022533642796773003,168.96340346243903,41.50900089830253,12.197600359320996,1.8552804939544232e-07,7.069957201613548,17.131748130553298,7.008263358367027e-05,0.3422602853873786,0.028119082999182865,5.58e-06,1.1663e-05
4,0.00248,0.002814268983656518,168.96339692139324,41.53790013220578,12.208160052882302,2.4737073252725644e-07,8.836688833421086,17.135948152547236,8.753502246765235e-05,0.42951701980517776,0.034660128789255396,5.58e-06,1.1664e-05
5,0.0031,0.003375220157639346,168.96339038544488,41.5576045825444,12.215041833017757,3.092134156590705e-07,10.60333529404829,17.13735853266312,0.00010498969235395937,0.5169652751679528,0.04119607713073492,5.58e-06,1.166476045825444e-05
6,0.00372,0.003935982183651636,168.9633838527529,41.57183128696033,12.220549386088086,3.7105609879088464e-07,12.370109614418304,17.13942614703823,0.00012243720790288323,0.6045517645374272,0.0477287691028323,5.58e-06,1.1665183128696028e-05
7,0.00434,0.0044969710136399475,168.9633773227685,41.5826669035726,12.224066761429025,4.328987819226988e-07,14.13627821745565,17.141000923319215,0.000139897770253663,0.6922435659148719,0.054258753516478464,5.58e-06,1.1666e-05
8,0.00496,0.005057678925267597,168.9633707942059,41.59120752651728,12.2274830106069,4.947414650545129e-07,15.90331299463761,17.14206666666667,0.00015734101957912475,0.7800183725955486,0.06078731612069532,5.58e-06,1.1666e-05
9,0.00558,0.005618374336774885,168.9633642674673,41.59811148912621,12.230244595650474,5.56584148186327e-07,17.670347771819564,17.14206666666667,0.00017478388003417547,0.8678602723213001,0.06731405470054597,5.58e-06,1.1666e-05
10,0.0062,0.006179258288327752,168.96335774220248,41.60377255688172,12.23213176706451,6.18426831318141e-07,19.436754002283973,17.142614944933474,0.00019223882227191864,0.955757162334187,0.07383931954973377,5.58e-06,1.166637725568817e-05
11,0.00682,0.006740223726500045,168.96335121773336,41.608523180780594,12.233556954234174,6.802695144499552e-07,21.202868244414965,17.143305368940112,0.00020969918615435144,1.0437002140072547,0.08036378867109306,5.58e-06,1.1666852318078058e-05
12,0.00744,0.007301029245516141,168.96334469375867,41.61257781793137,12.235031127172542,7.421121975817693e-07,22.969483178011583,17.143894642872688,0.00022714962188649817,1.1316826706318628,0.08688776334747672,5.58e-06,1.1667e-05
13,0.00806,0.007861746489316783,168.9633381704875,41.61608095347509,12.236432381390033,8.039548807135834e-07,24.73636649939709,17.14440376523838,0.0002445946567756238,1.2196991722441535,0.09341103452607058,5.58e-06,1.1667e-05
14,0.00868,0.008422457739062918,168.96333164796332,41.619139426483855,12.23765577059354,8.657975638453976e-07,26.503249820782603,17.144848263315655,0.00026203950517772543,1.3077453972725956,0.0999335586966481,5.58e-06,1.1667e-05
15,0.0093,0.00898316373634915,168.9633251260912,41.62183398205917,12.238733592823667,9.276402469772115e-07,28.270133142168095,17.145239872059268,0.0002794841901652948,1.395817808915468,0.10645543082500808,5.58e-06,1.1667e-05
16,0.00992,0.009543865092621758,168.96331860479344,41.62422680515135,12.23969072206054,9.894829301090258e-07,30.03701646355361,17.14558762901533,0.00029692873076164815,1.483913474746679,0.11297672858927399,5.58e-06,1.1667e-05
17,0.01054,0.010104562316139739,168.96331208400562,41.62636658914681,12.240546635658726,1.05132561324084e-06,31.803899784939112,17.145898610956007,0.0003143731427797396,1.5720299355870344,0.11949751639622264,5.58e-06,1.1667e-05
18,0.01116,0.010665255834240127,168.9633055636738,41.62829201887314,12.241316807549257,1.113168296372654e-06,33.57078310632462,17.14617844007623,0.00033181743951487885,1.6601651082290416,0.12601784823345952,5.58e-06,1.1667e-05
19,0.01178,0.011225946010240732,168.96329904375216,41.630034224286646,12.24201368971466,1.1750109795044681e-06,35.33765606166856,17.146431640596326,0.0003492617347239415,1.7483172120102997,0.1325377698522061,5.58e-06,1.1667003422428665e-05
20,0.0124,0.01178663315569063,168.9632925241998,41.631618545806816,12.242647418322726,1.236853662636282e-06,37.104035010257185,17.146661895323923,0.00036671081799469245,1.8364847125448331,0.1390573222306557,5.58e-06,1.1667161854580682e-05
21,0.01302,0.01234731753887782,168.96328600489636,41.63306582788351,12.243226331153402,1.2986963457680964e-06,38.87041164259173,17.146872233652402,0.00038415983786967264,1.92466627802695,0.14557662565493956,5.58e-06,1.166730658278835e-05
22,0.01364,0.012907999394329541,168.96327948582032,41.63439337303447,12.243757349213782,1.3605390288999103e-06,40.63678615649759,17.14706517021434,0.00040160879973143875,2.0128607448076137,0.15209570169099607,5.58e-06,1.1667439337303445e-05
23,0.01426,0.013468678927462953,168.96327296695284,41.63561566858175,12.244246267432692,1.4223817120317246e-06,42.403158725112796,17.147242810500543,0.00041905770829445143,2.1010670900340105,0.15861456916900352,5.58e-06,1.1667561566858174e-05
24,0.01488,0.0140293563192472,168.9632664482774,41.63674493907996,12.244697975631974,1.4842243951635386e-06,44.169529500861415,17.147406931146286,0.0004365065677120734,2.189284409658204,0.1651332446199376,5.58e-06,1.1667674493907994e-05
25,0.0155,0.01459003172996429,168.9632599297793,41.63779157324552,12.245116629298197,1.5460670782953527e-06,45.9358986186555,17.147559041978347,0.0004539553816628832,2.2775119005951083,0.1716517427121289,5.58e-06,1.166777915732455e-05
26,0.01612,0.015150705302270086,168.96325341144563,41.63876445749429,12.245505782997702,1.6079097614271668e-06,47.70226619849826,17.147700434489167,0.00047140415342092817,2.36574884612209,0.17817007639678195,5.58e-06,1.1667876445749427e-05
27,0.01674,0.015711377163706883,168.96324689326474,41.63967123912465,12.245868495649844,1.6697524445589811e-06,49.46863234761904,17.147832220086112,0.0004888528859133892,2.4539946038364144,0.1846882572863251,5.58e-06,1.1667967123912462e-05
28,0.01736,0.016272116329105232,168.96324037522626,41.640518535902174,12.24615556077064,1.7315951276907953e-06,51.235224854948264,17.14788,0.0005063014755413329,2.542248595649608,0.19120629577082582,5.58e-06,1.1668e-05
29,0.01798,0.01683289708441166,168.9632338573222,41.64131080829577,12.246393242488718,1.7934378108226092e-06,53.0019567464982,17.14788,0.000523749981815774,2.63051028473701,0.19772419982473366,5.58e-06,1.1668e-05
30,0.0186,0.017393677604095582,168.96322733954466,41.64205254717734,12.24661576415319,1.855280493954423e-06,54.76868863804815,17.14788,0.0005411984807588994,2.7187791789022944,0.2042419773642905,5.58e-06,1.1668e-05
31,0.01922,0.017954457902326644,168.96322082188553,41.642748455373805,12.246824536612129,1.9171231770862376e-06,56.535420529598085,17.14788,0.0005586469728115927,2.8070548329569136,0.21075963648036122,5.58e-06,1.1668e-05
32,0.01984,0.01851523799203077,168.96321430433753,41.643402668701185,12.247020800610343,1.9789658602180515e-06,58.30215242114802,17.14788,0.0005760954583760401,2.8953368418866683,0.2172771845071111,5.58e-06,1.1668e-05
33,0.02046,0.019076017885031566,168.96320778689395,41.64401883900547,12.247205651701629,2.0408085433498655e-06,60.06888431269796,17.14788,0.0005935439378201289,2.9836248361505366,0.22379462808021344,5.58e-06,1.1668e-05
34,0.02108,0.01963679759217219,168.96320126954873,41.644600203015216,12.247380060904554,2.10265122648168e-06,61.83561620424792,17.14788,0.0006109924114812403,3.0719184776483206,0.23031197328236885,5.58e-06,1.1668e-05
35,0.0217,0.020197577123421018,168.96319475229635,41.64514963975665,12.247544891926985,2.1644939096134937e-06,63.60234809579784,17.14788,0.0006284408796695373,3.1602174562460084,0.23682922567240894,5.58e-06,1.1668e-05
36,0.02232,0.02075835648796327,168.96318823513167,41.6456697186901,12.24770091560702,2.226336592745308e-06,65.36907998734779,17.14788,0.0006458893426708143,3.248521486768725,0.24334639034350403,5.58e-06,1.1668e-05
37,0.02294,0.021319135694281,168.96318171805,41.646162740271336,12.24784882208139,2.288179275877122e-06,67.13581187889773,17.14788,0.0006633378007489884,3.336830306387684,0.24986347201047465,5.58e-06,1.1668e-05
38,0.02356,0.021879914750223186,168.96317520104708,41.646630770293996,12.247989231088187,2.3500219590089363e-06,68.90254377044766,17.14788,0.0006807862541482778,3.425143672340735,0.2563804749515839,5.58e-06,1.1668e-05
39,0.02418,0.022440693663067227,168.96316868411884,41.64707566909823,12.248122700729459,2.4118646421407506e-06,70.66927566199762,17.14788,0.0006982347030951157,3.5134613599366364,0.26289740318316035,5.58e-06,1.1668e-05
40,0.0248,0.023001472439573102,168.96316216726163,41.64749911651984,12.248249734955941,2.473707325272564e-06,72.43600755354755,17.14788,0.0007156831477998372,3.6017831608016784,0.2694142604013905,5.58e-06,1.1668e-05
41,0.02542,0.023562251086031497,168.96315565047198,41.64790263328695,12.248370789986074,2.5355500084043784e-06,74.20273944509749,17.14788,0.0007331315884581747,3.690108881334148,0.2759310500405263,5.58e-06,1.1668e-05
42,0.02604,0.024123029608306132,168.96314913374675,41.64828759944214,12.248486279832633,2.5973926915361928e-06,75.96947133664742,17.14788,0.000750580025252576,3.778438341337743,0.28244777527288534,5.58e-06,1.1668e-05
43,0.02666,0.02468380801187177,168.96314261708295,41.648655270260576,12.248596581078163,2.6592353746680067e-06,77.73620322819737,17.14788,0.0007680284583533861,3.8667713728096107,0.28896443906705827,5.58e-06,1.1668e-05
44,0.02728,0.02524458630184766,168.96313610047787,41.64900679005376,12.248702037016118,2.7210780577998206e-06,79.50293511974733,17.14788,0.0007854768879198893,3.955107818862472,0.29548104415880516,5.58e-06,1.1668e-05
45,0.0279,0.02580536448302803,168.96312958392886,41.64934320417825,12.248802961253466,2.7829207409316354e-06,81.26966701129726,17.14788,0.0008029253141012562,4.0434475327633965,0.30199759316747077,5.58e-06,1.1668e-05
46,0.02852,0.026366142559908778,168.96312306743354,41.6496654695178,12.24889964085533,2.8447634240634493e-06,83.0363989028472,17.14788,0.000820373737037375,4.131790377074399,0.3085140884795692,5.58e-06,1.1668e-05
47,0.02914,0.026926920536711793,168.9631165509897,41.64997446365902,12.248992339097697,2.9066061071952628e-06,84.80313079439712,17.14788,0.0008378221568596084,4.220136222882166,0.31503053233609535,5.58e-06,1.1668e-05
48,0.02976,0.02748763760504284,168.96311003459513,41.650270992947526,12.249108397178997,2.968448790327077e-06,86.56966162520172,17.14791938430837,0.0008552706679232887,4.3084849491060355,0.3215469268907327,5.58e-06,1.166802709929475e-05
49,0.03038,0.028048348565772523,168.96310351824718,41.650556205764644,12.249222482305845,3.0302914734588914e-06,88.33617348485973,17.147960835237793,0.0008727191763486661,4.396836446913141,0.32806327485013753,5.58e-06,1.1668055620576462e-05
50,0.031,0.0286090590174996,168.96309700194396,41.65083078360965,12.249332313443848,3.0921341565907053e-06,90.10268492093404,17.148000740551264,0.0008901676730931126,4.485190613055189,0.3345795780478511,5.58e-06,1.1668083078360962e-05
51,0.03162,0.02916976897903825,168.9630904856839,41.651095320031345,12.249438128012525,3.1539768397225197e-06,91.8691959491246,17.148039186511216,0.0009076161585883877,4.573547349949262,0.34109583814279176,5.58e-06,1.1668109532003131e-05
52,0.03224,0.02973047846816114,168.96308396946532,41.65135036487288,12.24954014594914,3.2158195228543336e-06,93.63570658426015,17.14807625302819,0.0009250646332423515,4.661906565355885,0.34761205670656636,5.58e-06,1.1668135036487286e-05
53,0.03286,0.030291187501675847,168.96307745328676,41.65159642823977,12.249638571295895,3.277662205986148e-06,95.40221684036202,17.148112014237512,0.0009425130974407149,4.7502681719928415,0.3541282352525741,5.58e-06,1.1668159642823974e-05
54,0.03348,0.030851896095493967,168.96307093714685,41.65183398404247,12.249733593616975,3.3395048891179623e-06,97.16872673070223,17.148146539014167,0.0009599615515486278,4.83863208718343,0.3606443751777988,5.58e-06,1.1668183398404244e-05
55,0.0341,0.03141260426469408,168.9630644210442,41.652063473165526,12.249825389266197,3.401347572249776e-06,98.93523626785633,17.148179891433387,0.0009774099959121236,4.92699823253551,0.3671604778210167,5.58e-06,1.166820634731655e-05
56,0.03472,0.03197331202357947,168.96305790497755,41.652285306308215,12.249914122523274,3.4631902553815905e-06,100.70174546375151,17.14821213118346,0.0009948584308594438,5.015366533648153,0.3736765444627963,5.58e-06,1.166822853063082e-05
57,0.03534,0.032534019385730806,168.96305138894573,41.65249986653629,12.249999946614503,3.525032938513405e-06,102.46825432971117,17.148243313936604,0.001012306856702246,5.103736919843098,0.3801925762963947,5.58e-06,1.1668249986653627e-05
58,0.03596,0.03309472636405423,168.96304487294756,41.6527075115784,12.250083004631348,3.5868756216452183e-06,104.2347628764948,17.148273491682723,0.0010297552737367098,5.1921093239185225,0.38670857445686124,5.58e-06,1.1668270751157838e-05
59,0.03658,0.03365543297082603,168.963038356982,41.65290857589622,12.250163430358477,3.6487183047770327e-06,106.0012711143357,17.148302713030247,0.001047203682244559,5.280483681922927,0.3932245400210377,5.58e-06,1.166829085758962e-05
60,0.0372,0.03421613921773286,168.96303184104798,41.65310337255488,12.250241349021941,3.710560987908846e-06,107.76777905297445,17.148331023477976,0.001064652082493987,5.368859932947205,0.3997404740366619,5.58e-06,1.1668310337255486e-05
61,0.03782,0.03477684511590961,168.9630253251445,41.65329219491457,12.250316877965815,3.772403671040661e-06,109.53428670169069,17.148358465660912,0.0010821004747405244,5.4572380189331415,0.40625637749326415,5.58e-06,1.1668329219491454e-05
62,0.03844,0.03533755067597363,168.9630188092707,41.65347531816428,12.250390127265701,3.834246354172475e-06,111.30079406933183,17.148385079573206,0.0010995488592278257,5.545617884496825,0.412772251322167,5.58e-06,1.1668347531816426e-05
63,0.03906,0.035898255908056564,168.9630122934256,41.6536530007138,12.250461200285509,3.896089037304289e-06,113.06730116433967,17.1484109027704,0.0011169972361883987,5.633999476765589,0.4192880964255892,5.58e-06,1.1668365300071377e-05
64,0.03968,0.036458960821833995,168.96300577760837,41.653825485459095,12.250530194183625,3.957931720436103e-06,114.83380799477513,17.148435970553386,0.0011344456058442844,5.722382745227242,0.4258039136475418,5.58e-06,1.1668382548545907e-05
