Q_load,HS,EC,CL ave.,wick,groove,VL,CL,LL,Cap.,converg_judge
1000,38.23142134183598,35.611754982543516,100.11846198512944,196.0324379229629,0.07120948101510294,3.156142187595833,81.22808347447426,14.101019045134308,8758.294657400778,True
2000,50.440424807418026,45.201092088833036,104.57819960072146,338.2709930448983,0.12960501021007076,9.091505465301452,113.81657321931561,1243.8440573862754,8079.98982046487,False
3000,46.30021201162634,38.441212933748886,101.21715643860449,506.039338683186,0.18373244427493773,16.59354044229258,161.5718912978482,3039.9217572522466,8764.233965536716,False
4000,47.804277063469954,37.32561162630003,105.64848133883555,638.7173312321827,0.22870706566027366,24.27426384727005,131.02042003785027,3360.201761692617,8955.802391410685,False
5000,52.530891383110145,39.432559586647756,112.081486498105,634.5324976715876,0.23006395236006938,24.62465176641126,80.08089383362676,2422.5402307711774,8781.336561399874,False
6000,59.56396833216138,43.845970176406524,119.51845140541127,544.4019065960841,0.20394820082583465,20.068121507094475,45.25779528770363,1394.8268393928884,8354.229994771844,False
