step,distance,u,P[kPa],T,rho,m_dot,phase,x,h_in,P_loss_mix,LM_C,LM_X,Delta_P_2p,P_loss_all_phase,Q_release_mix,Delta_T,G_in_mix,G_pipe_mix,R_insu_mix,G_ex_mix
start,start,11.67200026937317,154.76797378703858,30.036694624025642,8.504701105479127,0.02122570450135724,,,,,,,,,,,,,,
0,0.0,11.49964645711493,154.68192325006436,30.03422572827668,-,0.02060015143752655,mix,0.9851540557152376,17.74997145067321,86.05053697424592,20.0,0.0017800906384819002,86.0505369742468,86.05053697424592,7.433451731271556e-05,0.002468895748961586,69.54944177273745,103.05375227333576,485.4955599291535,1.1224910551276333
1,0.15,11.506738974337066,154.5955439687613,30.017677548089296,-,0.020603260472804696,mix,0.9852283940803457,17.73960889211499,172.42981827730546,20.0,0.0017788268252995054,86.3792813030485,172.42981827730546,0.00014366704884982126,0.016548180187385242,68.72633445355311,103.05375227333576,485.4955599291535,1.1224910551276333
2,0.3,11.513866298455797,154.50912358389192,30.001066147838685,-,0.02060638156746742,mix,0.9853030151492073,17.67000572725137,258.85020314666326,20.0,0.001770345311878543,86.4203848693622,258.85020314666326,0.00017947514769479122,0.016611400250610586,68.75830413713801,103.05375227333576,485.4955599291535,1.1224910551276333
3,0.44999999999999996,11.520757200229562,154.42266189455606,29.98502288590595,-,0.02060939608369541,mix,0.985375082709892,17.600055856362804,345.3118924825394,20.0,0.0017618326135029436,86.46168933588434,345.3118924825394,0.00018163463780696674,0.01604326193273664,68.79042779204693,103.05375227333576,485.4955599291535,1.1224910551276333
4,0.6,11.527641650262956,154.33616026917664,29.969011461954835,-,0.020612404842395262,mix,0.9854470073709216,17.532524721184092,431.81351786194136,20.0,0.0017536137070957598,86.50162537940271,431.81351786194136,0.00015130011491758157,0.016011423951113102,68.82080266782467,103.05375227333576,485.4955599291535,1.1224910551276333
5,0.75,11.534536513520688,154.2496187459715,29.952992642440165,-,0.020615415218529484,mix,0.9855189654434692,17.465056783065215,518.3550410670869,20.0,0.0017454121555861338,86.54152320514949,518.3550410670869,8.853978858724608e-05,0.016018819514670213,68.8510981658098,103.05375227333576,485.4955599291535,1.1224910551276333
6,0.8999999999999999,11.541406317876907,154.1630372656389,29.936966434439228,-,0.020618427210731743,mix,0.9855909568875598,17.397478994527745,604.9365213996789,20.0,0.0017372077257833338,86.58148033259272,604.9365213996789,-6.657545337430894e-06,0.01602620800093746,68.8814369150157,103.05375227333576,485.4955599291535,1.1224910551276333
7,1.05,11.548278310689954,154.076416069471,29.920932826970216,-,0.020621440780810022,mix,0.985662980783131,17.32977880525492,691.5577175675717,20.0,0.0017289799235537244,86.62119616789997,691.5577175675717,-0.00013430301988703446,0.016033607469012168,68.91339131615413,103.05375227333576,485.4955599291535,1.1224910551276333
8,1.2,11.555160631083874,153.98975516739978,29.904891864716888,-,0.02062445591101434,mix,0.9857350366988938,17.261965816219668,778.2186196388211,20.0,0.0017207448166796006,86.66090207125463,778.2186196388211,-0.00029440773416530136,0.01604096225332796,68.9457522641656,103.05375227333576,485.4955599291535,1.1224910551276333
9,1.3499999999999999,11.562269331460104,153.90305450036195,29.888414455269242,-,0.020627553209411027,mix,0.9858090507951767,17.19404263609552,864.9192866766534,20.0,0.0017125071588056774,86.70066703782024,864.9192866766534,-0.0004869826395208298,0.01647740944764564,68.97815884873299,103.05375227333576,485.4955599291535,1.1224910551276333
10,1.5,11.569483839251317,153.8163122365319,29.871741250069647,-,0.020630687464975234,mix,0.9858839423761391,17.124061359244656,951.6615505066875,20.0,0.001704060301977507,86.74226383003416,951.6615505066875,-0.000712907011849399,0.01667320519959503,69.0099499247795,103.05375227333576,485.4955599291535,1.1224910551276333
