step,distance,u,P[kPa],T,rho,m_dot,phase,x,P_loss_gas,P_loss_all_phase,Q_release_gas,Delta_T,G_in_gas,G_pipe_gas,R_insu_gas,G_ex_gas,h_in,P_loss_mix,LM_C,LM_X,Delta_P_2p,Q_release_mix,G_in_mix,G_pipe_mix,R_insu_mix,G_ex_mix
12,0.8999999999999999,3.500716756650601,157.02747967696962,46.56415689430037,14.178078447150172,0.010612852250678621,gas,1.0,84.38462199855712,84.38462199855712,124.21214182108446,0.7521560600275734,0.4639121861194868,51.52687613666788,0.0,3.6002651810139032,,,,,,,,,,
13,0.975,3.5753823323335276,157.0197738195016,45.844985497768675,13.88199419910746,0.01061285225067862,gas,1.0,92.09047946656938,92.09047946656938,130.94777470196775,0.7191713965316922,0.4625306717744735,51.52687613666788,0.0,3.6002651810139032,,,,,,,,,,
14,1.05,3.648730885994436,157.01190801078909,45.15732908773987,13.602931635095935,0.01061285225067862,gas,1.0,99.95628817909164,99.95628817909164,137.37490052093605,0.6876564100288078,0.4612194591206975,51.52687613666788,0.0,3.6002651810139032,,,,,,,,,,
15,1.125,3.720393899735694,157.0038851676448,44.49977272612949,13.340909090451797,0.01061285225067862,gas,1.0,107.97913132337271,107.97913132337271,143.5085700330337,0.657556361610375,0.4599808515051569,51.52687613666788,0.0,3.6002651810139032,,,,,,,,,,
16,1.2,3.7907212192062607,156.99570891536666,43.87100500266945,13.093402001067778,0.010612852250678621,gas,1.0,116.15538360152277,116.15538360152277,149.36267154687152,0.6287677234600437,0.4587803295906762,51.52687613666788,0.0,3.6002651810139032,,,,,,,,,,
17,1.275,3.8592520615340935,156.98738217762235,43.269738313060316,12.860895325224112,0.010612852250678621,gas,1.0,124.4821213458199,124.4821213458199,154.95072521531668,0.6012666896091332,0.4576458273449892,51.52687613666788,0.0,3.6002651810139032,,,,,,,,,,
18,1.3499999999999999,3.9264142031435525,156.9789088799166,42.694767507404094,12.64090700296163,0.010612852250678621,gas,1.0,132.95541905157734,132.95541905157734,160.28528098502244,0.5749708056562213,0.45654989224166653,51.52687613666788,0.0,3.6002651810139032,,,,,,,,,,
19,1.425,3.991763184308056,156.97029207546356,42.14490816298826,12.433963265195288,0.010612852250678621,gas,1.0,141.5722235045978,141.5722235045978,165.37853845312253,0.549859344415836,0.45551847610007823,51.52687613666788,0.0,3.6002651810139032,,,,,,,,,,
20,1.5,4.0558086871160945,156.96153569118766,41.619044632032114,12.237617852812843,0.01061285225067862,gas,1.0,150.32860778050963,150.32860778050963,170.24199473680946,0.5258635309561441,0.45454303393656775,51.52687613666788,0.0,3.6002651810139032,,,,,,,,,,
21,1.575,4.117986282097755,156.95264243436708,41.11613901307237,12.05284170392171,0.01061285225067862,gas,1.0,159.22186460110242,159.22186460110242,174.88625733694244,0.5029056189597441,0.4535884936820434,51.52687613666788,0.0,3.6002651810139032,,,,,,,,,,
22,1.65,4.178578755172552,156.94361639898227,40.63516652977131,11.878066611908517,0.010612852250678621,gas,1.0,168.2478999859013,168.2478999859013,179.32174471210587,0.48097248330105913,0.4526899559987234,51.52687613666788,0.0,3.6002651810139032,,,,,,,,,,
23,1.7249999999999999,4.2374427595447335,156.93446101782968,40.1751591493462,11.713063659738475,0.010612852250678621,gas,1.0,177.40328113848227,177.40328113848227,183.5581911151165,0.460007380425111,0.4518276448567955,51.52687613666788,0.0,3.6002651810139032,,,,,,,,,,
24,1.7999999999999998,4.294829835888303,156.92518005841205,39.73518300965827,11.556554902897478,0.01061285225067862,gas,1.0,186.6842405561183,186.6842405561183,187.60497633445684,0.4399761396879285,0.4510160169586328,51.52687613666788,0.0,3.6002651810139032,,,,,,,,,,
25,1.875,4.350638105122228,156.91577664973659,39.31437325267251,11.408311975801746,0.01061285225067862,gas,1.0,196.08764923157287,196.08764923157287,191.47076359814216,0.4208097569857614,0.45022172600696364,51.52687613666788,0.0,3.6002651810139032,,,,,,,,,,
26,1.95,4.404593556969818,156.90625424750093,38.91187425322937,11.268562275968804,0.010612852250678621,gas,1.0,205.61005146725802,205.61005146725802,195.16403756516902,0.4024989994431394,0.4494749502919689,51.52687613666788,0.0,3.6002651810139032,,,,,,,,,,
27,2.025,4.45739926975464,156.89661675656282,38.52688796785566,11.135066390356688,0.01061285225067862,gas,1.0,215.2475424053555,215.2475424053555,198.69268220804605,0.3849862853737136,0.4487493848997862,51.52687613666788,0.0,3.6002651810139032,,,,,,,,,,
28,2.1,4.508255505286092,156.8868666760509,38.15863787880278,11.0094551515211,0.01061285225067862,gas,1.0,224.99762291728985,224.99762291728985,202.06436528131462,0.3682500890528786,0.4480675960160173,51.52687613666788,0.0,3.6002651810139032,,,,,,,,,,
29,2.175,4.557744018646571,156.8770083416082,37.80637736709639,10.889913210128915,0.010612852250678621,gas,1.0,234.85595735997777,234.85595735997777,205.28640393105238,0.3522605117063904,0.44743316713742853,51.52687613666788,0.0,3.6002651810139032,,,,,,,,,,
30,2.25,4.6055702321104155,156.86704445943144,37.469425627107626,10.776827688132279,0.01061285225067862,gas,1.0,244.81983953673625,244.81983953673625,208.36543768906162,0.3369517399887627,0.4467938228447831,51.52687613666788,0.0,3.6002651810139032,,,,,,,,,,
31,2.3249999999999997,4.652060648027086,156.85697878293132,37.14709783275981,10.669129349827932,0.01061285225067862,gas,1.0,254.88551603685482,254.88551603685482,211.30812338900395,0.3223277943478138,0.44620197483135227,51.52687613666788,0.0,3.6002651810139032,,,,,,,,,,
32,2.4,4.696843648290907,156.84681399269954,36.83875747050632,10.567402390562016,0.010612852250678623,gas,1.0,265.05030626864755,265.05030626864755,214.1206415707665,0.3083403622534888,0.44563096216727105,51.52687613666788,0.0,3.6002651810139032,,,,,,,,,,
33,2.475,4.740135331323549,156.83655384104316,36.54379483594556,10.470890244221488,0.01061285225067862,gas,1.0,275.3104579250212,275.3104579250212,216.80887760415678,0.2949626345607612,0.4450789180648801,51.52687613666788,0.0,3.6002651810139032,,,,,,,,,,
34,2.55,4.782231216194801,156.82620155286253,36.26162371196369,10.378719587828382,0.01061285225067862,gas,1.0,285.66274610563414,285.66274610563414,219.37847408260694,0.2821711239818683,0.444551362551367,51.52687613666788,0.0,3.6002651810139032,,,,,,,,,,
35,2.625,4.822837173886184,156.8157596688654,35.99167433084784,10.291335785871308,0.01061285225067862,gas,1.0,296.1046301027527,296.1046301027527,221.8348835123301,0.26994938111585043,0.4440632525554451,51.52687613666788,0.0,3.6002651810139032,,,,,,,,,,
36,2.6999999999999997,4.862355203576503,156.80523137206112,35.73342052359311,10.20769456754979,0.01061285225067862,gas,1.0,306.6329269070702,306.6329269070702,224.18315432578572,0.25825380725473224,0.4435845881954799,51.52687613666788,0.0,3.6002651810139032,,,,,,,,,,
37,2.775,4.900309441996689,156.79461896784954,35.486353681486605,10.12863317807571,0.01061285225067862,gas,1.0,317.24533111864,317.24533111864,226.42813066054302,0.24706684210650565,0.4431201249124228,51.52687613666788,0.0,3.6002651810139032,,,,,,,,,,
38,2.85,4.93668829093742,156.78392580052892,35.24998273131331,10.053994474020259,0.010612852250678621,gas,1.0,327.9384984392382,327.9384984392382,228.57448815809863,0.23637095017329557,0.4426819220550751,51.52687613666788,0.0,3.6002651810139032,,,,,,,,,,
39,2.925,4.97212955671918,156.77315547516096,35.023828324155204,9.982329750433044,0.01061285225067862,gas,1.0,338.7088238072174,338.7088238072174,230.6267546047158,0.22615440715810564,0.4422872065267497,51.52687613666788,0.0,3.6002651810139032,,,,,,,,,,
40,3.0,5.0062255520975,156.76230973689917,34.807461489656475,9.914342907752129,0.01061285225067862,gas,1.0,349.55456206901,349.55456206901,232.58901408888764,0.21636683449872862,0.44187926127959676,51.52687613666788,0.0,3.6002651810139032,,,,,,,,,,
41,3.0749999999999997,5.039161899497243,156.75139145423032,34.600455142927956,9.849542004593514,0.01061285225067862,gas,1.0,360.47284473784384,360.47284473784384,234.46529237785543,0.20700634672851947,0.4414878526791556,51.52687613666788,0.0,3.6002651810139032,,,,,,,,,,
42,3.15,5.070873465135677,156.74040309156086,34.40239175091466,9.787946226285364,0.01061285225067862,gas,1.0,371.46120740729384,371.46120740729384,236.25951357351647,0.19806339201329592,0.44113583513349464,51.52687613666788,0.0,3.6002651810139032,,,,,,,,,,
43,3.225,5.101441621405176,156.72934726785923,34.21289110393758,9.72929624222064,0.010612852250678621,gas,1.0,382.5170311089605,382.5170311089605,237.97525078325353,0.18950064697708058,0.4407762775830082,51.52687613666788,0.0,3.6002651810139032,,,,,,,,,,
44,3.3,5.1309059649798305,156.71822663463078,34.03157642355416,9.673425538454678,0.01061285225067862,gas,1.0,393.63766433738056,393.63766433738056,239.61604993031068,0.1813146803834229,0.4404470976202357,51.52687613666788,0.0,3.6002651810139032,,,,,,,,,,
45,3.375,5.159307200809354,156.7070433065083,33.85808737796873,9.620174737658424,0.010612852250678621,gas,1.0,404.8209924598632,404.8209924598632,241.18526007264052,0.173489045585427,0.44013872499597684,51.52687613666788,0.0,3.6002651810139032,,,,,,,,,,
46,3.4499999999999997,5.186638690428681,156.6957995812299,33.6920924998974,9.56948030496859,0.01061285225067862,gas,1.0,416.064717738278,416.064717738278,242.68599538803718,0.16599487807133073,0.4398246523913432,51.52687613666788,0.0,3.6002651810139032,,,,,,,,,,
47,3.525,5.212987524468394,156.68449790053683,33.53326235144425,9.52111175483905,0.010612852250678621,gas,1.0,427.3663984313316,427.3663984313316,244.121320335823,0.15883014845314847,0.43953346669233245,51.52687613666788,0.0,3.6002651810139032,,,,,,,,,,
48,3.5999999999999996,5.238331409797258,156.67314014211067,33.381281765201095,9.475047093090723,0.01061285225067862,gas,1.0,438.7241568574973,438.7241568574973,245.49415347187403,0.15198058624315536,0.43926375222167874,51.52687613666788,0.0,3.6002651810139032,,,,,,,,,,
49,3.675,5.262709131861271,156.6617286914234,33.23585712848711,9.43115713854613,0.01061285225067862,gas,1.0,450.1356075447693,450.1356075447693,246.8072355685577,0.1454246367139831,0.4389992995955536,51.52687613666788,0.0,3.6002651810139032,,,,,,,,,,
50,3.75,5.286163035067298,156.65026534990682,33.09670841836669,9.38931252551,0.01061285225067862,gas,1.0,461.5989490613574,461.5989490613574,248.0631632309092,0.1391487101204234,0.4387305941255618,51.52687613666788,0.0,3.6002651810139032,,,,,,,,,,
51,3.8249999999999997,5.308749000527126,156.6387523144134,32.9635529496793,9.34936588490378,0.010612852250678621,gas,1.0,473.1119845547655,473.1119845547655,249.26455038965898,0.13315546868739148,0.4385107020353412,51.52687613666788,0.0,3.6002651810139032,,,,,,,,,,
52,3.9,5.330468890042549,156.627191205781,32.8361420319996,9.311270325535876,0.010612852250678621,gas,1.0,484.67309318715706,484.67309318715706,250.41371157031944,0.12741091767969692,0.4382660697261562,51.52687613666788,0.0,3.6002651810139032,,,,,,,,,,
53,3.9749999999999996,5.3513496302312,156.61558409989865,32.714221953293816,9.274938142081547,0.01061285225067862,gas,1.0,496.2801990695298,496.2801990695298,251.51297342923243,0.12192007870578436,0.4380436383828751,51.52687613666788,0.0,3.6002651810139032,,,,,,,,,,
54,4.05,5.371422838662074,156.6039325216433,32.59755861718162,9.240277350685753,0.01061285225067862,gas,1.0,507.93177732487675,507.93177732487675,252.5644947070188,0.1166633361121967,0.43781517559950656,51.52687613666788,0.0,3.6002651810139032,,,,,,,,,,
55,4.125,5.390701697486803,156.5922384407708,32.48591617739305,9.207231188508338,0.01061285225067862,gas,1.0,519.625858197367,519.625858197367,253.5704564758834,0.11164243978856803,0.4376368218780832,51.52687613666788,0.0,3.6002651810139032,,,,,,,,,,
56,4.2,5.40925499592903,156.58050328500516,32.37908552724372,9.175651145009644,0.01061285225067862,gas,1.0,531.3610139630036,531.3610139630036,254.53277203295391,0.1068306501493339,0.43742610444271446,51.52687613666788,0.0,3.6002651810139032,,,,,,,,,,
57,4.2749999999999995,5.427091042017005,156.5687288501311,32.27685550120833,9.145495517355249,0.010612852250678621,gas,1.0,543.1354488370707,543.1354488370707,255.45338627961002,0.10223002603538589,0.4372401886732125,51.52687613666788,0.0,3.6002651810139032,,,,,,,,,,
58,4.35,5.4441871885477395,156.55691653652028,32.17902846474664,9.116776311706005,0.010612852250678621,gas,1.0,554.9477624479041,554.9477624479041,256.33411064750027,0.09782703646169466,0.43705469842169375,51.52687613666788,0.0,3.6002651810139032,,,,,,,,,,
59,4.425,5.460620291537096,156.54506789542089,32.08541243671152,9.089340431519759,0.010612852250678621,gas,1.0,566.7964035472833,566.7964035472833,257.17670584721606,0.0936160280351146,0.43688592014253796,51.52687613666788,0.0,3.6002651810139032,,,,,,,,,,
60,4.5,5.4764423112740825,156.53318447226542,31.995823177614852,9.063080367863535,0.01061285225067862,gas,1.0,578.679826702748,578.679826702748,257.98285659325023,0.0895892590966696,0.43673617617134136,51.52687613666788,0.0,3.6002651810139032,,,,,,,,,,
61,4.575,5.491562784931536,156.5212675385445,31.91008991257246,9.038126074646003,0.01061285225067862,gas,1.0,590.5967604236794,590.5967604236794,258.75412986718044,0.08573326504239276,0.43657932975934777,51.52687613666788,0.0,3.6002651810139032,,,,,,,,,,
62,4.6499999999999995,5.506118180264957,156.50931836559866,31.828047705012978,9.014233834453758,0.01061285225067862,gas,1.0,602.545933369518,602.545933369518,259.49202545826887,0.082042207559482,0.4364145588526129,51.52687613666788,0.0,3.6002651810139032,,,,,,,,,,
63,4.725,5.520122410817199,156.49733839027,31.74953533025854,8.991365245774976,0.01061285225067862,gas,1.0,614.5259086981823,614.5259086981823,260.1980229960219,0.07851237475443895,0.4362721816558587,51.52687613666788,0.0,3.6002651810139032,,,,,,,,,,
64,4.8,5.5335320342629135,156.48532877649603,31.674400415828188,8.969576120590164,0.010612852250678621,gas,1.0,626.5355224721425,626.5355224721425,260.8735120649771,0.07513491443035036,0.43613597050323527,51.52687613666788,0.0,3.6002651810139032,,,,,,,,,,
65,4.875,5.5463674086679084,156.47329052496556,31.60249574484368,8.948818774514972,0.01061285225067862,gas,1.0,638.5737740026088,638.5737740026088,261.51983007212317,0.07190467098450881,0.4360127090310933,51.52687613666788,0.0,3.6002651810139032,,,,,,,,,,
66,4.95,5.558739875610576,156.46122511749167,31.53368325507455,8.928900777461468,0.010612852250678621,gas,1.0,650.6391814764938,650.6391814764938,262.1382347951478,0.06881248976912957,0.43588682853328864,51.52687613666788,0.0,3.6002651810139032,,,,,,,,,,
67,5.0249999999999995,5.57061249434648,156.44913353161513,31.46782984686496,8.90987065559083,0.01061285225067862,gas,1.0,662.7307673530304,662.7307673530304,262.72994101292204,0.06585340820959118,0.4357672945754978,51.52687613666788,0.0,3.6002651810139032,,,,,,,,,,
68,5.1,5.581948980558167,156.4370166537098,31.404809195932444,8.891775430036668,0.01061285225067862,gas,1.0,674.8476452583564,674.8476452583564,263.2960974342598,0.06302065093251485,0.43564295006569914,51.52687613666788,0.0,3.6002651810139032,,,,,,,,,,
69,5.175,5.592868213781242,156.42487569885645,31.344498531595775,8.874415577099576,0.01061285225067862,gas,1.0,686.988600111712,686.988600111712,263.837819501111,0.06031066433666865,0.4355279283241061,51.52687613666788,0.0,3.6002651810139032,,,,,,,,,,
70,5.25,5.603347335294874,156.4127116438349,31.286779911768065,8.857819054765663,0.010612852250678621,gas,1.0,699.1526551332499,699.1526551332499,264.3561719201419,0.05771861982771043,0.4354210362551186,51.52687613666788,0.0,3.6002651810139032,,,,,,,,,,
71,5.325,5.613382384460956,156.4005254204667,31.231541399299488,8.841983922998248,0.010612852250678621,gas,1.0,711.3388785014686,711.3388785014686,264.8521768490603,0.05523851246857703,0.4353269770438692,51.52687613666788,0.0,3.6002651810139032,,,,,,,,,,
72,5.3999999999999995,5.623037894511684,156.38831797008098,31.178675003469664,8.826801050992312,0.01061285225067862,gas,1.0,723.5463288871979,723.5463288871979,265.32681357266745,0.05286639582982389,0.43524842307085193,51.52687613666788,0.0,3.6002651810139032,,,,,,,,,,
73,5.475,5.632270911792145,156.37608997902564,31.12808118978063,8.812331220277251,0.010612852250678621,gas,1.0,735.7743199425458,735.7743199425458,265.78098450837894,0.050593813689033595,0.4351499027997286,51.52687613666788,0.0,3.6002651810139032,,,,,,,,,,
74,5.55,5.641109389185316,156.36384230310136,31.079662252512605,8.798524079713575,0.010612852250678621,gas,1.0,748.0219958668167,748.0219958668167,266.21557480047426,0.04841893726802482,0.43505305323579635,51.52687613666788,0.0,3.6002651810139032,,,,,,,,,,
75,5.625,5.649581020958287,156.3515759337791,31.033323637864157,8.785330560429147,0.010612852250678621,gas,1.0,760.2883651890734,760.2883651890734,266.6314405081818,0.04633861464844813,0.43496881669631343,51.52687613666788,0.0,3.6002651810139032,,,,,,,,,,
76,5.7,5.657734980751076,156.33929164778033,30.988975676481516,8.772669092120747,0.01061285225067862,gas,1.0,772.5726511878311,772.5726511878311,267.0293915552762,0.04434796138264119,0.4348875001928134,51.52687613666788,0.0,3.6002651810139032,,,,,,,,,,
77,5.7749999999999995,5.665519527083639,156.32699011567877,30.94653258838622,8.760615255101673,0.010612852250678621,gas,1.0,784.8741832894157,784.8741832894157,267.41020250349885,0.042443088095296844,0.43480895068891195,51.52687613666788,0.0,3.6002651810139032,,,,,,,,,,
78,5.85,5.672989763419012,156.3146721023627,30.905912710878624,8.74907920988952,0.010612852250678621,gas,1.0,797.1921966054651,797.1921966054651,267.77461485647405,0.04061987750759499,0.43473400720379024,51.52687613666788,0.0,3.6002651810139032,,,,,,,,,,
79,5.925,5.680157433774628,156.30233806933336,30.86703849347441,8.738038932146726,0.01061285225067862,gas,1.0,809.5262296348228,809.5262296348228,268.12332953290615,0.038874217404213596,0.4346507709615153,51.52687613666788,0.0,3.6002651810139032,,,,,,,,,,
80,6.0,5.687034453037343,156.2899888459409,30.829832747475336,8.72747250028299,0.01061285225067862,gas,1.0,821.8754530272563,821.8754530272563,268.45704369553795,0.037205745999074225,0.43459696714096424,51.52687613666788,0.0,3.6002651810139032,,,,,,,,,,
81,6.075,5.693631861166464,156.2776250792233,30.794224211591654,8.717359676092027,0.01061285225067862,gas,1.0,834.2392197448644,834.2392197448644,268.77640086843695,0.03560853588368218,0.4345403012313004,51.52687613666788,0.0,3.6002651810139032,,,,,,,,,,
82,6.1499999999999995,5.699960309633344,156.26524736053207,30.76014480362113,8.707681124228401,0.010612852250678621,gas,1.0,846.6169384361128,846.6169384361128,269.08201563740533,0.034079407970523334,0.43447829302875773,51.52687613666788,0.0,3.6002651810139032,,,,,,,,,,
83,6.225,5.7060007225074445,156.25285625868867,30.72752876301729,8.69846311117087,0.010612852250678621,gas,1.0,859.0080402794993,859.0080402794993,269.3744813773877,0.03261604060384116,0.4344189405737989,51.52687613666788,0.0,3.6002651810139032,,,,,,,,,,
84,6.3,5.711785861404895,156.2404523845927,30.696313165215372,8.689652938921153,0.01061285225067862,gas,1.0,871.4119143754942,871.4119143754942,269.6543656737932,0.031215597801917738,0.43436213024517817,51.52687613666788,0.0,3.6002651810139032,,,,,,,,,,
85,6.375,5.717368304620171,156.22803625820032,30.666437867930313,8.681168354492199,0.010612852250678621,gas,1.0,883.8280407678394,883.8280407678394,269.9222108364718,0.029875297285059332,0.4343066165365965,51.52687613666788,0.0,3.6002651810139032,,,,,,,,,,
86,6.45,5.722705170708211,156.21560816159058,30.63784571702456,8.673072492200918,0.010612852250678621,gas,1.0,896.2561373775825,896.2561373775825,270.1785320841734,0.028592150905751623,0.43424535820097027,51.52687613666788,0.0,3.6002651810139032,,,,,,,,,,
87,6.5249999999999995,5.727801419373093,156.20316868891547,30.610481279478677,8.665355720812979,0.01061285225067862,gas,1.0,908.6956100527022,908.6956100527022,270.4238289308342,0.027364437545884357,0.4341904736602225,51.52687613666788,0.0,3.6002651810139032,,,,,,,,,,
88,6.6,5.732687413232235,156.19071844088606,30.584291493917874,8.657970201284835,0.01061285225067862,gas,1.0,921.1458580821054,921.1458580821054,270.65857937704567,0.026189785560802648,0.4341427912438441,51.52687613666788,0.0,3.6002651810139032,,,,,,,,,,
89,6.675,5.737371493580141,156.17825786207945,30.559225880159545,8.650901698204988,0.01061285225067862,gas,1.0,933.6064368887164,933.6064368887164,270.8832380548535,0.025065613758329164,0.43409715147906175,51.52687613666788,0.0,3.6002651810139032,,,,,,,,,,
90,6.75,5.7418420846268265,156.16578737943354,30.535236132111436,8.644166116991201,0.010612852250678621,gas,1.0,946.076919534622,946.076919534622,271.09823989821086,0.02398974804810905,0.43405346693311436,51.52687613666788,0.0,3.6002651810139032,,,,,,,,,,
91,6.825,5.746115650899965,156.15330744551935,30.512275642040947,8.637737179771465,0.01061285225067862,gas,1.0,958.5568534488266,958.5568534488266,271.3040037059706,0.022960490070488504,0.43401808639851774,51.52687613666788,0.0,3.6002651810139032,,,,,,,,,,
92,6.8999999999999995,5.750224792875422,156.14081847757987,30.49030002023943,8.631564605707517,0.01061285225067862,gas,1.0,971.0458213883103,971.0458213883103,271.5009286200771,0.021975621801516354,0.4339880690225682,51.52687613666788,0.0,3.6002651810139032,,,,,,,,,,
93,6.975,5.754178816222101,156.12832082244256,30.469267258961054,8.62563336702701,0.01061285225067862,gas,1.0,983.5434765256068,983.5434765256068,271.6893931625912,0.021032761278377166,0.43395511096171574,51.52687613666788,0.0,3.6002651810139032,,,,,,,,,,
94,7.05,5.75796708846591,156.1158148071304,30.44913715892193,8.619958404498128,0.01061285225067862,gas,1.0,996.0494918377663,996.0494918377663,271.8697595027896,0.02013010003912541,0.43391844509663996,51.52687613666788,0.0,3.6002651810139032,,,,,,,,,,
95,7.125,5.761572793929183,156.10330078217888,30.429870946983954,8.614563865155496,0.01061285225067862,gas,1.0,1008.5635167892906,1008.5635167892906,272.0423763227912,0.01926621193797473,0.43388335034761044,51.52687613666788,0.0,3.6002651810139032,,,,,,,,,,
96,7.199999999999999,5.765027997328445,156.09077913505956,30.41143151828942,8.609400825121027,0.01061285225067862,gas,1.0,1021.0851639086031,1021.0851639086031,272.2075772324181,0.018439428694534854,0.4338497594353393,51.52687613666788,0.0,3.6002651810139032,,,,,,,,,,
97,7.2749999999999995,5.7683388141353085,156.0782501839319,30.3937833642471,8.604459341989179,0.01061285225067862,gas,1.0,1033.6141150362673,1033.6141150362673,272.3656814256561,0.017648154042319675,0.43381760795804847,51.52687613666788,0.0,3.6002651810139032,,,,,,,,,,
98,7.35,5.771511112731361,156.0657141994142,30.376892569743575,8.599729919528192,0.01061285225067862,gas,1.0,1046.1500995539827,1046.1500995539827,272.51699371599557,0.016890794503524376,0.4337849179542863,51.52687613666788,0.0,3.6002651810139032,,,,,,,,,,
99,7.425,5.77455052822134,156.05317141482516,30.360726715177236,8.59520348024962,0.010612852250678621,gas,1.0,1058.6928841430054,1058.6928841430054,272.66180542361644,0.016165854566338567,0.43375025667767747,51.52687613666788,0.0,3.6002651810139032,,,,,,,,,,
100,7.5,5.777462500775858,156.0406221150122,30.345254650462948,8.590871302129619,0.010612852250678621,gas,1.0,1071.2421839559684,1071.2421839559684,272.8003964084807,0.01547206471428808,0.43371708172383266,51.52687613666788,0.0,3.6002651810139032,,,,,,,,,,
101,7.574999999999999,5.78025226667192,156.02806659962502,30.330446522800457,8.586725026384123,0.01061285225067862,gas,1.0,1083.7976993431512,1083.7976993431512,272.93303482932004,0.014808127662490733,0.43368679190605863,51.52687613666788,0.0,3.6002651810139032,,,,,,,,,,
102,7.6499999999999995,5.782924864906041,156.01550518679903,30.316273723025688,8.582756642447189,0.01061285225067862,gas,1.0,1096.359112169128,1096.359112169128,273.0599776313803,0.014172799774769373,0.4336609648517462,51.52687613666788,0.0,3.6002651810139032,,,,,,,,,,
103,7.725,5.785485116848394,156.0029381242275,30.30270897624945,8.578958513349843,0.01061285225067862,gas,1.0,1108.9261747406563,1108.9261747406563,273.1814697412462,0.013564746776239645,0.4336362446552006,51.52687613666788,0.0,3.6002651810139032,,,,,,,,,,
104,7.8,5.787937653760969,155.99036564941076,30.28972617990638,8.575323330373784,0.010612852250678621,gas,1.0,1121.4986495574121,1121.4986495574121,273.2977455235968,0.012982796343067093,0.4336125839012985,51.52687613666788,0.0,3.6002651810139032,,,,,,,,,,
105,7.875,5.790286923598747,155.97778799005812,30.277300353249814,8.571844098909946,0.010612852250678621,gas,1.0,1134.0763089100656,1134.0763089100656,273.4090292391229,0.012425826656567551,0.43358993720430455,51.52687613666788,0.0,3.6002651810139032,,,,,,,,,,
