lavel,val
Tec,51.11211885621469
Tev,30.681153704584574
T_ini_vl,59.91273527294612
T_ave_vl,59.731582854566966
T_ini_cl,59.55043043618781
T_ave_cl,44.793562530106726
T_ini_ll,30.036694624025642
T_ave_ll,29.188086591036324
T_ccin,28.322042018192633
T_ccc,31.396806620981977
T_hs,64.12427741717403
Q_load,5000.0
Q_ev,4004.469169719504
Q_gr,115.88909080400605
Q_ec_wick_ccin,595.9687948684292
Q_ec_ccc,8.726204724916476
Q_ec_amb,42.239438438005855
Q_cc_ll,-0.4613624153982561
Q_ccc_ccin,0.6321745856403023
eval_ec[%],4.65414602890276
eval_cc[%],11.941246637389357
P_cap.,9021.79533310268
P_loss_wick,1981.8326798940102
P_loss_gr,104.88098869740497
P_loss_vl,1037.7154580078204
P_loss_cl,2343.8905119295814
P_loss_ll,8933.355292436929
