step,distance,u,P[kPa],T,rho,m_dot,phase,x,P_loss_gas,P_loss_all_phase,Q_release_gas,Delta_T,G_in_gas,G_pipe_gas,R_insu_gas,G_ex_gas,h_in,P_loss_mix,LM_C,LM_X,Delta_P_2p,Q_release_mix,G_in_mix,G_pipe_mix,R_insu_mix,G_ex_mix,P_loss_liq,Q_release_liq,G_in_liq,G_pipe_liq,R_insu_liq,G_ex_liq
start,start,0.5449427518824416,177.11651440126252,61.72599410754839,21.69459646452902,0.0025279019602692794,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0.0,0.5755731642357663,177.1161005389347,59.703450042958366,20.540070025774995,0.0025279019602692794,gas,1.0,0.4138623278122395,0.4138623278122395,4.7265623984436695,2.022544064590022,0.15588192579899485,51.52687613666788,0.0,3.6002651810139032,,,,,,,,,,,,,,,,
1,0.075,0.6061150082373834,177.1156641075242,57.81213153506786,19.505065767533928,0.0025279019602692794,gas,1.0,0.8502937383309472,0.8502937383309472,9.1176879492251,1.891318507890503,0.15462492236243994,51.52687613666788,0.0,3.6002651810139032,,,,,,,,,,,,,,,,
2,0.15,0.6364400966413792,177.115205192394,56.04337735899492,18.57568867949745,0.0025279019602692794,gas,1.0,1.3092088685079943,1.3092088685079943,13.199687783764974,1.768754176072946,0.15346380151193226,51.52687613666788,0.0,3.6002651810139032,,,,,,,,,,,,,,,,
3,0.22499999999999998,0.666439135237093,177.11472398572909,54.3890481929115,17.73952409645573,0.0025279019602692794,gas,1.0,1.7904155334399547,1.7904155334399547,16.99655156095433,1.6543291660834143,0.15239217485322099,51.52687613666788,0.0,3.6002651810139032,,,,,,,,,,,,,,,,
4,0.3,0.6960922922512212,177.11422074856733,52.84165983466124,16.983829917330606,0.002527901960269279,gas,1.0,2.2936526951671112,2.2936526951671112,20.52993028127539,1.5473883582502594,0.1513934064655226,51.52687613666788,0.0,3.6002651810139032,,,,,,,,,,,,,,,,
5,0.375,0.7252489193937727,177.11369574874192,51.39408400790637,16.301042003953164,0.0025279019602692794,gas,1.0,2.8186525205965154,2.8186525205965154,23.81983233942614,1.4475758267548713,0.15047106986519973,51.52687613666788,0.0,3.6002651810139032,,,,,,,,,,,,,,,,
6,0.44999999999999996,0.7538835030094032,177.11314937752465,50.039766553231175,15.681883276615578,0.002527901960269279,gas,1.0,3.3650237378606107,3.3650237378606107,26.884411033831096,1.354317454675197,0.149612797114006,51.52687613666788,0.0,3.6002651810139032,,,,,,,,,,,,,,,,
7,0.525,0.7819366269564566,177.11258203044403,48.772545403291076,15.11927270164552,0.0025279019602692794,gas,1.0,3.9323708184820134,3.9323708184820134,29.740346394582897,1.2672211499400987,0.1488157437359182,51.52687613666788,0.0,3.6002651810139032,,,,,,,,,,,,,,,,
8,0.6,0.8092844702400688,177.1119941584931,47.58670570263763,14.608352851318797,0.0025279019602692794,gas,1.0,4.5202427694166545,4.5202427694166545,32.402906807941946,1.185839700653446,0.14807363678639768,51.52687613666788,0.0,3.6002651810139032,,,,,,,,,,,,,,,,
9,0.6749999999999999,0.8359856359588536,177.1113862909889,46.47691456718229,14.14176582687291,0.0025279019602692794,gas,1.0,5.12811027362477,5.12811027362477,34.88607025195225,1.109791135455339,0.1473792701306106,51.52687613666788,0.0,3.6002651810139032,,,,,,,,,,,,,,,,
10,0.75,0.8619194702240092,177.1107589099307,45.438154483321284,13.716261793328513,0.002527901960269279,gas,1.0,5.755491331830854,5.755491331830854,37.20281867667683,1.038760083861007,0.1467368319209465,51.52687613666788,0.0,3.6002651810139032,,,,,,,,,,,,,,,,
11,0.825,0.8870738465287356,177.11011258823376,44.465788958191524,13.327315583276597,0.002527901960269279,gas,1.0,6.401813028758625,6.401813028758625,39.36500405887855,0.97236552512976,0.14613676279442422,51.52687613666788,0.0,3.6002651810139032,,,,,,,,,,,,,,,,
12,0.8999999999999999,0.9114286957403909,177.10944791512338,43.55547037665076,12.971188150660302,0.0025279019602692794,gas,1.0,7.066486139141489,7.066486139141489,41.38359392039438,0.9103185815407642,0.14557906167824908,51.52687613666788,0.0,3.6002651810139032,,,,,,,,,,,,,,,,
13,0.975,0.9349939110212944,177.10876548077263,42.70316868725922,12.644267474903673,0.0025279019602692794,gas,1.0,7.748920489888405,7.748920489888405,43.268641806906,0.8523016893915383,0.14505611855205472,51.52687613666788,0.0,3.6002651810139032,,,,,,,,,,,,,,,,
14,1.05,0.9577336384725073,177.10806586459697,41.90512807594132,12.344051230376516,0.0025279019602692794,gas,1.0,8.448536665557185,8.448536665557185,45.02943392738232,0.7980406113179015,0.1445651216549805,51.52687613666788,0.0,3.6002651810139032,,,,,,,,,,,,,,,,
15,1.125,0.9796317471100889,177.10734968493392,41.15779902622933,12.06811961049172,0.002527901960269279,gas,1.0,9.164716328581562,9.164716328581562,46.67464097709571,0.7473290497119933,0.14411123047364915,51.52687613666788,0.0,3.6002651810139032,,,,,,,,,,,,,,,,
16,1.2,1.0006900577620261,177.10661756204084,40.45790161276142,11.814160645104552,0.002527901960269279,gas,1.0,9.89683922167751,9.89683922167751,48.21220136553005,0.6998974134679088,0.14368527569616102,51.52687613666788,0.0,3.6002651810139032,,,,,,,,,,,,,,,,
17,1.275,1.020929541537759,177.1058701062336,39.802375131814586,11.579950052725831,0.0025279019602692794,gas,1.0,10.644295028905617,10.644295028905617,49.64948240937239,0.6555264809468326,0.1432868886309343,51.52687613666788,0.0,3.6002651810139032,,,,,,,,,,,,,,,,
18,1.3499999999999999,1.0402994498216396,177.10510793571478,39.188341465855046,11.36433658634202,0.00252790196026928,gas,1.0,11.40646554774139,11.40646554774139,50.99333709295257,0.6140336659595391,0.14291721135400445,51.52687613666788,0.0,3.6002651810139032,,,,,,,,,,,,,,,,
19,1.425,1.0588785754933348,177.10433167714086,38.61312494612986,11.164937483838955,0.002527901960269279,gas,1.0,12.182724121637875,12.182724121637875,52.2501030930967,0.5752165197251884,0.1425733203929413,51.52687613666788,0.0,3.6002651810139032,,,,,,,,,,,,,,,,
20,1.5,1.076644217700112,177.10354191357516,38.074263786030315,10.980705514412108,0.0025279019602692794,gas,1.0,12.972487687366083,12.972487687366083,53.425575290203504,0.5388611600995432,0.1422432658999528,51.52687613666788,0.0,3.6002651810139032,,,,,,,,,,,,,,,,
21,1.575,1.0935688198602878,177.10273923974654,37.569406957419346,10.81076278296772,0.002527901960269279,gas,1.0,13.775161515979562,13.775161515979562,54.5252411971124,0.5048568286109685,0.1419384925554397,51.52687613666788,0.0,3.6002651810139032,,,,,,,,,,,,,,,,
22,1.65,1.10981130714023,177.1019242737879,37.09635846224023,10.652543384896083,0.0025279019602692794,gas,1.0,14.590127474628389,14.590127474628389,55.55419524377674,0.47304849517911407,0.1416582189596692,51.52687613666788,0.0,3.6002651810139032,,,,,,,,,,,,,,,,
23,1.7249999999999999,1.1252859096137333,177.1010975152215,36.653096253288254,10.506052726117995,0.002527901960269279,gas,1.0,15.416886040999088,15.416886040999088,56.51712007789345,0.4432622089519782,0.1413942684236653,51.52687613666788,0.0,3.6002651810139032,,,,,,,,,,,,,,,,
24,1.7999999999999998,1.1399586084106084,177.10025952981306,36.237725395658515,10.370826634523892,0.002527901960269279,gas,1.0,16.25487144946237,16.25487144946237,57.418367804682966,0.415370857629739,0.14114465012373445,51.52687613666788,0.0,3.6002651810139032,,,,,,,,,,,,,,,,
25,1.875,1.1540147703042616,177.09941088803083,35.848461286463134,10.244507611668196,0.0025279019602692794,gas,1.0,17.103513231675606,17.103513231675606,58.26201917404137,0.38926410919538057,0.14091335671080849,51.52687613666788,0.0,3.6002651810139032,,,,,,,,,,,,,,,,
26,1.95,1.1673167284019135,177.09855205509658,35.4836502425058,10.127768077601852,0.002527901960269279,gas,1.0,17.96234616593574,17.96234616593574,59.05183957085651,0.36481104395733155,0.14069378819820352,51.52687613666788,0.0,3.6002651810139032,,,,,,,,,,,,,,,,
27,2.025,1.1799471072194294,177.0976835614981,35.14174536570721,10.019358517026296,0.002527901960269279,gas,1.0,18.830839764414122,18.830839764414122,59.79133985274316,0.34190487679859416,0.14048532817662038,51.52687613666788,0.0,3.6002651810139032,,,,,,,,,,,,,,,,
28,2.1,1.191923996159423,177.0968059140087,34.82127494378193,9.91868033234752,0.002527901960269279,gas,1.0,19.708487253810745,19.708487253810745,60.48383814648138,0.32047042192527897,0.14029659601488484,51.52687613666788,0.0,3.6002651810139032,,,,,,,,,,,,,,,,
