lavel,val
Tec,38.838624689385995
Tev,34.01992651746798
T_ini_vl,63.370039094213155
T_ave_vl,62.54801660088077
T_ini_cl,61.72599410754839
T_ave_cl,46.08059097181513
T_ini_ll,30.43518783608181
T_ave_ll,30.42823910095001
T_ccin,33.98907617118857
T_ccc,30.732378920374515
T_hs,41.44105640157784
Q_load,1000.0
Q_ev,944.4648416959311
Q_gr,27.962390820534853
Q_ec_wick_ccin,7.792452511521567
Q_ec_ccc,3.587909706267313
Q_ec_amb,17.683613188548346
Q_cc_ll,22.524082394940464
Q_ccc_ccin,-0.6559827308363197
eval_ec[%],0.14912079228031416
eval_cc[%],1.5387612614255215
P_cap.,8737.677784863701
P_loss_wick,455.3469223136472
P_loss_gr,10.77337753030588
P_loss_vl,78.28602252143901
P_loss_cl,77.3329253467673
P_loss_ll,14.724448784254491
