step,distance,u,P[kPa],T,rho,m_dot,phase,x,P_loss_gas,P_loss_all_phase,Q_release_gas,Delta_T,G_in_gas,G_pipe_gas,R_insu_gas,G_ex_gas,h_in,P_loss_mix,LM_C,LM_X,Delta_P_2p,Q_release_mix,G_in_mix,G_pipe_mix,R_insu_mix,G_ex_mix,P_loss_liq,Q_release_liq,G_in_liq,G_pipe_liq,R_insu_liq,G_ex_liq
start,start,1.0279742275970607,184.43655643084315,63.79272787777205,22.92863672666322,0.005039857184387938,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0.0,1.0792000572932998,184.4352444162174,61.9738250210691,21.840295012641448,0.005039857184387938,gas,1.0,1.3120146257861052,1.3120146257861052,8.532203499758358,1.8189028567029482,0.27296710955854103,51.52687613666788,0.0,3.6002651810139032,,,,,,,,,,,,,,,,
1,0.075,1.1304856476951992,184.433868988307,60.25414767383256,20.849488604299527,0.005039857184387939,gas,1.0,2.6874425361456815,2.6874425361456815,16.55085828547388,1.7196773472365408,0.27098322122706076,51.52687613666788,0.0,3.6002651810139032,,,,,,,,,,,,,,,,
2,0.15,1.1816844771172645,184.43243014235068,58.62828611421668,19.94614305710834,0.005039857184387939,gas,1.0,4.126288492494496,4.126288492494496,24.089951207550882,1.6258615596158847,0.26912072240695367,51.52687613666788,0.0,3.6002651810139032,,,,,,,,,,,,,,,,
3,0.22499999999999998,1.232638439063058,184.43092805126565,57.09103847107713,19.121623082646256,0.005039857184387938,gas,1.0,5.628379577508895,5.628379577508895,31.181283449466843,1.5372476431395512,0.26738562584031783,51.52687613666788,0.0,3.6002651810139032,,,,,,,,,,,,,,,,
4,0.3,1.283228813245834,184.4293630720952,55.63753365642799,18.36776682821398,0.005039857184387938,gas,1.0,7.193358747957973,7.193358747957973,37.853918254385455,1.4535048146491363,0.2657555510398185,51.52687613666788,0.0,3.6002651810139032,,,,,,,,,,,,,,,,
5,0.375,1.3334061142225397,184.4277357032795,54.263141668602714,17.676570834301334,0.005039857184387937,gas,1.0,8.820727563666878,8.820727563666878,44.134895696518626,1.3743919878252768,0.26422802867292217,51.52687613666788,0.0,3.6002651810139032,,,,,,,,,,,,,,,,
6,0.44999999999999996,1.3829958290778153,184.4260465220455,52.963493438778926,17.042746719389445,0.005039857184387938,gas,1.0,10.509908797655953,10.509908797655953,50.04925187404309,1.299648229823788,0.26279482120053393,51.52687613666788,0.0,3.6002651810139032,,,,,,,,,,,,,,,,
7,0.525,1.432027042615055,184.42429628940724,51.73443928576023,16.459219642880107,0.005039857184387938,gas,1.0,12.260141435923288,12.260141435923288,55.6202460724401,1.2290541530186943,0.2614509386492916,51.52687613666788,0.0,3.6002651810139032,,,,,,,,,,,,,,,,
8,0.6,1.4802664003193364,184.42248574562035,50.5721043561154,15.922841742446142,0.005039857184387938,gas,1.0,14.070685222832253,14.070685222832253,60.869328241625844,1.1623349296448282,0.2601827451105981,51.52687613666788,0.0,3.6002651810139032,,,,,,,,,,,,,,,,
9,0.6749999999999999,1.5277340017403127,184.42061591547355,49.47277401709903,15.4281096068396,0.005039857184387939,gas,1.0,15.940515369613422,15.940515369613422,65.81665697283324,1.099330339016376,0.25899623422403656,51.52687613666788,0.0,3.6002651810139032,,,,,,,,,,,,,,,,
10,0.75,1.5743274245023775,184.41868777363655,48.433005834882636,14.971502917441317,0.005039857184387937,gas,1.0,17.86865720662172,17.86865720662172,70.48070978871743,1.0397681822163918,0.25787078833366955,51.52687613666788,0.0,3.6002651810139032,,,,,,,,,,,,,,,,
11,0.825,1.6199563756971962,184.4167024186401,47.44950980555137,14.549803922220532,0.005039857184387938,gas,1.0,19.85401220305357,19.85401220305357,74.87886579868997,0.9834960293312633,0.2568111930219177,51.52687613666788,0.0,3.6002651810139032,,,,,,,,,,,,,,,,
12,0.8999999999999999,1.6645915611854674,184.41466110910667,46.519145620081474,14.159658248032574,0.005039857184387938,gas,1.0,21.895321736490587,21.895321736490587,79.02746157658875,0.9303641854698981,0.2558225398599551,51.52687613666788,0.0,3.6002651810139032,,,,,,,,,,,,,,,,
13,0.975,1.708269234047049,184.41256506062146,45.63904689725871,13.797618758903468,0.005039857184387938,gas,1.0,23.991370221716352,23.991370221716352,82.94135447101648,0.8800987228227655,0.25487586559874204,51.52687613666788,0.0,3.6002651810139032,,,,,,,,,,,,,,,,
14,1.05,1.750785086811409,184.41041550885637,44.80639764483004,13.462559057932015,0.005039857184387939,gas,1.0,26.14092198680737,26.14092198680737,86.63483325601436,0.8326492524286664,0.2539961493269217,51.52687613666788,0.0,3.6002651810139032,,,,,,,,,,,,,,,,
15,1.125,1.7922021612462964,184.40821390498883,44.01861176966031,13.151444707864108,0.005039857184387938,gas,1.0,28.342525854328414,28.342525854328414,90.12097681791452,0.7877858751697318,0.2531613968265867,51.52687613666788,0.0,3.6002651810139032,,,,,,,,,,,,,,,,
16,1.2,1.832493111245051,184.4059616071897,43.273211096958846,12.862284438783524,0.005039857184387939,gas,1.0,30.59482365346048,30.59482365346048,93.41214224095309,0.7454006727014644,0.25237849589712164,51.52687613666788,0.0,3.6002651810139032,,,,,,,,,,,,,,,,
17,1.275,1.8716548269546474,184.40365999845312,42.56789856855693,12.593159427422755,0.005039857184387938,gas,1.0,32.89643239005818,32.89643239005818,96.51973253553604,0.7053125284019188,0.251631938781586,51.52687613666788,0.0,3.6002651810139032,,,,,,,,,,,,,,,,
18,1.3499999999999999,1.9097152614739374,184.4013105066216,41.900447542941095,12.342179017176425,0.005039857184387938,gas,1.0,35.24592422155547,35.24592422155547,99.45464366143328,0.6674510256158328,0.25093832867433424,51.52687613666788,0.0,3.6002651810139032,,,,,,,,,,,,,,,,
19,1.425,1.9465478828947398,184.39891451655984,41.26880012365598,12.108640037096782,0.005039857184387939,gas,1.0,37.64191428333288,37.64191428333288,102.22692153388071,0.631647419285116,0.2502818316485922,51.52687613666788,0.0,3.6002651810139032,,,,,,,,,,,,,,,,
20,1.5,1.9821243378493136,184.3964735209285,40.67102100486744,11.891306301460228,0.005039857184387939,gas,1.0,40.082909914664924,40.082909914664924,104.84590313259594,0.5977791187885373,0.24965194951314326,51.52687613666788,0.0,3.6002651810139032,,,,,,,,,,,,,,,,
21,1.575,2.0165849761493164,184.39398908041355,40.10525095361021,11.688100381444077,0.005039857184387937,gas,1.0,42.56735042962828,42.56735042962828,107.32052518269182,0.5657700512572319,0.24906491855268806,51.52687613666788,0.0,3.6002651810139032,,,,,,,,,,,,,,,,
22,1.65,2.0499386658495222,184.39146256471562,39.56976072293446,11.497928216880323,0.005039857184387939,gas,1.0,45.09386612754315,45.09386612754315,109.65901896956451,0.5354902306757481,0.2485027607186351,51.52687613666788,0.0,3.6002651810139032,,,,,,,,,,,,,,,,
23,1.7249999999999999,2.082000186370985,184.38889534158164,39.06289068053803,11.320867204161406,0.005039857184387938,gas,1.0,47.661089261528105,47.661089261528105,111.86924222350902,0.5068700423964287,0.2479785769963012,51.52687613666788,0.0,3.6002651810139032,,,,,,,,,,,,,,,,
