step,distance,u,P[kPa],T,rho,m_dot,phase,x,P_loss_gas,P_loss_all_phase,Q_release_gas,Delta_T,G_in_gas,G_pipe_gas,R_insu_gas,G_ex_gas,h_in,P_loss_mix,LM_C,LM_X,Delta_P_2p,Q_release_mix,G_in_mix,G_pipe_mix,R_insu_mix,G_ex_mix
23,1.7249999999999999,3.6028008374243017,162.9215251464372,39.94691434196716,11.63176573678685,0.008960735780423001,gas,1.0,131.42390840427834,131.42390840427834,164.86384612176107,0.4732453775783938,0.39429340819989706,51.52687613666788,0.0,3.6002651810139032,,,,,,,,,,
24,1.7999999999999998,3.6531025920334668,162.91457593943375,39.49533665694457,11.471600997083371,0.008960735780423001,gas,1.0,138.37311540773953,138.37311540773953,168.36854829089066,0.4515776850225848,0.39354618029907784,51.52687613666788,0.0,3.6002651810139032,,,,,,,,,,
25,1.875,3.7015934080915676,162.90753224352363,39.06441067497377,11.321323202492124,0.008960735780423001,gas,1.0,145.4168113178457,145.4168113178457,171.70878972678625,0.4309259819708018,0.392843180947348,51.52687613666788,0.0,3.6002651810139032,,,,,,,,,,
26,1.95,3.748735058850888,162.9003974472311,38.65317871613371,11.178953614840104,0.008960735780423001,gas,1.0,152.55160761039588,152.55160761039588,174.89259059808091,0.41123195884006236,0.3921759272877332,51.52687613666788,0.0,3.6002651810139032,,,,,,,,,,
27,2.025,3.794468416780307,162.8931741473538,38.26072574267465,11.044217722802381,0.008960735780423001,gas,1.0,159.7749074876774,159.7749074876774,177.92756725581887,0.39245297345905783,0.3915446729656696,51.52687613666788,0.0,3.6002651810139032,,,,,,,,,,
28,2.1,3.8387367407102273,162.8858649908585,37.886185899900624,10.916855769970178,0.008960735780423001,gas,1.0,167.0840639829985,167.0840639829985,180.82088013229188,0.37453984277402697,0.3909388103184294,51.52687613666788,0.0,3.6002651810139032,,,,,,,,,,
29,2.175,3.881484654330578,162.8784727055587,37.52875092847387,10.796625278542152,0.008960735780423001,gas,1.0,174.47634928277694,174.47634928277694,183.57922808835397,0.3574349714267555,0.3903413341629785,51.52687613666788,0.0,3.6002651810139032,,,,,,,,,,
30,2.25,3.9227535906276225,162.87100030827406,37.18760115888011,10.683040463552045,0.008960735780423001,gas,1.0,181.9487465674174,181.9487465674174,186.2093310585568,0.34114976959375554,0.38980789583073633,51.52687613666788,0.0,3.6002651810139032,,,,,,,,,,
31,2.3249999999999997,3.962904556191096,162.86345043046066,36.86200771934398,10.574803087737587,0.008960735780422998,gas,1.0,189.49862438082346,189.49862438082346,188.71716134545892,0.32559343953613507,0.38927183061151327,51.52687613666788,0.0,3.6002651810139032,,,,,,,,,,
32,2.4,4.001273597410017,162.85582526620794,36.5512472212792,10.473399110809341,0.008960735780423001,gas,1.0,197.12378863352933,197.12378863352933,191.1086236899338,0.3107604980647807,0.3887703504768522,51.52687613666788,0.0,3.6002651810139032,,,,,,,,,,
33,2.475,4.038643795524259,162.8481281092166,36.25464725827442,10.376487122647813,0.008960735780423001,gas,1.0,204.82094562490238,204.82094562490238,193.38919644985302,0.2965999630047804,0.3882789844685999,51.52687613666788,0.0,3.6002651810139032,,,,,,,,,,
34,2.55,4.074611036931575,162.8403609024103,35.97153817519461,10.284892216062268,0.008960735780423001,gas,1.0,212.58815243115532,212.58815243115532,195.56428029242193,0.28310908307980753,0.38783375225790084,51.52687613666788,0.0,3.6002651810139032,,,,,,,,,,
35,2.625,4.109562619193801,162.8325262864615,35.701311962381794,10.19741982796216,0.008960735780423001,gas,1.0,220.42276837996906,220.42276837996906,197.6387924233416,0.27022621281281545,0.38739241461189733,51.52687613666788,0.0,3.6002651810139032,,,,,,,,,,
36,2.6999999999999997,4.143097212737028,162.82462615728898,35.443378169465745,10.114881014229026,0.008960735780423001,gas,1.0,228.3228975525126,228.3228975525126,199.61748357002895,0.2579337929160488,0.3869683751349421,51.52687613666788,0.0,3.6002651810139032,,,,,,,,,,
37,2.775,4.175206799850353,162.81666318260898,35.197162925200075,10.03709213606401,0.008960735780423001,gas,1.0,236.28587223248906,236.28587223248906,201.5049784654646,0.2462152442656702,0.38658517020737787,51.52687613666788,0.0,3.6002651810139032,,,,,,,,,,
38,2.85,4.20629395587335,162.80864004570202,34.96213922543484,9.962911716786529,0.008960735780422998,gas,1.0,244.30900913945516,244.30900913945516,203.3054762373427,0.23502369976523596,0.3861973329287812,51.52687613666788,0.0,3.6002651810139032,,,,,,,,,,
39,2.925,4.236236776455467,162.8005586994526,34.73779253846749,9.892491272001852,0.008960735780423001,gas,1.0,252.39035538886674,252.39035538886674,205.0230845441495,0.22434668696735116,0.38582968181327243,51.52687613666788,0.0,3.6002651810139032,,,,,,,,,,
40,3.0,4.265046221411389,162.79242138102902,34.52362076599826,9.825669678991456,0.008960735780423001,gas,1.0,260.5276738124667,260.5276738124667,206.6618029923906,0.21417177246922847,0.38550613028664743,51.52687613666788,0.0,3.6002651810139032,,,,,,,,,,
41,3.0749999999999997,4.29280025318477,162.7842300809917,34.31917502193676,9.76214425680039,0.008960735780423001,gas,1.0,268.71897384978365,268.71897384978365,208.22521232469782,0.20444574406150196,0.385168141548906,51.52687613666788,0.0,3.6002651810139032,,,,,,,,,,
42,3.15,4.319458830048294,162.77598677469567,34.12400922256893,9.70189484055122,0.008960735780423001,gas,1.0,276.9622801458172,276.9622801458172,209.71683422117667,0.19516579936782819,0.38484354207332616,51.52687613666788,0.0,3.6002651810139032,,,,,,,,,,
43,3.225,4.345115489878655,162.76769360259365,33.93768810441827,9.644607936160815,0.008960735780423001,gas,1.0,285.2554522478313,285.2554522478313,211.1401176377007,0.18632111815065855,0.384561055136734,51.52687613666788,0.0,3.6002651810139032,,,,,,,,,,
44,3.3,4.369810473410965,162.75935244748422,33.759815824509644,9.59010364229995,0.008960735780423001,gas,1.0,293.59660735726357,293.59660735726357,212.49817623577167,0.17787227990862675,0.3842705354688831,51.52687613666788,0.0,3.6002651810139032,,,,,,,,,,
45,3.375,4.393514297791897,162.75096501279504,33.59001070637106,9.538363254736796,0.008960735780423001,gas,1.0,301.9840420464461,301.9840420464461,213.79403124555606,0.16980511813858357,0.3839873602567761,51.52687613666788,0.0,3.6002651810139032,,,,,,,,,,
46,3.4499999999999997,4.416286058388713,162.74253315409288,33.427896224813935,9.489180452343424,0.008960735780423001,gas,1.0,310.4159007486014,310.4159007486014,215.03063563691896,0.1621144815571256,0.3837364591208805,51.52687613666788,0.0,3.6002651810139032,,,,,,,,,,
47,3.525,4.438173348480579,162.73405880095203,33.273124576106,9.44238362198401,0.008960735780423001,gas,1.0,318.89025388946175,318.89025388946175,216.21071726215683,0.15477164870793558,0.3834898126521978,51.52687613666788,0.0,3.6002651810139032,,,,,,,,,,
48,3.5999999999999996,4.459176152711414,162.72554342092118,33.12536605361686,9.397909816085049,0.008960735780423001,gas,1.0,327.4056339203089,327.4056339203089,217.33686083392197,0.14775852248914134,0.38324088652221877,51.52687613666788,0.0,3.6002651810139032,,,,,,,,,,
49,3.675,4.479348120197735,162.71698885624747,32.98429319646408,9.35558795893922,0.008960735780423001,gas,1.0,335.9601985940244,335.9601985940244,218.41162651789534,0.1410728571527784,0.38302635042676414,51.52687613666788,0.0,3.6002651810139032,,,,,,,,,,
50,3.75,4.498729278017369,162.70839647170195,32.849606615817436,9.315282771513589,0.008960735780423001,gas,1.0,344.5525831395353,344.5525831395353,219.43735756445182,0.13468658064664396,0.38280943117762406,51.52687613666788,0.0,3.6002651810139032,,,,,,,,,,
51,3.8249999999999997,4.51731226417253,162.69976793380025,32.72101425508038,9.276962248013945,0.008960735780422998,gas,1.0,353.18112104124157,353.18112104124157,220.41632397427983,0.12859236073705915,0.3826041823554395,51.52687613666788,0.0,3.6002651810139032,,,,,,,,,,
52,3.9,4.5351470729985115,162.6911045449389,32.59824287980388,9.240479892421941,0.008960735780423001,gas,1.0,361.84450990258483,361.84450990258483,221.35065331998334,0.12277137527649984,0.3823945678978772,51.52687613666788,0.0,3.6002651810139032,,,,,,,,,,
53,3.9749999999999996,4.552240868070116,162.68240789368937,32.48101900439144,9.205781625299862,0.008960735780423001,gas,1.0,370.54116115209763,370.54116115209763,222.24248033901145,0.11722387541243506,0.3822295877231575,51.52687613666788,0.0,3.6002651810139032,,,,,,,,,,
54,4.05,4.5686511074134435,162.67367917332524,32.369099230946915,9.172715173898386,0.008960735780422998,gas,1.0,379.26988151622936,379.26988151622936,223.09368599086358,0.11191977344452653,0.38203708181813584,51.52687613666788,0.0,3.6002651810139032,,,,,,,,,,
55,4.125,4.584402808746039,162.66491985220486,32.262239245778744,9.14119833825895,0.008960735780422998,gas,1.0,388.02920263662236,388.02920263662236,223.90616774371784,0.10685998516817108,0.38186664133308146,51.52687613666788,0.0,3.6002651810139032,,,,,,,,,,
56,4.2,4.599455470606799,162.65613101349408,32.16021195504641,9.11128189087354,0.008960735780423001,gas,1.0,396.8180413474038,396.8180413474038,224.68168695460614,0.1020272907323374,0.38169404076192187,51.52687613666788,0.0,3.6002651810139032,,,,,,,,,,
57,4.2749999999999995,4.613911331535762,162.6473140638165,32.06279213457657,9.082735303296355,0.008960735780423001,gas,1.0,405.6349910249701,405.6349910249701,225.42198145289538,0.09741982046983821,0.3815513244839051,51.52687613666788,0.0,3.6002651810139032,,,,,,,,,,
58,4.35,4.627801491556831,162.63847016400948,31.96977342000514,9.055473838641493,0.008960735780423001,gas,1.0,414.4788908319897,414.4788908319897,226.12865154497527,0.09301871457142852,0.38140764966513496,51.52687613666788,0.0,3.6002651810139032,,,,,,,,,,
59,4.425,4.641041698108594,162.62960025030262,31.88095859294134,9.029639909138863,0.008960735780422998,gas,1.0,423.3488045388658,423.3488045388658,226.80321671699068,0.08881482706379984,0.3812574953253881,51.52687613666788,0.0,3.6002651810139032,,,,,,,,,,
60,4.5,4.653752265505763,162.6207055801821,31.79615648110422,9.004977692482429,0.008960735780423001,gas,1.0,432.24347465939354,432.24347465939354,227.44715308675964,0.08480211183712072,0.38111686330117023,51.52687613666788,0.0,3.6002651810139032,,,,,,,,,,
61,4.575,4.665967354621676,162.61178721863737,31.715184340521148,8.981403458751124,0.008960735780422998,gas,1.0,441.161836204119,441.161836204119,228.06187158648507,0.08097214058307145,0.38098831573450903,51.52687613666788,0.0,3.6002651810139032,,,,,,,,,,
62,4.6499999999999995,4.677632298447632,162.60284595096806,31.63786769155439,8.959005895167655,0.008960735780423001,gas,1.0,450.10310387340724,450.10310387340724,228.6487151696676,0.07731664896675738,0.3808706031182422,51.52687613666788,0.0,3.6002651810139032,,,,,,,,,,
63,4.725,4.688797699700838,162.59388288290666,31.564040954922746,8.937671876927592,0.008960735780423001,gas,1.0,459.06617193482816,459.06617193482816,229.20895071556686,0.07382673663164496,0.3807537537793699,51.52687613666788,0.0,3.6002651810139032,,,,,,,,,,
64,4.8,4.699494320857616,162.5848990070673,31.493547061131267,8.917328647728066,0.008960735780423001,gas,1.0,468.050047774188,468.050047774188,229.74379232614615,0.07049389379147897,0.3806417588038365,51.52687613666788,0.0,3.6002651810139032,,,,,,,,,,
65,4.875,4.7097539532198835,162.57589517222334,31.426235384972244,8.897903320102051,0.008960735780423001,gas,1.0,477.0538826181437,477.0538826181437,230.25439670884543,0.06731167615902223,0.38053305477734045,51.52687613666788,0.0,3.6002651810139032,,,,,,,,,,
66,4.95,4.689011040967449,162.5668720445351,31.468909852182776,-,0.008906513072954637,mix,0.9969698367811777,,486.0770103063842,,-0.042674467210531475,,,,,358327.6128116875,9.023127688240493,12.0,0.001,9.023127688234604,4.787912625390803,16.865219163476365,51.52687613666788,0.0,3.6002651810139032
67,5.0249999999999995,4.679074448208731,162.5578421499394,31.467298579381293,-,0.008867874895899543,mix,0.9948049622889725,,495.106904902088,,0.00161127280148321,,,,,2478.6176950155527,18.0530222839443,12.0,0.001,9.029894595711633,8.45157495343786,16.806930306612887,51.52687613666788,0.0,3.6002651810139032
68,5.1,4.669640686822803,162.54882251486976,31.46568609820349,-,0.008831225765746329,mix,0.9927471703065488,,504.12653997173766,,0.0016124811778013282,,,,,2072.7028383118372,27.072657353593968,12.0,0.001,9.019635069648368,11.934664291801022,16.778365952298667,51.52687613666788,0.0,3.6002651810139032
69,5.175,4.6605388773838845,162.53975429175182,31.464075449083907,-,0.008795910263045301,mix,0.990760215913238,,513.1947630896466,,0.0016106491195841954,,,,,1856.0942207702628,36.140880471502896,20.0,0.001,9.068223117918063,15.298288798717381,16.751232714208285,51.52687613666788,0.0,3.6002651810139032
70,5.25,4.651689381626606,162.53069259740244,31.462456123527147,-,0.008761614617482632,mix,0.9888268203868408,,522.2564574390417,,0.0016193255567600318,,,,,1713.632606400302,45.20257482089801,20.0,0.001,9.061694349407883,18.571670750667725,16.725041840202156,51.52687613666788,0.0,3.6002651810139032
71,5.325,4.643042090482921,162.52157837442226,31.460837963821916,-,0.008728150338866873,mix,0.9869366417693768,,531.3706804192043,,0.001618159705230937,,,,,1609.8345866118868,54.3167978010606,20.0,0.0014218336762760549,9.114222980158202,21.772177865122018,16.699565264233488,51.52687613666788,0.0,3.6002651810139032
72,5.3999999999999995,4.634566472560404,162.51245249204715,31.459210424004027,-,0.008695392373896538,mix,0.9850828453448871,,540.4965627943457,,0.001627539817889101,,,,,1529.406137930524,63.442680176201975,20.0,0.0016328845591522725,9.12588237514892,24.911417786706277,16.67466021541268,51.52687613666788,0.0,3.6002651810139032
73,5.475,4.62623812046897,162.5033158703981,31.457580802151313,-,0.00866324972798125,mix,0.9832604730595493,,549.6331844433735,,0.0016296218527145356,,,,,1464.4647087331919,72.57930182522978,20.0,0.0018368910958404617,9.13662164901479,27.997696982181882,16.650239138841467,51.52687613666788,0.0,3.6002651810139032
74,5.55,4.618039526240196,162.4941692768268,31.455949262571153,-,0.00863165388428956,mix,0.9814658045967035,,558.7797780146939,,0.0016315395801598243,,,,,1410.452293817984,81.72589539655019,20.0,0.0020350416235590937,9.146593571334614,31.037288670659674,16.626232671759617,51.52687613666788,0.0,3.6002651810139032
75,5.625,4.60995700018256,162.4850133656804,31.45431594229052,-,0.008600551094682196,mix,0.9796959309618365,,567.935689161066,,0.0016333202806322333,,,,,1364.5164519592806,90.88180654292228,20.0,0.0022282065321027962,9.15591114636264,34.03509790635589,16.60259089933994,51.52687613666788,0.0,3.6002651810139032
76,5.7,4.601979534487363,162.4758487054224,31.45268095815726,-,0.00856989800328389,mix,0.9779485130132474,,577.1003494190809,,0.0016349841332612414,,,,,1324.7629552696442,100.0464668009372,20.0,0.0024170501733421345,9.164660258015408,36.99506878974739,16.57927481545812,51.52687613666788,0.0,3.6002651810139032
77,5.7749999999999995,4.594098079543215,162.46667579722225,31.45104441168263,-,0.008539658855843858,mix,0.9762216276929474,,586.2732576192357,,0.0016365464746286307,,,,,1289.8751442653088,109.21937500109198,20.0,0.0026020950748228897,9.172908200147006,39.92044377884376,16.55625307335807,51.52687613666788,0.0,3.6002651810139032
78,5.85,4.586303837559904,162.45749508822325,31.44940639236114,-,0.008509803633166611,mix,0.9745136653087942,,595.4539666182245,,0.0016380193214899919,,,,,1258.9039231893007,118.40008400008082,20.0,0.002783762148134035,9.180708998988859,42.813936908150836,16.533499916926186,51.52687613666788,0.0,3.6002651810139032
79,5.925,4.578589446144396,162.44830698634027,31.447766980039887,-,0.008480306743976542,mix,0.9728232576704428,,604.6420685012126,,0.0016394123212535305,,,,,1231.1455169692076,127.58818588306895,20.0,0.002962396238662151,9.18810188297663,45.677854976489655,16.51100445647731,51.52687613666788,0.0,3.6002651810139032
80,6.0,4.570951518870469,162.43911186651508,31.446126247560812,-,0.008451146096480913,mix,0.9711492271267637,,613.8371883264044,,0.0016407324790748135,,,,,1206.0641823910596,136.78330570826074,20.0,0.003138285144014345,9.195119825181852,48.514183479961204,16.488756451222745,51.52687613666788,0.0,3.6002651810139032
81,6.075,4.5633852404225745,162.42991006377284,31.444484261877733,-,0.008422302437322652,mix,0.9694905503876677,,623.0389910686354,,0.0016419856830793833,,,,,1183.241273510932,145.98510845049168,20.0,0.0033116746710680125,9.201802742238502,51.324647620856894,16.46672137698755,51.52687613666788,0.0,3.6002651810139032
82,6.1499999999999995,4.555886384444829,162.42070188655427,31.442841082816642,-,0.008393758817864229,mix,0.9678463292574198,,632.2471682871983,,0.0016431790610909047,,,,,1162.3469590955594,155.1932856690546,20.0,0.0034827739631811947,9.20817721856794,54.11076167815067,16.444885557691247,51.52687613666788,0.0,3.6002651810139032
83,6.225,4.548451211136892,162.4114876203436,31.44119676545614,-,0.008365500197253926,mix,0.9662157689245704,,641.4614344978763,,0.0016443173605011907,,,,,1143.116193603843,164.40755187973264,20.0,0.003651763931114941,9.214266210668418,56.87386560503903,16.423236996063853,51.52687613666788,0.0,3.6002651810139032
84,6.3,4.541076387543191,162.40226753062012,31.43955136077568,-,0.008337513132388634,mix,0.964598161024662,,650.6815242213488,,0.0016454046804597056,,,,,1125.333082705836,173.62764160320512,20.0,0.0038188024611395537,9.220089723472615,59.6151535900177,16.40176508134616,51.52687613666788,0.0,3.6002651810139032
85,6.375,4.533758924420311,162.39304186528935,31.43790491618222,-,0.008309785532074059,mix,0.9629928702255294,,659.9071895521192,,0.0016464445934616379,,,,,1108.8196503858576,182.85330693397555,20.0,0.003984028429694514,9.22566533076743,62.335696677701485,16.38046036180148,51.52687613666788,0.0,3.6002651810139032
86,6.45,4.5264961255727165,162.38381085670773,31.436257475944558,-,0.008282306459512358,mix,0.9613993234619512,,669.1381981337618,,0.0016474402376616126,,,,,1093.4276091371944,192.08431551561807,20.0,0.004147564846388256,9.231008581632647,65.0364609219831,16.359314364579898,51.52687613666788,0.0,3.6002651810139032
87,6.5249999999999995,4.519285546714774,162.37457472338545,31.43460908155498,-,0.008255065971747019,mix,0.9598170011944954,,678.374331456027,,0.0016483943895764241,,,,,1079.0322249096355,201.3204488378833,20.0,0.004309521348355184,9.23613332225732,67.71832212577044,16.33831945118975,51.52687613666788,0.0,3.6002651810139032
88,6.6,4.512124961714355,162.36533367143156,31.432959772033144,-,0.008228054987770177,mix,0.9582454302368317,,687.6153834099241,,0.0016493095218379494,,,,,1065.5276722142307,210.56150079178042,20.0,0.004469996204079458,9.241051953903554,70.38207793581637,16.317468700169684,51.52687613666788,0.0,3.6002651810139032
89,6.675,4.505012334628881,162.35608789578956,31.43130958418425,-,0.008201265179142056,mix,0.956684177813862,,696.861159051914,,0.001650187848895257,,,,,1052.8234681098947,219.8072764337703,20.0,0.00462907794086071,9.245775641984583,73.02845786202532,16.29675581083377,51.52687613666788,0.0,3.6002651810139032
90,6.75,4.497945796339299,162.34683758130234,31.429658552819603,-,0.008174688878495547,mix,0.9551328465968308,,706.1114735391457,,0.0016510313646449504,,,,,1040.8416997866111,229.05759092100197,20.0,0.004786846679743789,9.250314487222663,75.65813164929669,16.276175023550266,51.52687613666788,0.0,3.6002651810139032
91,6.825,4.490923624871812,162.33758290363528,31.428006710946875,-,0.008148319002398137,mix,0.9535910705220352,,715.3661512061954,,0.0016518418727287099,,,,,1029.514844337173,238.31226858805167,20.0,0.004943375240372794,9.254677667042076,78.27171632800457,16.255721053142228,51.52687613666788,0.0,3.6002651810139032
92,6.8999999999999995,4.483944228705687,162.32832403008194,31.426354089934932,-,0.008122148985849384,mix,0.9520585112440276,,724.6250247595308,,0.0016526210119423013,,,,,1018.7840362350505,247.5711421413871,20.0,0.005098730062946172,9.258873553345072,80.8697821945516,16.23538903281062,51.52687613666788,0.0,3.6002651810139032
93,6.975,4.477006132520149,162.3190611202706,31.42470071965755,-,0.008096172726290424,mix,0.9505348551070765,,733.8879345708992,,0.0016533702773813275,,,,,1008.5976773517867,256.83405195275554,20.0,0.005252971983346097,9.262909811363295,83.4528579180137,16.21517446657649,51.52687613666788,0.0,3.6002651810139032
94,7.05,4.470107964949399,162.30979432678737,31.423046628619772,-,0.008070384535451922,mix,0.949019810543337,,743.1547280540981,,0.0016540910377784712,,,,,998.9103119375442,266.1008454359544,20.0,0.005406156889337836,9.266793483206845,86.02143492724008,16.195073188680492,51.52687613666788,0.0,3.6002651810139032
95,7.125,4.463248448003461,162.30052379572845,31.421391844069205,-,0.00804477909770939,mix,0.9475131058249734,,752.4252591130207,,0.0016547845505670011,,,,,989.6817086353013,275.37137649487704,20.0,0.005558336279635943,9.270531058936397,88.57597120111006,16.17508132870953,51.52687613666788,0.0,3.6002651810139032
96,7.199999999999999,4.45642638788026,162.29124966719107,31.41973639209442,-,0.008019351433877843,mix,0.9460144871118943,,761.699387650413,,0.0016554519747842278,,,,,980.8761057792038,284.6455050322693,20.0,0.005709557743030747,9.274128537383438,91.11689456032191,16.15519528147361,51.52687613666788,0.0,3.6002651810139032
97,7.2749999999999995,4.449640666947017,162.2819720757126,31.41808029771272,-,0.00799409686958202,mix,0.9445237167479488,,770.9769791289,,0.001656094381701223,,,,,972.4615865896674,293.9230965107563,20.0,0.005859865371258238,9.277591478486743,93.64460554021754,16.135411680849078,51.52687613666788,0.0,3.6002651810139032
