step,distance,u,P[kPa],T,rho,m_dot,phase,x,P_loss_gas,P_loss_all_phase,Q_release_gas,Delta_T,G_in_gas,G_pipe_gas,R_insu_gas,G_ex_gas,h_in,P_loss_mix,LM_C,LM_X,Delta_P_2p,Q_release_mix,G_in_mix,G_pipe_mix,R_insu_mix,G_ex_mix,P_loss_liq,Q_release_liq,G_in_liq,G_pipe_liq,R_insu_liq,G_ex_liq
start,start,1.5180405062413176,10.112866389000457,99.28908707489188,0.5841804975386293,0.00018962176477213636,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0.0,1.7627440993019787,10.11270302786176,94.89414477252967,0.5030847407578953,0.00018962176477213636,gas,1.0,0.1633611386969278,0.1633611386969278,1.731053735012951,4.39494230236221,0.025169928211956277,51.52687613666788,0.0,3.6002651810139032,,,,,,,,,,,,,,,,
1,0.075,2.032407599310517,10.112515708164247,90.81547644254084,0.4363345514554713,0.00018962176477213636,gas,1.0,0.35068083621081314,0.35068083621081314,3.324470230444528,4.0786683299888296,0.024734565699769902,51.52687613666788,0.0,3.6002651810139032,,,,,,,,,,,,,,,,
2,0.15,2.327324508328551,10.112302254229368,87.02678011087517,0.38104254694449075,0.00018962176477213639,gas,1.0,0.5641347710898117,0.5641347710898117,4.794128074747228,3.788696331665676,0.024340648658397388,51.52687613666788,0.0,3.6002651810139032,,,,,,,,,,,,,,,,
3,0.22499999999999998,2.6477243381786972,10.112060526641278,83.50447565341284,0.3349327743196483,0.00018962176477213636,gas,1.0,0.8058623591805372,0.8058623591805372,6.152090803226457,3.522304457462326,0.02398242648785204,51.52687613666788,0.0,3.6002651810139032,,,,,,,,,,,,,,,,
4,0.3,2.9934750915637904,10.111788374851857,80.22667100296621,0.2962475487833696,0.00018962176477213639,gas,1.0,1.0780141486011416,1.0780141486011416,7.408952533171052,3.277804650446626,0.023655910582034322,51.52687613666788,0.0,3.6002651810139032,,,,,,,,,,,,,,,,
5,0.375,3.3641500680944545,10.111483668924935,77.17381405690764,0.26360585594273406,0.00018962176477213636,gas,1.0,1.3827200755222293,1.3827200755222293,8.574054419834221,3.0528569460585686,0.023357889300643312,51.52687613666788,0.0,3.6002651810139032,,,,,,,,,,,,,,,,
6,0.44999999999999996,3.758938090838091,10.111144359941168,74.32796143494659,0.23592026173065359,0.00018962176477213636,gas,1.0,1.7220290592904348,1.7220290592904348,9.655578212515561,2.8458526219610576,0.02308362543870978,51.52687613666788,0.0,3.6002651810139032,,,,,,,,,,,,,,,,
7,0.525,4.177334947418728,10.11076848267758,71.67292168380209,0.21229077136077537,0.00018962176477213636,gas,1.0,2.097906322876952,2.097906322876952,10.66087124237999,2.6550397511445,0.022832404061393044,51.52687613666788,0.0,3.6002651810139032,,,,,,,,,,,,,,,,
8,0.6,4.617229425134445,10.110354128636693,69.19375126032566,0.19206532241876273,0.00018962176477213636,gas,1.0,2.5122603637646534,2.5122603637646534,11.596461811390244,2.4791704234764325,0.022601591783571923,51.52687613666788,0.0,3.6002651810139032,,,,,,,,,,,,,,,,
9,0.6749999999999999,5.079102681656791,10.109899598648969,66.87716614996879,0.1745996712022704,0.00018962176477213636,gas,1.0,2.9667903514891805,2.9667903514891805,12.46812609151146,2.3165851103568684,0.02238783798095403,51.52687613666788,0.0,3.6002651810139032,,,,,,,,,,,,,,,,
10,0.75,5.558989999051287,10.109403142867237,64.71080223860429,0.15952711884194629,0.00018962176477213636,gas,1.0,3.4632461332203093,3.4632461332203093,13.281104669851,2.166363911364499,0.022190958370255486,51.52687613666788,0.0,3.6002651810139032,,,,,,,,,,,,,,,,
11,0.825,6.057238624415659,10.108863396946921,62.68359417853327,0.1464049401397648,0.00018962176477213636,gas,1.0,4.002992053536218,4.002992053536218,14.040072452783594,2.0272080600710183,0.022008466765562482,51.52687613666788,0.0,3.6002651810139032,,,,,,,,,,,,,,,,
12,0.8999999999999999,6.571461400982569,10.10827900032054,60.78529993719701,0.1349486216395107,0.00018962176477213636,gas,1.0,4.587388679918149,4.587388679918149,14.749243714720082,1.8982942413362593,0.021838895713697768,51.52687613666788,0.0,3.6002651810139032,,,,,,,,,,,,,,,,
13,0.975,7.099751284954291,10.107648730903012,59.00652424126582,0.12490714429661252,0.00018962176477213639,gas,1.0,5.217658097444655,5.217658097444655,15.412458326139193,1.7787756959311878,0.021682029826658032,51.52687613666788,0.0,3.6002651810139032,,,,,,,,,,,,,,,,
14,1.05,7.639476496747283,10.106971525547713,57.33881648386887,0.11608251672708586,0.00018962176477213636,gas,1.0,5.8948634527441754,5.8948634527441754,16.033165935475886,1.667707757396954,0.021535842811345882,51.52687613666788,0.0,3.6002651810139032,,,,,,,,,,,,,,,,
15,1.125,8.191569286486207,10.106246646912519,55.774281775090685,0.10825882406718246,0.00018962176477213636,gas,1.0,6.619742087937993,6.619742087937993,16.61452866894251,1.564534708778183,0.02140033625061398,51.52687613666788,0.0,3.6002651810139032,,,,,,,,,,,,,,,,
16,1.2,8.749731535664422,10.105473223721518,54.30582586502885,0.1013527848946173,0.00018962176477213636,gas,1.0,7.393165278939705,7.393165278939705,17.159391873589474,1.4684559100618344,0.021273441463409662,51.52687613666788,0.0,3.6002651810139032,,,,,,,,,,,,,,,,
17,1.275,9.31705762118679,10.104650909604857,52.926782117720904,0.09518130017820857,0.00018962176477213636,gas,1.0,8.215479395601506,8.215479395601506,17.67038794993577,1.3790437473079464,0.02115577488103901,51.52687613666788,0.0,3.6002651810139032,,,,,,,,,,,,,,,,
