step,distance,u,P[kPa],T,rho,m_dot,phase,x,P_loss_gas,P_loss_all_phase,Q_release_gas,Delta_T,G_in_gas,G_pipe_gas,R_insu_gas,G_ex_gas
start,start,1.6511114167082503,203.16354197597917,67.65395915452501,25.387375492714988,0.01521811943009609,,,,,,,,,,
0,0.0,1.6513665607161874,203.1588654330063,67.64779003163613,25.38345302214527,0.015218119430096086,gas,1.0,4.676542972883908,4.676542972883908,0.08852850910209392,0.0061691228888776095,1.086157415003878,90.46181748049385,423.55360010093545,1.1818671562804803
1,0.15,1.651647508409815,203.1541882039437,67.64162179870806,25.379135259095612,0.015218119430096086,gas,1.0,9.353772035479778,9.353772035479778,0.1770425097700229,0.006168232928075668,1.0861338184434024,90.46181748049385,423.55360010093545,1.1818671562804803
2,0.3,1.6519285111556632,203.14951017914214,67.63545445581423,25.374818119069943,0.01521811943009609,gas,1.0,14.03179683702183,14.03179683702183,0.26554200170153364,0.0061673428938320285,1.0860966392114935,90.46181748049385,423.55360010093545,1.1818671562804803
3,0.44999999999999996,1.6522049333895332,203.1448314004476,67.62928797296809,25.37057278378085,0.015218119430096082,gas,1.0,18.710575531586073,18.710575531586073,0.35402698937375704,0.006166482846140298,1.086072970428833,90.46181748049385,423.55360010093545,1.1818671562804803
4,0.6,1.652445882652425,203.14015188924907,67.62312234411093,25.366873406466553,0.015218119430096086,gas,1.0,23.39008673009812,23.39008673009812,0.4424974752870239,0.0061656288571612095,1.0860520069780975,90.46181748049385,423.55360010093545,1.1818671562804803
5,0.75,1.652706692168577,203.13547169561417,67.61695760502482,25.36287032351737,0.01521811943009609,gas,1.0,28.0702803650056,28.0702803650056,0.5309534585934153,0.0061647390861026,1.0860148418719744,90.46181748049385,423.55360010093545,1.1818671562804803
6,0.8999999999999999,1.6529878960636777,203.13079076329302,67.61079375561621,25.35855562893134,0.015218119430096086,gas,1.0,32.75121268615476,32.75121268615476,0.6193949413874965,0.006163849408608257,1.0859776819748228,90.46181748049385,423.55360010093545,1.1818671562804803
7,1.05,1.6532341449372259,203.12610903452298,67.60463079579148,25.354778477474877,0.01521811943009609,gas,1.0,37.43294145617983,37.43294145617983,0.7078219257636127,0.006162959824735026,1.085940527286131,90.46181748049385,423.55360010093545,1.1818671562804803
8,1.2,1.6534852427597269,203.12142665796154,67.59846872523065,25.350928107661435,0.015218119430096086,gas,1.0,42.1153180176334,42.1153180176334,0.7962344170638059,0.006162070560833399,1.0859218028649884,90.46181748049385,423.55360010093545,1.1818671562804803
9,1.3499999999999999,1.6537665902814973,203.11674361306152,67.59230753378563,25.34661527364992,0.015218119430096086,gas,1.0,46.798362917645136,46.798362917645136,0.8846324180635976,0.0061611914450168115,1.085906958136564,90.46181748049385,423.55360010093545,1.1818671562804803
10,1.5,1.6540479947879045,203.11205977132158,67.58614719107089,25.3423030337496,0.01521811943009609,gas,1.0,51.48220465760096,51.48220465760096,0.9730159314457546,0.006160342714736089,1.0858956037426815,90.46181748049385,423.55360010093545,1.1818671562804803
11,1.65,1.6543293749772794,203.10737516823096,67.57998772222197,25.337992633333158,0.015218119430096086,gas,1.0,56.1668077482027,56.1668077482027,1.0613849586951487,0.006159468848920824,1.0858813481187035,90.46181748049385,423.55360010093545,1.1818671562804803
12,1.7999999999999998,1.6545706681040913,203.1026898251063,67.57382914224763,25.334297485348554,0.01521811943009609,gas,1.0,60.85215087287361,60.85215087287361,1.1497395015537635,0.006158579974339773,1.0858653140219483,90.46181748049385,423.55360010093545,1.1818671562804803
13,1.95,1.6548272089960485,203.0980037985983,67.56767145131334,25.330370015919314,0.015218119430096086,gas,1.0,65.53817738086218,65.53817738086218,1.2380795583968562,0.00615769093428753,1.085828188344131,90.46181748049385,423.55360010093545,1.1818671562804803
