lavel,val
Tec,52.499403523847434
Tev,38.176219750599046
T_ini_vl,67.65395915452501
T_ave_vl,67.34463411825357
T_ini_cl,67.03530908198218
T_ave_cl,51.7474764957027
T_ini_ll,36.45964390942328
T_ave_ll,36.424799645400924
T_ccin,37.97388105451603
T_ccc,31.793349877356434
T_hs,60.306698660423024
Q_load,3000.0
Q_ev,2807.3440195566845
Q_gr,85.48997198980412
Q_ec_wick_ccin,51.10355703347135
Q_ec_ccc,9.164717302396355
Q_ec_amb,45.015006618232036
Q_cc_ll,30.260626176087346
Q_ccc_ccin,-1.2271492162389426
eval_ec[%],0.06275758331374466
eval_cc[%],0.6538593880381686
P_cap.,8386.777196575988
P_loss_wick,1311.863428620468
P_loss_gr,29.99627821406466
P_loss_vl,476.0296970194904
P_loss_cl,743.0212503632356
P_loss_ll,81.20470150053734
