step,distance,u,P[kPa],T,rho,m_dot,phase,x,P_loss_gas,P_loss_all_phase,Q_release_gas,Delta_T,G_in_gas,G_pipe_gas,R_insu_gas,G_ex_gas,h_in,P_loss_mix,LM_C,LM_X,Delta_P_2p,Q_release_mix,G_in_mix,G_pipe_mix,R_insu_mix,G_ex_mix,P_loss_liq,Q_release_liq,G_in_liq,G_pipe_liq,R_insu_liq,G_ex_liq
start,start,1.4245763164297687,202.68751227895967,67.03530908198218,24.979716357387506,0.007609059715048043,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0.0,1.493107238227244,202.68502947042438,65.25032092492563,23.833192554955378,0.007609059715048043,gas,1.0,2.482808535307413,2.482808535307413,12.780411712405625,1.7849881570565458,0.38451873893349253,51.52687613666788,0.0,3.6002651810139032,,,,,,,,,,,,,,,,
1,0.075,1.5619844487698513,202.68243091282756,63.55207491016006,22.78224494609603,0.007609059715048045,gas,1.0,5.081366132129915,5.081366132129915,24.866293289758254,1.698246014765573,0.3817539649968429,51.52687613666788,0.0,3.6002651810139032,,,,,,,,,,,,,,,,
2,0.15,1.6310263582849642,202.67971611689978,61.93644107129978,21.81786464277987,0.007609059715048043,gas,1.0,7.796162059908966,7.796162059908966,36.29940530025414,1.6156338388602762,0.37915037616719854,51.52687613666788,0.0,3.6002651810139032,,,,,,,,,,,,,,,,
3,0.22499999999999998,1.700082792539699,202.67688492319317,60.399391500641286,20.93163490038475,0.007609059715048043,gas,1.0,10.627355766511755,10.627355766511755,47.11878930059777,1.5370495706584961,0.37670241526580317,51.52687613666788,0.0,3.6002651810139032,,,,,,,,,,,,,,,,
4,0.3,1.7690551012234526,202.67393740821856,58.93709544666768,20.11554772333384,0.007609059715048045,gas,1.0,13.574870741111226,13.574870741111226,57.36089449393317,1.4622960539736027,0.37440342785551484,51.52687613666788,0.0,3.6002651810139032,,,,,,,,,,,,,,,,
5,0.375,1.8378125810905157,202.6708738473786,57.54594265597194,19.362971327985964,0.007609059715048043,gas,1.0,16.63843158108648,16.63843158108648,67.05921920920096,1.3911527906957417,0.3722237179701765,51.52687613666788,0.0,3.6002651810139032,,,,,,,,,,,,,,,,
6,0.44999999999999996,1.906207056107905,202.66769467161294,56.22246059051537,18.668230295257672,0.007609059715048043,gas,1.0,19.817607346747536,19.817607346747536,76.24530498676334,1.3234820654565738,0.37016544195526263,51.52687613666788,0.0,3.6002651810139032,,,,,,,,,,,,,,,,
7,0.525,1.9741587439051924,202.66440058889194,54.96331798415957,18.02565899207977,0.007609059715048043,gas,1.0,23.111690067744348,23.111690067744348,84.94875315976175,1.2591426063557947,0.3682268626530884,51.52687613666788,0.0,3.6002651810139032,,,,,,,,,,,,,,,,
8,0.6,2.0414279909753166,202.66099243729795,53.765352977604834,17.431676488802395,0.007609059715048043,gas,1.0,26.519841661734972,26.519841661734972,93.19717552804948,1.197965006554739,0.3663982336375343,51.52687613666788,0.0,3.6002651810139032,,,,,,,,,,,,,,,,
