step,distance,u,P[kPa],T,rho,m_dot,phase,x,P_loss_liq,P_loss_all_phase,Q_release_liq,Delta_T,G_in_liq,G_pipe_liq,R_insu_liq,G_ex_liq
start,start,0.05764793174356019,201.94449102859645,36.45964390942328,1234.5807121811536,0.015218119430096086,,,,,,,,,,
0,0.0,0.05764786696274161,201.943687062507,36.45895023979284,1234.5820995204144,0.015218119430096086,liq,0.0,0.803966089442838,0.803966089442838,0.01325349401134236,0.0006936696304364887,1.0043881271739543,103.05375227333576,485.4955599291535,1.1224910551276333
1,0.15,0.057647802189025356,201.9428830955985,36.45825664465491,1234.58348671069,0.01521811943009609,liq,0.0,1.6079329979547765,1.6079329979547765,0.026505564742533155,0.0006935951379318794,1.00438619346065,103.05375227333576,485.4955599291535,1.1224910551276333
2,0.3,0.057647737422410604,201.94207912787104,36.457563124001524,1234.5848737519968,0.015218119430096086,liq,0.0,2.4119007254194003,2.4119007254194003,0.03975621234642884,0.0006935206533853489,1.0043842599844497,103.05375227333576,485.4955599291535,1.1224910551276333
3,0.44999999999999996,0.0576476726628966,201.94127515932468,36.45686967782467,1234.5862606443507,0.01521811943009609,liq,0.0,3.2158692717785016,3.2158692717785016,0.05300543697586954,0.0006934461768537403,1.004382326745322,103.05375227333576,485.4955599291535,1.1224910551276333
4,0.6,0.05764760791048252,201.94047118995954,36.45617630611633,1234.5876473877674,0.015218119430096086,liq,0.0,4.019838636915665,4.019838636915665,0.06625323878367892,0.0006933717083370539,1.0043803937432343,103.05375227333576,485.4955599291535,1.1224910551276333
5,0.75,0.05764754316516759,201.93966721977574,36.4554830088685,1234.5890339822631,0.015218119430096086,liq,0.0,4.823808820714476,4.823808820714476,0.07949961792266419,0.0006932972478352895,1.0043784609781534,103.05375227333576,485.4955599291535,1.1224910551276333
6,0.8999999999999999,0.05764747842695101,201.93886324877337,36.454789786073206,1234.5904204278536,0.015218119430096086,liq,0.0,5.6277798230876215,5.6277798230876215,0.09274457454561615,0.0006932227952916037,1.0043765284500479,103.05375227333576,485.4955599291535,1.1224910551276333
7,1.05,0.05764741369583197,201.93805927695252,36.454096637722444,1234.5918067245552,0.015218119430096086,liq,0.0,6.4317516439186875,6.4317516439186875,0.10598810880530922,0.00069314835076284,1.0043745961588846,103.05375227333576,485.4955599291535,1.1224910551276333
8,1.2,0.05764734897180971,201.93725530431334,36.45340356380825,1234.5931928723835,0.015218119430096086,liq,0.0,7.235724283120362,7.235724283120362,0.1192302208545014,0.0006930739141921549,1.0043726641046313,103.05375227333576,485.4955599291535,1.1224910551276333
9,1.3499999999999999,0.05764728425488341,201.93645133085587,36.452710564322615,1234.5945788713548,0.015218119430096086,liq,0.0,8.03969774057623,8.03969774057623,0.13247091084593435,0.0006929994856363919,1.0043707322872562,103.05375227333576,485.4955599291535,1.1224910551276333
10,1.5,0.05764721954505229,201.93564735658026,36.45201763925752,1234.595964721485,0.01521811943009609,liq,0.0,8.84367201619898,8.84367201619898,0.14571017893233326,0.000692925065095551,1.004368800706726,103.05375227333576,485.4955599291535,1.1224910551276333
11,1.65,0.05764715484231554,201.93484338148656,36.45132478860495,1234.59735042279,0.01521811943009609,liq,0.0,9.6476471099013,9.6476471099013,0.15894802526640692,0.0006928506525696321,1.0043668693630092,103.05375227333576,485.4955599291535,1.1224910551276333
12,1.7999999999999998,0.05764709014667235,201.93403940557488,36.45063201235695,1234.5987359752862,0.015218119430096086,liq,0.0,10.451623021566775,10.451623021566775,0.17218445000084762,0.0006927762480017918,1.0043649382560729,103.05375227333576,485.4955599291535,1.1224910551276333
13,1.95,0.05764702545812198,201.93323542884534,36.449939310505556,1234.600121378989,0.015218119430096086,liq,0.0,11.255599751108093,11.255599751108093,0.18541945328833134,0.0006927018513920302,1.0043630073858838,103.05375227333576,485.4955599291535,1.1224910551276333
14,2.1,0.05764696077665737,201.93243145129804,36.449246682975854,1234.6015066340483,0.01521811943009609,liq,0.0,12.05957729840884,12.05957729840884,0.19865303528047232,0.0006926275297018947,1.0043610379126389,103.05375227333576,485.4955599291535,1.1224910551276333
15,2.25,0.05764689610221263,201.93162747293306,36.44855412906321,1234.6028917418737,0.015218119430096086,liq,0.0,12.863555663381703,12.863555663381703,0.2118851961188921,0.0006925539126427793,1.0043586642519768,103.05375227333576,485.4955599291535,1.1224910551276333
16,2.4,0.057646831434787056,201.93082349375052,36.44786164876001,1234.60427670248,0.015218119430096086,liq,0.0,13.667534845910268,13.667534845910268,0.22511593595465457,0.0006924803032006821,1.004356290874361,103.05375227333576,485.4955599291535,1.1224910551276333
17,2.55,0.05764676677437987,201.93001951375055,36.447169242058635,1234.6056615158827,0.015218119430096086,liq,0.0,14.471514845907222,14.471514845907222,0.23834525493880804,0.000692406701375603,1.0043539177797554,103.05375227333576,485.4955599291535,1.1224910551276333
18,2.6999999999999997,0.057646702120990295,201.9292155329332,36.446476908951354,1234.6070461820973,0.015218119430096086,liq,0.0,15.275495663256152,15.275495663256152,0.25157315322238516,0.0006923331072812289,1.0043515449681224,103.05375227333576,485.4955599291535,1.1224910551276333
19,2.85,0.05764663747461756,201.92841155129858,36.44578464943055,1234.608430701139,0.015218119430096086,liq,0.0,16.079477297869744,16.079477297869744,0.2647996309564027,0.0006922595208038729,1.0043491724394256,103.05375227333576,485.4955599291535,1.1224910551276333
20,3.0,0.05764657283526096,201.92760756884678,36.44509246348855,1234.609815073023,0.01521811943009609,liq,0.0,16.883459749660688,16.883459749660688,0.2780246882918618,0.0006921859420003784,1.0043468001936287,103.05375227333576,485.4955599291535,1.1224910551276333
21,3.15,0.057646508202919666,201.92680358557794,36.44440035111768,1234.6111992977646,0.01521811943009609,liq,0.0,17.687443018512568,17.687443018512568,0.2912483253797478,0.0006921123708707455,1.0043444282306944,103.05375227333576,485.4955599291535,1.1224910551276333
22,3.3,0.05764644357759293,201.92599960149212,36.44370831231032,1234.6125833753795,0.015218119430096086,liq,0.0,18.491427104338072,18.491427104338072,0.3044705423710305,0.0006920388073581307,1.004342056550586,103.05375227333576,485.4955599291535,1.1224910551276333
