step,distance,u,P[kPa],T,rho_g,m_dot,Re,h_g,tau_g,Q_gr,Sigma_Plos_gr,A_recieve_heat,mu_g
start,start,0.0,203.19353825419324,38.176219750599046,11.015487900239615,6.382057661430987e-08,0.0,50.23427181126118,0.0,0.0,0.0,1.86e-06,
0,0.0,0.0028806891028105488,203.1924919025617,62.50603576527533,22.15462145916518,0.0,5.124092863453222,59.12859159366003,0.00028703186220404306,0.7066210033209311,1.0463516315503512,1.86e-06,1.2455e-05
1,0.00062,0.00545124617698056,203.19196163857535,64.58173515089112,23.41504109053465,6.382057661430987e-08,10.18115603642177,59.94203652578851,0.0005467381865664423,1.4736501881824426,1.5766156179015525,1.86e-06,1.2537e-05
2,0.00124,0.00799930621085808,203.19165546519085,65.41131990451953,23.934791942711705,1.2764115322861975e-07,15.23269307605109,60.2732154783705,0.0008043546847705382,2.2647493879194394,1.8827890023821965,1.86e-06,1.256913199045195e-05
3,0.00186,0.010537281448858479,203.1913551727752,65.87096895282775,24.22658137169665,1.9146172984292965e-07,20.279814621642796,60.455760000000005,0.0010611463910258443,3.0691819061591854,2.1830814180430025,1.86e-06,1.2588e-05
4,0.00248,0.013069194611790163,203.19105805178572,66.16735880700662,24.41641528420396,2.552823064572395e-07,25.32615652367186,60.572328439854886,0.0013173472022562577,3.882211158496236,2.480202407517936,1.86e-06,1.259973588070066e-05
5,0.0031,0.015596832429779774,203.19076296601241,66.37622965614162,24.551360759299133,3.191028830715494e-07,30.371467297419045,60.65467613007775,0.001573158906197307,4.701298350366034,2.7752881808264647,1.86e-06,1.2608e-05
6,0.00372,0.01812170694437382,203.19046930968327,66.53237637790687,24.652425826744107,3.829234596858593e-07,35.41585699652429,60.718396100767386,0.0018287321423898645,5.524914181416091,3.068944509985158,1.86e-06,1.2614237637790684e-05
7,0.00434,0.020644760236405223,203.19017671254048,66.65421980395666,24.730953862769645,4.4674403630016917e-07,40.45998992903391,60.7671598345251,0.0020841298353855803,6.352063757348518,3.361541652760934,1.86e-06,1.2619e-05
8,0.00496,0.02316575652499242,203.1898849343635,66.75225628625674,24.79457940037971,5.10564612914479e-07,45.503065002676784,60.805543740807934,0.002339370756919834,7.182056554242532,3.6533198297256604,1.86e-06,1.2623e-05
9,0.00558,0.02568529642063372,203.1895938126693,66.83303545385661,24.847124817699598,5.74385189528789e-07,50.54573287019811,60.83944,0.0025944827940810322,8.014392033436756,3.9444415239267983,1.86e-06,1.2626303545385658e-05
10,0.0062,0.028203235655442985,203.18930323059635,66.90099299942631,24.89169509959839,6.382057661430988e-07,55.58843477372783,60.866032947749865,0.0028494293047407154,8.848698396926256,4.235023596876999,1.86e-06,1.2629e-05
11,0.00682,0.0307206328918313,203.18901310688534,66.95899857631514,24.92939914578906,7.020263427574087e-07,60.632326765237785,60.8874,0.0031042585124537695,9.684686958384335,4.525147307896987,1.86e-06,1.2631e-05
12,0.00744,0.03323670625704923,203.18872337609085,67.00912307329594,24.96238615130713,7.658469193717186e-07,65.67462170395224,60.908817659957016,0.0033590344811624227,10.522129118603846,4.814878102391958,1.86e-06,1.2633e-05
13,0.00806,0.0357522290791003,203.18843398235092,67.05302159552201,24.9911151168654,8.296674959860285e-07,70.71532034826579,60.9279574156476,0.0036138353153154583,11.360844397818028,5.104271842312301,1.86e-06,1.2635e-05
14,0.00868,0.038267408699492536,203.1881448755257,67.09184493424124,25.016291453968844,8.934880726003383e-07,75.75442345609306,60.94052439132917,0.003868681949883898,12.200685613835603,5.393378667533398,1.86e-06,1.2637e-05
15,0.0093,0.04078083560891304,203.18785601394012,67.12634073603857,25.039438515227,9.573086492146482e-07,80.79832456313957,60.955564560912826,0.004123105603403544,13.04152714313147,5.682240253110649,1.86e-06,1.2638e-05
16,0.00992,0.04329513599551021,203.18756739654788,67.15732068670025,25.05939241202013,1.021129225828958e-06,85.84142752142321,60.96907181940129,0.004377657790778028,13.883267132656584,5.9708576453558635,1.86e-06,1.2639e-05
17,0.01054,0.04580839910684029,203.18727898615228,67.1853196686319,25.077723768042333,1.084949802443268e-06,90.87990774985168,60.98127937552351,0.004632340266086736,14.72581912802578,6.259268040972529,1.86e-06,1.264053196686319e-05
18,0.01116,0.048320913905119715,203.18699075164682,67.21076695973761,25.094536871816302,1.148770379057578e-06,95.91765192785064,60.988014394445585,0.004886983948708188,15.569109125151142,6.547502546425676,1.86e-06,1.2642e-05
19,0.01178,0.05083332284629146,203.18670267680352,67.23391463081299,25.10974024156908,1.2125909556718879e-06,100.96282305555988,60.998106779034465,0.005141238134336084,16.41307031590758,6.835577389720129,1.86e-06,1.2642391463081298e-05
20,0.0124,0.053345526079726834,203.186414767468,67.25515490484975,25.123608433394804,1.2764115322861977e-06,106.00153967534705,61.00736753851448,0.00539579988269677,17.2576474973298,7.123486725235125,1.86e-06,1.2643515490484971e-05
21,0.01302,0.05585638335580726,203.18612699147425,67.27472480316021,25.136834881896107,1.3402321089005075e-06,111.04497670949203,61.01590001417784,0.005649984889206616,18.102792225724315,7.411262718989747,1.86e-06,1.2644e-05
22,0.01364,0.05836777354843004,203.18583935587986,67.29282292495634,25.14869375497379,1.4040526855148173e-06,116.08329475121606,61.02379079528096,0.005904483972159183,18.948461817226345,7.6988983133633155,1.86e-06,1.2645e-05
23,0.01426,0.06087878227046783,203.1855518331821,67.30961696292383,25.159731874046678,1.4678732621291272e-06,121.12118283518984,61.031112995834796,0.006158965989674079,19.794618451422433,7.986421011126367,1.86e-06,1.2645961696292383e-05
24,0.01488,0.06338915091569255,203.18526441476925,67.32524943305572,25.170149659833402,1.5316938387434372e-06,126.1675166343308,61.03792875281228,0.0064129536198387835,20.641228441159143,8.273839423985919,1.86e-06,1.2646e-05
25,0.0155,0.0658992158579929,203.18497711444707,67.33984254457772,25.17988978120438,1.5955144153577472e-06,131.20400552307007,61.040000000000006,0.006667410762697197,21.488261643589702,8.561139746161643,1.86e-06,1.2646984254457768e-05
26,0.01612,0.0684106755726801,203.18468990290654,67.35343082653759,25.1884015785763,1.659334991972057e-06,136.2464477578481,61.04585584037038,0.006921706275870449,22.33568880390272,8.848351286695106,1.86e-06,1.2647343082653757e-05
27,0.01674,0.07092101785078535,203.18440278027586,67.36617923275332,25.196707539651992,1.7231555685863669e-06,141.28527397222302,61.05141414548045,0.007176072270213864,23.183485676260755,9.135473917383933,1.86e-06,1.2648e-05
28,0.01736,0.07343056756781825,203.18411573738504,67.3781680595394,25.204717641677586,1.7869761452006767e-06,146.33117661408815,61.05664127395919,0.007429998548782122,24.03163023373645,9.422516808204819,1.86e-06,1.2648e-05
29,0.01798,0.07593882757704493,203.18382878571694,67.38946646396391,25.212626524774713,1.8507967218149865e-06,151.36575020456425,61.06156737828825,0.007684369427295488,24.88010245325971,9.709468476299662,1.86e-06,1.2648946646396388e-05
30,0.0186,0.07844999612640476,203.18354190259166,67.40013516766226,25.219094617363556,1.9146172984292963e-06,156.41044832636106,61.06621893310073,0.007938520491145212,25.728884072787462,9.996351601585047,1.86e-06,1.2649013516766223e-05
31,0.01922,0.08095803442363217,203.18325509152876,67.4102280046992,25.226136802819507,1.9784378750436068e-06,161.44335586228584,61.07061941004885,0.008192953083671576,26.57795839154594,10.28316266447655,1.86e-06,1.265e-05
32,0.01984,0.08346898437320248,203.1829683381708,67.41979262891289,25.231875577347722,2.042258451657916e-06,166.48846073298233,61.074789586206016,0.008447061218568091,27.427310090795746,10.569916022417601,1.86e-06,1.265e-05
33,0.02046,0.08597676313938694,203.1826816500325,67.42887145606107,25.238210019242747,2.106079028272226e-06,171.53356560367874,61.07874795484263,0.008700848429705959,28.27692508191641,10.856604160740972,1.86e-06,1.265e-05
34,0.02108,0.0884843098575706,203.18239503384893,67.43750229869437,25.244251609086056,2.169899604886536e-06,176.56819879558233,61.082511002230746,0.008955143226163998,29.126790372905905,11.143220344296424,1.86e-06,1.2650750229869437e-05
35,0.0217,0.09099376184366584,203.1821084692657,67.44571919443786,25.249431516662696,2.233720181500846e-06,181.60941886927168,61.08609356877489,0.009209296648673732,29.976893958898085,11.42978492754628,1.86e-06,1.2651e-05
36,0.02232,0.0935026455175495,203.1818219578144,67.45355268970536,25.254486882793724,2.297540758115156e-06,186.6488834220853,61.08950897271152,0.009463481496249069,30.827224720914167,11.716296378843253,1.86e-06,1.2651355268970533e-05
37,0.02294,0.09601023629189055,203.1815354956718,67.46103032150887,25.259618192905304,2.3613613347294653e-06,191.68367936640655,61.09232,0.009717772076519993,31.6777723385844,12.002758521441137,1.86e-06,1.2652e-05
38,0.02356,0.09852010894373503,203.18124907712638,67.46817187058667,25.263903122351987,2.4251819113437757e-06,196.72798671815406,61.09232,0.009971811346849085,32.528527053303335,12.289177066850243,1.86e-06,1.2652e-05
39,0.02418,0.1010279652544979,203.1809627071595,67.47497065224354,25.268479456570464,2.4890024879580854e-06,201.7722940699016,61.09448720437818,0.010225646531199261,33.37947885389918,12.575547033746261,1.86e-06,1.2652e-05
40,0.0248,0.10353500990799504,203.1806763890566,67.48147459839845,25.273032218878903,2.5528230645723954e-06,206.81419098950556,61.09732292490172,0.010479521700895458,34.23061925129598,12.861865136626875,1.86e-06,1.2652147459839844e-05
41,0.02542,0.10604193625678772,203.18039011919552,67.48771129853611,25.27739790897527,2.616643641186705e-06,211.84799679783882,61.10004212616174,0.010733794796989283,35.08194051626637,13.14813499772572,1.86e-06,1.2652771129853611e-05
42,0.02604,0.10855033671669913,203.1801038846676,67.49369770930201,25.281218625581204,2.680464217801015e-06,216.8880735331799,61.10265220125568,0.010987899283811152,35.933435390214974,13.43436952563934,1.86e-06,1.2653e-05
43,0.02666,0.11105960308633753,203.17981768822114,67.49944934960763,25.284669609764578,2.744284794415325e-06,221.93198221999796,61.10515991642893,0.011241897262811431,36.78509706461195,13.720565972093027,1.86e-06,1.2653e-05
44,0.02728,0.1135665421695756,203.17953153083627,67.50498045184617,25.2884863162923,2.8081053710296347e-06,226.96695707293986,61.10757147700492,0.011496112154728805,37.6369191436822,14.006723356957082,1.86e-06,1.2653498045184615e-05
45,0.0279,0.11607313839301141,203.1792454053782,67.51030409425539,25.29221286597874,2.871925947643945e-06,232.00146390534644,61.10989258509534,0.01175031594580133,38.488895610933255,14.29284881503554,1.86e-06,1.2654e-05
