lavel,val
Tec,45.201092088833036
Tev,41.840996745482755
T_ini_vl,167.33221703146995
T_ave_vl,167.33207000020877
T_ini_cl,167.3319229689476
T_ave_cl,104.57819960072146
T_ini_ll,41.82447623249533
T_ave_ll,41.73884176747066
T_ccin,41.65144221104259
T_ccc,45.19316120323259
T_hs,50.440424807418026
Q_load,2000.0
Q_ev,1705.584396284603
Q_gr,41.75952384621178
Q_ec_wick_ccin,123.97490741168784
Q_ec_ccc,46.39673821401387
Q_ec_amb,50.15387519421217
Q_cc_ll,-0.02083159662701662
Q_ccc_ccin,0.5513781760608436
eval_ec[%],1.6065279524635798
eval_cc[%],6.227355859218784
P_cap.,8079.98982046487
P_loss_wick,338.2709930448983
P_loss_gr,0.12960501021007076
P_loss_vl,9.091505465301452
P_loss_cl,113.81657321931561
P_loss_ll,1243.8440573862754
