step,distance,u,P[kPa],T,rho,m_dot,phase,x,h_in,P_loss_mix,LM_C,LM_X,Delta_P_2p,P_loss_all_phase,Q_release_mix,Delta_T,G_in_mix,G_pipe_mix,R_insu_mix,G_ex_mix
9,1.3499999999999999,1.362488462030716,228.21328327725007,41.80937323798088,-,0.0013750327918124387,mix,0.3834498094375184,411.2876063052732,120.65625743416604,20.0,0.13229849414180359,12.32938861607482,120.65625743416604,0.2428278550208853,0.0017613038583590424,12.71527434576023,103.05375227333576,485.4955599291535,1.1224910551276333
10,1.5,1.3625540663077855,228.2009535929024,41.80761189675002,-,0.0013750077908199231,mix,0.3834463234590568,411.2864213391431,132.98594178183703,20.0,0.13229661624374037,12.329684347662274,132.98594178183703,0.26709158774519887,0.0017613412308605803,12.715556579747432,103.05375227333576,485.4955599291535,1.1224910551276333
11,1.65,1.3626196885184334,228.18862355108664,41.805850513271764,-,0.001374982807312931,mix,0.383442839887006,411.28458918583544,145.31598359759664,20.0,0.1322939747855123,12.330041815773708,145.31598359759664,0.2913517015193806,0.0017613834782537197,12.715966152055762,103.05375227333576,485.4955599291535,1.1224910551276333
12,1.7999999999999998,1.3626853292477024,228.17629315172567,41.80408907872669,-,0.0013749578416765741,mix,0.3834393587751304,411.2827576186569,157.64638295857003,20.0,0.13229133182347932,12.33039936096999,157.64638295857003,0.31560819625667064,0.0017614345450738256,12.716375848498638,103.05375227333576,485.4955599291535,1.1224910551276333
13,1.95,1.362750988499853,228.16396239473957,41.802327593103655,-,0.0013749328939108958,mix,0.38343588012350305,411.2809266442547,169.9771399446763,20.0,0.13228868730957144,12.330756986112622,169.9771399446763,0.3398610718521888,0.0017614856230352416,12.71678567303622,103.05375227333576,485.4955599291535,1.1224910551276333
14,2.1,1.3628166662791548,228.15163128004835,41.8005660563914,-,0.001374907964015944,mix,0.3834324039321976,411.2790962626233,182.3082546358928,20.0,0.1322860412437534,12.331114691220254,182.3082546358928,0.36411032820103195,0.0017615367122516545,12.717195625693742,103.05375227333576,485.4955599291535,1.1224910551276333
15,2.25,1.3628823625899011,228.13929980757203,41.79880446857834,-,0.001374883051991783,mix,0.38342893020128976,411.2772664737575,194.63972711219685,20.0,0.13228339362598945,12.33147247631157,194.63972711219685,0.3883559651982739,0.001761587813064125,12.717605706496483,103.05375227333576,485.4955599291535,1.1224910551276333
16,2.4,1.36294807737093,228.12696805603622,41.79704282965315,-,0.001374858157706445,mix,0.3834254589124447,411.27926440930844,206.9714786480181,20.0,0.13228005209621718,12.331751535819437,206.9714786480181,0.4125979828839013,0.0017616389251884357,12.718144510409525,103.05375227333576,485.4955599291535,1.1224910551276333
17,2.55,1.363013809852802,228.1146360626803,41.79528115086231,-,0.0013748332806055726,mix,0.3834219899884276,411.28307509451406,219.30347200395772,20.0,0.13227638123865648,12.331993355930612,219.30347200395772,0.43683638122151347,0.0017616787908423248,12.718744344072364,103.05375227333576,485.4955599291535,1.1224910551276333
18,2.6999999999999997,1.3630795596878746,228.10230382743464,41.79351943752579,-,0.0013748084204564,mix,0.3834185233968445,411.2868864132868,231.635707249603,20.0,0.13227270895359508,12.332235245651107,231.635707249603,0.46107116012918004,0.0017617133365206428,12.719344316202893,103.05375227333576,485.4955599291535,1.1224910551276333
19,2.85,1.363145326880134,228.089971350231,41.79175768963353,-,0.0013747835772591481,mix,0.38341505913778967,411.29069834459114,243.96818445323152,20.0,0.13226903527317457,12.332477203626565,243.96818445323152,0.48530231953590025,0.0017617478922602459,12.719944423875907,103.05375227333576,485.4955599291535,1.1224910551276333
20,3.0,1.3632111114335381,228.07763863100115,41.789995907175864,-,0.0013747587510140223,mix,0.38341159721135476,411.29451088848015,256.30090368309175,20.0,0.13226536019738236,12.332719229872346,256.30090368309175,0.5095298593706528,0.0017617824576632302,12.720544667121791,103.05375227333576,485.4955599291535,1.1224910551276333
21,3.15,1.3632769133522784,228.06530566940697,41.78823409014302,-,0.0013747339417216806,mix,0.38340813761769493,411.2983109433556,268.6338652772829,20.0,0.13226168609584596,12.332961594198528,268.6338652772829,0.5337537795619005,0.0017618170328432825,12.721144605661193,103.05375227333576,485.4955599291535,1.1224910551276333
22,3.3,1.363342732738623,228.05297234951087,41.78647223848674,-,0.0013747091495771304,mix,0.3834046803840669,411.2964849489844,280.9671851733874,20.0,0.13225902823848013,12.333319896114496,280.9671851733874,0.5579740798257096,0.0017618516562833975,12.721555576491395,103.05375227333576,485.4955599291535,1.1224910551276333
23,3.4499999999999997,1.363408570689239,228.04063867123804,41.784710335644434,-,0.001374684375303883,mix,0.3834012256114286,411.29465953488045,293.30086344620213,20.0,0.13225636891923345,12.333678272808713,293.30086344620213,0.582190760090984,0.0017619028423041527,12.721966668270563,103.05375227333576,485.4955599291535,1.1224910551276333
24,3.5999999999999996,1.3634744272083663,228.0283046345084,41.78294838160548,-,0.0013746596189019623,mix,0.38339777329985,411.2928347135424,305.6349001758499,20.0,0.13225370804780612,12.334036729646163,305.6349001758499,0.6064038202525988,0.0017619540389546273,12.72237788842513,103.05375227333576,485.4955599291535,1.1224910551276333
25,3.75,1.363540302300304,228.01597023924177,41.78118637635839,-,0.0013746348803714318,mix,0.38339432344940627,411.2910104849645,317.9692954424827,20.0,0.13225104562416623,12.334395266645373,317.9692954424827,0.6306132602054066,0.0017620052470874725,12.722789236980157,103.05375227333576,485.4955599291535,1.1224910551276333
26,3.9,1.3635958580743013,228.00363548535793,41.77949627990523,-,0.0013746070140544828,mix,0.3833904373840839,411.28918684914174,330.30404932631063,20.0,0.1322483816482772,12.334753883825156,330.30404932631063,0.654819079844237,0.0016900964531600948,12.723200713961118,103.05375227333576,485.4955599291535,1.1224910551276333
27,4.05,1.3636301233082035,227.99130042345286,41.777954435669756,-,0.0013745726822098506,mix,0.38338564962184274,411.28759698197246,342.6391112313722,20.0,0.1322464471978443,12.335061905059792,342.6391112313722,0.6790214269229404,0.0015418442354757644,12.723543872133284,103.05375227333576,485.4955599291535,1.1224910551276333
28,4.2,1.3636643998620348,227.97896515790106,41.77641255293162,-,0.0013745383658347308,mix,0.38338086395715865,411.28648822732146,354.9743767831824,20.0,0.13224601799790225,12.335265551799347,354.9743767831824,0.7032206060611684,0.0015418827381381561,12.723746072218821,103.05375227333576,485.4955599291535,1.1224910551276333
29,4.35,1.363698687020288,227.96662968865425,41.77487064473769,-,0.0013745040643585386,mix,0.38337608031053666,411.285379988293,367.30984602999524,20.0,0.13224558759064658,12.335469246821605,367.30984602999524,0.727416617179843,0.0015419081939285206,12.723948354030998,103.05375227333576,485.4955599291535,1.1224910551276333
30,4.5,1.363732984784648,227.9542940156676,41.77332871108183,-,0.0013744697777811755,mix,0.38337129868203845,411.2842722475724,379.6455190166307,20.0,0.13224515603843426,12.335672986627117,379.6455190166307,0.7516094602266917,0.0015419336558579744,12.724150712680078,103.05375227333576,485.4955599291535,1.1224910551276333
31,4.6499999999999995,1.363767293156768,227.94195813889638,41.77178675195847,-,0.0013744355061025171,mix,0.3833665190717222,411.28316500515837,391.9813957878505,20.0,0.13224472334120713,12.335876771224049,391.9813957878505,0.7757991351494299,0.0015419591233580832,12.724353148176336,103.05375227333576,485.4955599291535,1.1224910551276333
32,4.8,1.3638016121382983,227.92962205829576,41.7702447673621,-,0.0013744012493224365,mix,0.38336174147964575,411.2820582610491,404.31747638847446,20.0,0.13224428949890987,12.336080600620416,404.31747638847446,0.7999856418957609,0.0015419845963720036,12.724555660529855,103.05375227333576,485.4955599291535,1.1224910551276333
33,4.95,1.3638625764172916,227.91728577382094,41.76851743689946,-,0.0013743751078065633,mix,0.3833580956357886,411.2809520152423,416.6537608632934,20.0,0.13224385451148746,12.336284474824229,416.6537608632934,0.8241689804133773,0.0017273304626428398,12.724758249750673,103.05375227333576,485.4955599291535,1.1224910551276333
34,5.1,1.363928582784874,227.90494918412546,41.76675511054589,-,0.0013743505112841898,mix,0.383354665233815,411.28064538243655,428.99035055877175,20.0,0.13224168054555954,12.33658969546875,428.99035055877175,0.8483487699178283,0.0017623263535710976,12.725173200021903,103.05375227333576,485.4955599291535,1.1224910551276333
35,5.25,1.3639946072506963,227.8926122700274,41.76499274058938,-,0.0013743259322962682,mix,0.383351237246654,411.28049007642846,441.32726465683663,20.0,0.13223917728263065,12.336914098078038,441.32726465683663,0.8725249385116995,0.0017623699565092465,12.725628321960373,103.05375227333576,485.4955599291535,1.1224910551276333
36,5.3999999999999995,1.3640606499992263,227.88027503145202,41.76323032428968,-,0.001374301370962084,mix,0.383347811691007,411.28033535098115,453.6645032322267,20.0,0.13223667251356785,12.337238575385989,453.6645032322267,0.8966974861054273,0.0017624162996980886,12.726083571823228,103.05375227333576,485.4955599291535,1.1224910551276333
37,5.55,1.3641267110346178,227.8679374683238,41.76146786163605,-,0.0013742768272816393,mix,0.3833443885669396,411.28018121074257,466.0020663604664,20.0,0.1322341662237169,12.337563128238136,466.0020663604664,0.9208664126038181,0.0017624626536303367,12.726538950924214,103.05375227333576,485.4955599291535,1.1224910551276333
38,5.7,1.364192790361026,227.85559958056714,41.75970535261774,-,0.0013742523012549345,mix,0.3833409678745171,411.28002765572194,478.3399541171093,20.0,0.1322316584130441,12.337887756651492,478.3399541171093,0.9450317179116561,0.001762509018305991,12.72699445928936,103.05375227333576,485.4955599291535,1.1224910551276333
39,5.85,1.3642588879864697,227.84326137590617,41.757942797223905,-,0.0013742277928897421,mix,0.3833375496148884,411.2802615191275,490.6781587780861,20.0,0.13222892079398382,12.33820466097404,490.6781587780861,0.9691934019483044,0.0017625553938387384,12.72746752210365,103.05375227333576,485.4955599291535,1.1224910551276333
40,6.0,1.3643250038606491,227.8309228931223,41.756180196558034,-,0.0013742033021760418,mix,0.3833341337867211,411.28242313246903,503.01664156193146,20.0,0.13222504438904575,12.338482783852333,503.01664156193146,0.9933514646912277,0.0017626006658701954,12.72802752924595,103.05375227333576,485.4955599291535,1.1224910551276333
41,6.1499999999999995,1.3643911376207245,227.81858413214104,41.75441755616038,-,0.0013741788288712316,mix,0.383330720356243,411.2845853808026,515.3554025432095,20.0,0.13222116650713814,12.33876098129178,515.3554025432095,1.0175059060474079,0.001762640397657833,12.728587675483034,103.05375227333576,485.4955599291535,1.1224910551276333
42,6.3,1.3644572892707172,227.80624509288927,41.75265487602019,-,0.0013741543729752729,mix,0.3833273093235128,411.28674824743604,527.6944417949708,20.0,0.13221728718230683,12.339039251770227,527.6944417949708,1.0416567259352096,0.001762680140188877,12.729147957895872,103.05375227333576,485.4955599291535,1.1224910551276333
43,6.45,1.3645234588146276,227.79390577529398,41.750892156127065,-,0.001374129934488112,mix,0.38332390068858696,411.28891173239975,540.0337593902659,20.0,0.13221340641456222,12.3393175953042,540.0337593902659,1.065803924272975,0.0017627198931222665,12.729708376513575,103.05375227333576,485.4955599291535,1.1224910551276333
44,6.6,1.3645799763735196,227.78156617928207,41.74912939647055,-,0.001374105513409699,mix,0.38332049445152244,411.2910758357231,552.3733554021746,20.0,0.1322095242039167,12.33959601191012,552.3733554021746,1.0899475009790252,0.0017627596565148451,12.730268931365066,103.05375227333576,485.4955599291535,1.1224910551276333
45,6.75,1.3646265991905608,227.76922632919332,41.7473665970403,-,0.0013740811092286705,mix,0.3833170905410577,411.292087772292,564.7132054909307,20.0,0.13220690045313255,12.33985008875228,564.7132054909307,1.1140874559281895,0.001762799430252926,12.730670831100547,103.05375227333576,485.4955599291535,1.1224910551276333
46,6.8999999999999995,1.3646732351789255,227.75688624998523,41.74560376131336,-,0.0013740567212688225,mix,0.38331368886293604,411.29191894225215,577.05328469901,20.0,0.13220556645082698,12.340079208087257,577.05328469901,1.1382237889942182,0.0017628357269359185,12.730910109439343,103.05375227333576,485.4955599291535,1.1224910551276333
47,7.05,1.3647198841443386,227.74454594160383,41.74384089285502,-,0.0013740323493741263,mix,0.3833102893954534,411.2917506492283,589.3935930804,20.0,0.13220423115831126,12.340308381383698,589.3935930804,1.1623565001025578,0.0017628684583428367,12.73114947679153,103.05375227333576,485.4955599291535,1.1224910551276333
48,7.199999999999999,1.3647665460890888,227.7322054039961,41.74207799165771,-,0.0013740079935446613,mix,0.3833068921386797,411.29158288719765,601.7341306881572,20.0,0.1322028945922803,12.340537607760549,601.7341306881572,1.1864855891859796,0.0017629011973099296,12.731388931922552,103.05375227333576,485.4955599291535,1.1224910551276333
49,7.35,1.3648132210154715,227.71986463710886,41.74031505771376,-,0.0013739836537805111,mix,0.3833034970926854,411.29141565616936,614.0748975753959,20.0,0.13220155675269388,12.34076688722739,614.0748975753959,1.2106110561772394,0.001762933943950884,12.731628474844628,103.05375227333576,485.4955599291535,1.1224910551276333
50,7.5,1.3648759985301901,227.70752364088904,41.73855209101555,-,0.001373959330081759,mix,0.3833001042575408,411.2912489561527,626.4158937952016,20.0,0.13220021763951106,12.340996219793848,626.4158937952016,1.2347329010090775,0.0017629666982088565,12.73186810557001,103.05375227333576,485.4955599291535,1.1224910551276333
51,7.6499999999999995,1.3649422941041605,227.69518230774156,41.73678909155558,-,0.0013739350232986475,mix,0.3832967137519039,411.2897326123347,638.7572269426892,20.0,0.1321977613662461,12.34133314748956,638.7572269426892,1.2588511235633504,0.0017629994599701604,12.732251213877229,103.05375227333576,485.4955599291535,1.1224910551276333
52,7.8,1.3650086081531874,227.682840614193,41.7350260439631,-,0.0013739107342872637,mix,0.3832933256952519,411.28792304724846,651.098920491233,20.0,0.13219506084769755,12.34169354853377,651.098920491233,1.2829657237617165,0.0017630475924761413,12.73266564087281,103.05375227333576,485.4955599291535,1.1224910551276333
53,7.949999999999999,1.3650749409026672,227.67049856016382,41.73326294488476,-,0.0013738864631936772,mix,0.3832899401080252,411.2861140737187,663.4409745204321,20.0,0.13219235879113928,12.342054029210342,663.4409745204321,1.307076701505324,0.001763099078345931,12.73308019557005,103.05375227333576,485.4955599291535,1.1224910551276333
54,8.1,1.3651412923569322,227.6581561455732,41.731499794309116,-,0.0013738622100179588,mix,0.3832865569902992,411.28430569426627,675.7833891110495,20.0,0.13218965517830678,12.342414590619791,675.7833891110495,1.3311840566884312,0.001763150575641248,12.733494879492094,103.05375227333576,485.4955599291535,1.1224910551276333
55,8.25,1.3652054834131584,227.64581337034042,41.72976951819669,-,0.0013738365361582057,mix,0.3832829756663458,411.2824979088869,688.1261643438193,20.0,0.13218695000916517,12.342775232781035,688.1261643438193,1.3552877892052735,0.0017302761124255994,12.733909692664593,103.05375227333576,485.4955599291535,1.1224910551276333
56,8.4,1.365257283823875,227.6334702450457,41.72822667129259,-,0.0013738026886895862,mix,0.38327825412995614,411.2807999859521,700.4692896385677,20.0,0.1321844229134173,12.343125294753667,700.4692896385677,1.3793879666044195,0.001542846904101225,12.734312366680184,103.05375227333576,485.4955599291535,1.1224910551276333
57,8.549999999999999,1.3653090989768093,227.62112683031827,41.72668378063071,-,0.0013737688569086008,mix,0.3832735347237814,411.2797248098607,712.8127043659624,20.0,0.13218291710919844,12.343414727388897,712.8127043659624,1.403484974004464,0.001542890661880847,12.734645304399228,103.05375227333576,485.4955599291535,1.1224910551276333
58,8.7,1.36536092837288,227.60878312609483,41.72514085378981,-,0.0013737350404838967,mix,0.38326881740167706,411.2786501565061,725.1564085893915,20.0,0.13218140996679845,12.343704223420511,725.1564085893915,1.4275788113155314,0.0015429268408979624,12.734978346424656,103.05375227333576,485.4955599291535,1.1224910551276333
59,8.85,1.365412772015081,227.59643913231443,41.72359789076188,-,0.0013737012394155381,mix,0.3832641021637289,411.2775760157424,737.5004023697984,20.0,0.13217990152753625,12.343993780405736,737.5004023697984,1.4516694784633177,0.00154296302793,12.73531148929204,103.05375227333576,485.4955599291535,1.1224910551276333
60,9.0,1.3654646299063764,227.5840948489161,41.72205489153936,-,0.0013736674537035687,mix,0.38325938901002,411.2765023875746,749.8446857681556,20.0,0.13217839179134522,12.344283398358137,749.8446857681556,1.4757569753735018,0.0015429992225222122,12.735644733019958,103.05375227333576,485.4955599291535,1.1224910551276333
61,9.15,1.3655165020497426,227.5717502758388,41.72051185611451,-,0.00137363368334804,mix,0.38325467794063434,411.2754292720067,762.1892588454357,20.0,0.13217688075816134,12.344573077291145,762.1892588454357,1.4998413019717476,0.0015430354248451295,12.735978077626779,103.05375227333576,485.4955599291535,1.1224910551276333
62,9.299999999999999,1.3655650319500894,227.5594054130216,41.71882146797702,-,0.0013736063643256405,mix,0.38325086680986614,411.2743566690433,774.5341216626402,20.0,0.13217536842791958,12.344862817218246,774.5341216626402,1.523922458183703,0.0016903881374901175,12.736311523130952,103.05375227333576,485.4955599291535,1.1224910551276333
63,9.45,1.365611909650153,227.54706035476386,41.71705791614596,-,0.0013735822566595252,mix,0.3832475036467669,411.2758679914082,786.87917992039,20.0,0.13217316243110402,12.345058257745405,786.87917992039,1.5480001413532678,0.0017635518310612497,12.736716329828264,103.05375227333576,485.4955599291535,1.1224910551276333
64,9.6,1.3656588005883952,227.53471514784783,41.71529433639489,-,0.0013735581658301244,mix,0.38324414280300717,411.2786622262904,799.2243868364021,20.0,0.13217061144039594,12.345206916001944,799.2243868364021,1.5720742012053461,0.0017635797510706652,12.737156614312218,103.05375227333576,485.4955599291535,1.1224910551276333
65,9.75,1.3657057043983067,227.52236979222144,41.71353073540689,-,0.0013735340915449045,mix,0.38324078423783675,411.2814570335283,811.5697424628015,20.0,0.13216805916497631,12.345355626399122,811.5697424628015,1.5961446376825614,0.0017636009879993253,12.737597001668393,103.05375227333576,485.4955599291535,1.1224910551276333
66,9.9,1.3657526210819397,227.51002428783386,41.71176711317452,-,0.0013735100338035683,mix,0.3832374279512743,411.28425239064336,823.9152468503744,20.0,0.13216550564073118,12.345504387584347,823.9152468503744,1.6202114507412675,0.0017636222323744732,12.738037488819264,103.05375227333576,485.4955599291535,1.1224910551276333
67,10.049999999999999,1.365799550641332,227.4976786346343,41.710003469690605,-,0.0013734859926058092,mix,0.38323407394333675,411.28704829765695,836.260900049936,20.0,0.13216295086767882,12.34565319956561,836.260900049936,1.644274640337803,0.001763643483911892,12.738478075780755,103.05375227333576,485.4955599291535,1.1224910551276333
68,10.2,1.3658660847846924,227.48533283257197,41.70823980494782,-,0.0013734619679513266,mix,0.383230722214042,411.2898447545891,848.6067021122726,20.0,0.1321603948458388,12.345802062350835,848.6067021122726,1.6683342064284916,0.0017636647427821117,12.738918762568632,103.05375227333576,485.4955599291535,1.1224910551276333
69,10.35,1.3659326741755389,227.47298666935262,41.706476118938895,-,0.0013734379596555114,mix,0.3832273727376943,411.2890780090218,860.9528653316083,20.0,0.13215767074920595,12.346163219348925,860.9528653316083,1.6923901488357247,0.001763686008928289,12.739354236654185,103.05375227333576,485.4955599291535,1.1224910551276333
70,10.5,1.3659992822105644,227.46064014448726,41.70471238133615,-,0.0013734139690424882,mix,0.3832240256990882,411.28830479553216,873.2993901969749,20.0,0.13215494494870836,12.3465248653682,873.2993901969749,1.716442467515574,0.0017637376027437313,12.739789816611633,103.05375227333576,485.4955599291535,1.1224910551276333
71,10.65,1.366065908898142,227.44829325789536,41.702948592069674,-,0.001373389996115232,mix,0.38322068109870255,411.28753217960286,885.6462767888734,20.0,0.1321522176076342,12.346886591893796,885.6462767888734,1.7404911623620651,0.0017637892664765786,12.740225526885506,103.05375227333576,485.4955599291535,1.1224910551276333
72,10.799999999999999,1.3661325542427791,227.4359460094964,41.701184751127926,-,0.0013733660408741678,mix,0.3832173389366605,411.28676016132846,897.9935251878342,20.0,0.13214948872560664,12.347248398964256,897.9935251878342,1.76453623326908,0.00176384094174864,12.740661367530286,103.05375227333576,485.4955599291535,1.1224910551276333
73,10.95,1.366199218248973,227.4235983992098,41.699420858499536,-,0.0013733421033197122,mix,0.383213999213084,411.2859887407253,910.3411354744458,20.0,0.1321467583025672,12.347610286599219,910.3411354744458,1.7885776801304767,0.0017638926283893852,12.741097338573653,103.05375227333576,485.4955599291535,1.1224910551276333
74,11.1,1.3662659009513847,227.41125042695498,41.69765691417285,-,0.001373318183512894,mix,0.38321066193655157,411.2848808317483,922.6891077292676,20.0,0.1321440263384584,12.347972254818263,922.6891077292676,1.8126155028274327,0.0017639443266830312,12.741527174327095,103.05375227333576,485.4955599291535,1.1224910551276333
75,11.25,1.36633260241608,227.3989020926512,41.69589291813645,-,0.0013732942815778736,mix,0.3832073271244501,411.28308392728366,935.0374420330336,20.0,0.13214129282908563,12.34833430376699,935.0374420330336,1.8366497012278715,0.0017639960364022045,12.741944321719165,103.05375227333576,485.4955599291535,1.1224910551276333
76,11.4,1.3663993226474236,227.38655339621747,41.694128870378734,-,0.001373270397514737,mix,0.3832039947768559,411.2812876153783,947.3861384667689,20.0,0.132138557765946,12.348696433722159,947.3861384667689,1.8606802752255915,0.0017640477577174352,12.742361598677112,103.05375227333576,485.4955599291535,1.1224910551276333
77,11.549999999999999,1.3664660616497732,227.37420433757276,41.69236477088822,-,0.001373246531323564,mix,0.38320066489384447,411.2794918960282,959.7351971114695,20.0,0.13213582114900468,12.349058644702819,959.7351971114695,1.8847072247143672,0.0017640994905150365,12.742779005226769,103.05375227333576,485.4955599291535,1.1224910551276333
78,11.7,1.3665328194274986,227.36185491663605,41.69060061965325,-,0.0013732226830044428,mix,0.38319733747549234,411.2776967692287,972.0846180481894,20.0,0.1321330829782277,12.349420936727968,972.0846180481894,1.9087305495879496,0.0017641512349655386,12.743196541393923,103.05375227333576,485.4955599291535,1.1224910551276333
79,11.85,1.3665995959849646,227.34950513332623,41.6888364166623,-,0.001373198852557458,mix,0.38319401252187546,411.2759022349758,984.4344013580121,20.0,0.13213034325358017,12.349783309816681,984.4344013580121,1.9327502497400657,0.0017642029909552548,12.743614207204457,103.05375227333576,485.4955599291535,1.1224910551276333
80,12.0,1.3666663913418298,227.33715501055178,41.68707216190376,-,0.00137317504001342,mix,0.383190690037357,411.27520610875047,996.7845241324685,20.0,0.13212771598102718,12.350122774459578,996.7845241324685,1.9567663251056069,0.0017642547585410284,12.7440602330249,103.05375227333576,485.4955599291535,1.1224910551276333
81,12.15,1.366733205292552,227.3248045601012,41.685307858650276,-,0.0013731512452448379,mix,0.3831873700042125,411.27507725714827,1009.1349745830521,20.0,0.13212514600527855,12.350450450570252,1009.1349745830521,1.9807787755994983,0.001764303253480648,12.744520963304202,103.05375227333576,485.4955599291535,1.1224910551276333
82,12.299999999999999,1.366800037728973,227.3124537818976,41.6835435085859,-,0.001373127468177723,mix,0.383184052412182,411.2749489955034,1021.4857527866261,20.0,0.1321225744950841,12.350778203564733,1021.4857527866261,2.0047876011221253,0.0017643500643771404,12.744981824899897,103.05375227333576,485.4955599291535,1.1224910551276333
83,12.45,1.3668668886553208,227.30010267586468,41.681779111699655,-,0.001373103708812103,mix,0.38318073726133295,411.2748213209445,1033.836858819559,20.0,0.13212000145949324,12.351106032944069,1033.836858819559,2.0287928015773327,0.0017643968862444126,12.745442817036121,103.05375227333576,485.4955599291535,1.1224910551276333
84,12.6,1.3669337580758176,227.28775124192597,41.680014667980686,-,0.0013730799671480038,mix,0.38317742455173215,411.27469423348174,1046.1882927582774,20.0,0.13211742689847317,12.351433938725517,1046.1882927582774,2.052794376868943,0.0017644437189687778,12.74590393973934,103.05375227333576,485.4955599291535,1.1224910551276333
85,12.75,1.3669811344855178,227.27539948000504,41.67825017741802,-,0.0013730562431854543,mix,0.383174114283447,411.2745677331248,1058.540054679208,20.0,0.1321148508119919,12.351761920926316,1058.540054679208,2.076792326900757,0.001764490562663923,12.746365193035986,103.05375227333576,485.4955599291535,1.1224910551276333
86,12.9,1.36702836157242,227.26304753205565,41.67648564000075,-,0.001373032536650338,mix,0.3831708064182921,411.2767194387751,1070.8920026285923,20.0,0.13211209727701395,12.351947949398442,1070.8920026285923,2.100786651661926,0.0017645374172730044,12.746784669620094,103.05375227333576,485.4955599291535,1.1224910551276333
87,13.049999999999999,1.3670756017593877,227.25069539921031,41.674721076007984,-,0.0013730088466546331,mix,0.38316750083241896,411.27889086773405,1083.244135473913,20.0,0.1321093408924052,12.35213284530701,1083.244135473913,2.1247773510568964,0.0017645639927650336,12.747203904890956,103.05375227333576,485.4955599291535,1.1224910551276333
88,13.2,1.3671228550393641,227.2383430814157,41.6729564856015,-,0.0013729851731910192,mix,0.383164197524865,411.28106286677405,1095.5964532685466,20.0,0.13210658324431515,12.352317794639644,1095.5964532685466,2.1487644250310614,0.0017645904064806928,12.747623240949679,103.05375227333576,485.4955599291535,1.1224910551276333
89,13.35,1.3671701214146394,227.2259905786183,41.67119186877369,-,0.001372961516259571,mix,0.3831608964956997,411.28323543541387,1107.9489560659276,20.0,0.13210382433366652,12.352502797368212,1107.9489560659276,2.1727478735301466,0.00176461682781337,12.748042677737185,103.05375227333576,485.4955599291535,1.1224910551276333
