step,distance,u,P[kPa],T,rho_g,m_dot,Re,h_g,tau_g,Q_gr,Sigma_Plos_gr,A_recieve_heat,mu_g
start,start,0.0,156.2066032761543,30.303074680769328,8.579060910615409,3.434855011224296e-07,0.0,23.77343622432617,0.0,0.0,0.0,3.72e-06,
0,0.0,0.007650219803424851,156.2056596840145,38.78564621109081,11.224693863327236,0.0,14.852784792978886,25.22383087401779,0.00035383796634800614,0.45733896676254493,0.9435921398107894,3.72e-06,1.1563e-05
1,0.00062,0.015180422538988375,156.20493361211183,39.04145590537689,11.313436771613063,3.434855011224296e-07,29.679901591845642,25.268380000000004,0.0007027321201748499,0.9285458061912171,1.6696640424779616,3.72e-06,1.1573e-05
2,0.00124,0.022707755538991133,156.20421307983722,39.13254641451715,11.344763924355142,6.869710022448592e-07,44.5083147618905,25.28419511836474,0.0010514599124774454,1.4046420059831117,2.390196317108348,3.72e-06,1.1576e-05
3,0.00186,0.03023395038622194,156.20349449066137,39.179734380786385,11.360920314235914,1.030456503367289e-06,59.33430456710928,25.292302095011433,0.0014001914979994597,1.8832703087285099,3.108785492950119,3.72e-06,1.1577973438078638e-05
4,0.00248,0.037757283542274825,156.2027768928126,39.2087451401469,11.371498056058746,1.3739420044897184e-06,74.16210891366993,25.296446440552018,0.0017487473925042883,2.363455159642035,3.8263833417149726,3.72e-06,1.1578874514014687e-05
5,0.0031,0.0452814123268137,156.20205994852307,39.228402259244945,11.37836090369797,1.7174275056121482e-06,88.98710891194709,25.300731692515395,0.0020974060797948413,2.844694557433605,4.543327631254215,3.72e-06,1.1579840225924492e-05
6,0.00372,0.0528064058928781,156.2013434217185,39.2427039849876,11.383081593995037,2.060913006734578e-06,103.81686130643382,25.301669468727294,0.002445992720958113,3.326701332283236,5.259854435833404,3.72e-06,1.158e-05
7,0.00434,0.06032914158459796,156.20062718959497,39.25350279378324,11.387050838134966,2.404398507857007e-06,118.64425266447789,25.304023609044744,0.0027945303664154127,3.8092872931188113,5.97608655935619,3.72e-06,1.1580350279378322e-05
8,0.00496,0.06785386611956372,156.19991120171792,39.26201522377738,11.389806089510934,2.747884008979437e-06,133.46729600647035,25.30587931878346,0.003143262494122669,4.292329978758887,6.692074436403345,3.72e-06,1.1581e-05
9,0.00558,0.07537494393191793,156.1991953770019,39.26890602206299,11.392562408825182,3.0913695101018666e-06,148.29699556274483,25.307381512809727,0.003491668902702166,4.775742377220549,7.407899152429309,3.72e-06,1.1581e-05
10,0.0062,0.08289920421546838,156.19847972547265,39.27460376191925,11.394381128575766,3.4348550112242963e-06,163.12669511901936,25.30862362009839,0.0038402227360773574,5.259460473865093,8.123550681659253,3.72e-06,1.1581e-05
11,0.00682,0.0904240831149544,156.1977641881725,39.2793973651647,11.395819209549401,3.7783405123467256e-06,177.95639467529386,25.3096686256059,0.004188805226217148,5.743435757226265,8.839087981818011,3.72e-06,1.1581e-05
12,0.00744,0.09794587470796856,156.19704874116866,39.283488928867484,11.397395571546983,4.121826013469156e-06,192.78028647138748,25.309800000000003,0.0045373813904478226,6.2276305598611925,9.554534985654755,3.72e-06,1.1581348892886746e-05
13,0.00806,0.10546715743308228,156.1963333877299,39.28700520968545,11.39880208387417,4.465311514591585e-06,207.6032361140637,25.309800000000003,0.004885956128751202,6.712013937578135,10.26988842440187,3.72e-06,1.1581700520968542e-05
14,0.00868,0.11298848075825756,156.19561811713046,39.29005748565288,11.400017245695858,4.808797015714014e-06,222.42628720585577,25.309812531872325,0.005234530336568555,7.1965609944058935,10.985159023868619,3.72e-06,1.1582e-05
15,0.0093,0.12051256274458598,156.1949029181505,39.292732473118406,11.400819741935516,5.152282516836444e-06,237.25470635291288,25.31039567913981,0.00558310600683118,7.681251499444307,11.700358003843576,3.72e-06,1.1582e-05
16,0.00992,0.1280365943407012,156.1941877695129,39.29510802627283,11.401532407881843,5.495768017958874e-06,252.08312549996987,25.310913549727477,0.005931679342616006,8.166069454465731,12.415506641438697,3.72e-06,1.1582e-05
17,0.01054,0.1355605810715051,156.1934726655765,39.29723245733754,11.402169737201259,5.839253519081304e-06,266.911544647027,25.31137667569958,0.006280250599880687,8.651001386229934,13.130610577820335,3.72e-06,1.1582e-05
18,0.01116,0.14308452758693946,156.19275760161113,39.29914414826561,11.40274324447968,6.182739020203733e-06,281.739963794084,25.311793424321902,0.006628819994047731,9.136035880828423,13.845674543175846,3.72e-06,1.1582e-05
19,0.01178,0.15060728353072775,156.19204257361037,39.3008739868024,11.403349594720957,6.526224521326163e-06,296.56838294114124,25.312170529122923,0.006977334231411555,9.62116318158167,14.560702543967636,3.72e-06,1.1582e-05
