lavel,val
Tec,58.105991651641204
Tev,30.303074680769328
T_ini_vl,39.32899017681257
T_ave_vl,39.279545749732904
T_ini_cl,39.23010132265324
T_ave_cl,34.616567023693165
T_ini_ll,30.003032724733146
T_ave_ll,30.003019851061026
T_ccin,17.790862973549224
T_ccc,29.02776356539107
T_hs,60.70842336383305
Q_load,1000.0
Q_ev,5449.371726290889
Q_gr,49.00734305361738
Q_ec_wick_ccin,3313.861802362318
Q_ec_ccc,12.870329837585745
Q_ec_amb,56.23221961727159
Q_cc_ll,-1472.865551658438
Q_ccc_ccin,18.504116852924213
eval_ec[%],788.1343421161682
eval_cc[%],480.523147087368
P_cap.,9054.092337416014
P_loss_wick,2752.0706158818502
P_loss_gr,72.43825770218973
P_loss_vl,135120.66467005754
P_loss_cl,4217.111355086632
P_loss_ll,14758.498862722246
