lavel,val
Tec,43.845970176406524
Tev,38.56362114761822
T_ini_vl,167.2459842720774
T_ave_vl,167.24588530278925
T_ini_cl,167.24578633350114
T_ave_cl,119.51845140541127
T_ini_ll,71.79111647732134
T_ave_ll,71.48191415424412
T_ccin,38.343570189848435
T_ccc,43.83868419550504
T_hs,59.56396833216138
Q_load,6000.0
Q_ev,2681.3203670129433
Q_gr,65.71656503190358
Q_ec_wick_ccin,143.9319216931186
Q_ec_ccc,42.62395973781213
Q_ec_amb,45.68284016122863
Q_cc_ll,-627.7418286126958
Q_ccc_ccin,0.8657337234934468
eval_ec[%],50.34540577271656
eval_cc[%],12.875658067155133
P_cap.,8354.229994771844
P_loss_wick,544.4019065960841
P_loss_gr,0.20394820082583465
P_loss_vl,20.068121507094475
P_loss_cl,45.25779528770363
P_loss_ll,1394.8268393928884
