step,distance,u,P[kPa],T,rho_g,m_dot,Re,h_g,tau_g,Q_gr,Sigma_Plos_gr,A_recieve_heat,mu_g
start,start,0.0,226.08203336546194,41.51029048078033,12.198087144234083,3.5020333597153915e-08,0.0,17.1319355498734,0.0,0.0,0.0,5.58e-06,
0,0.0,0.0002476456838677402,226.08202966154013,50.108905158061305,15.712562063224516,0.0,0.9743297331094767,18.155040000000003,7.91211450245172e-06,0.0487221544444598,0.0037039218295831233,5.58e-06,1.1981e-05
1,0.00062,0.0004917027592772343,226.08202670768404,50.362475018047405,15.827237509023696,3.5020333597153915e-08,1.947034364504151,18.18591970262289,1.5722687430648842e-05,0.09888902513386756,0.006657777907093987,5.58e-06,1.1991e-05
2,0.00124,0.0007356425712572592,226.08202377278238,50.452729190193566,15.868364595096763,7.004066719430783e-08,2.9198210436179686,18.197583308974792,2.3528791999092176e-05,0.1495650238515921,0.009592679562047124,5.58e-06,1.1994e-05
3,0.00186,0.0009795345494326229,226.08202084475494,50.49956861013567,15.889784305067835,1.0506100079146175e-07,3.8924596570776,18.20293730467305,3.133454453030961e-05,0.20050517924279884,0.012520707008661702,5.58e-06,1.1995956861013566e-05
4,0.00248,0.0012233876148027734,226.08201792019744,50.528339465753504,15.903169732876737,1.4008133438861566e-07,4.865151509704359,18.205906666666667,3.913861657277033e-05,0.2516075637355896,0.015445264492882416,5.58e-06,1.1997e-05
5,0.0031,0.001467257640217226,226.0820149978474,50.547843917845,15.911921958922493,1.7510166798576957e-07,5.837800122685009,18.208499982726806,4.694357550539944e-05,0.3028199171267064,0.018367614538874477,5.58e-06,1.1997784391784499e-05
6,0.00372,0.001711146519146986,226.08201207691383,50.56200812373345,15.918004061866718,2.101220015829235e-07,6.810644417960698,18.210558513982594,5.4747562497934776e-05,0.35411213702315486,0.02128854813054204,5.58e-06,1.1998e-05
7,0.00434,0.0019549681321815214,226.08200915704384,50.57279137427139,15.923116549708537,2.4514233518007744e-07,7.783412536866748,18.212125679727436,6.255000894583584e-05,0.4054651608069231,0.02420841812272556,5.58e-06,1.1998279137427134e-05
8,0.00496,0.0021988520654917776,226.0820062380434,50.581287582874836,15.926643791437398,2.801626687772313e-07,8.75581305037601,18.213173333333334,7.035740249022891e-05,0.45686609161825614,0.027127418550662696,5.58e-06,1.1999e-05
9,0.00558,0.002442642464218338,226.08200331951411,50.58815337456883,15.9300766872844,3.1518300237438526e-07,9.728681167084456,18.213173333333334,7.815804514174889e-05,0.5083057327846461,0.030045947845792398,5.58e-06,1.1999e-05
10,0.0062,0.0026864319435093934,226.08200040161375,50.59378394847573,15.932891974237851,3.5020333597153914e-07,10.701211815386058,18.21372326717847,8.596136912579997e-05,0.5597771068277172,0.03296384820714593,5.58e-06,1.199937839484757e-05
11,0.00682,0.002930218573896101,226.08199748413696,50.598508599946,15.93525429997299,3.852236695686931e-07,11.673589615652835,18.214409916525483,9.376582899717139e-05,0.6112751165440824,0.035881324991350994,5.58e-06,1.1999850859994598e-05
12,0.00744,0.0031740525382881525,226.08199456697784,50.6025401728557,15.93701606914227,4.20244003165847e-07,12.646231576750024,18.214995838455025,0.00010156968122522088,0.6627958579611044,0.03879848410724662,5.58e-06,1.2e-05
13,0.00806,0.003417911677694977,226.08199165010492,50.606022675167594,15.93840907006703,4.5526433676300084e-07,13.61901862111541,18.215501962124357,0.00010937317368623924,0.714336235077981,0.04171535701607354,5.58e-06,1.2e-05
14,0.00868,0.0036617688660944034,226.08198873348698,50.609062568070385,15.939625027228148,4.902846703601549e-07,14.591805665480798,18.215943759892895,0.0001171766037150209,0.7658937522095524,0.044631974975345656,5.58e-06,1.2e-05
