step,distance,u,P[kPa],T,rho,m_dot,phase,x,P_loss_liq,P_loss_all_phase,Q_release_liq,Delta_T,G_in_liq,G_pipe_liq,R_insu_liq,G_ex_liq
start,start,0.018745987857189873,175.68673881248685,33.11216931762061,1242.9513227295176,0.004982189269440938,,,,,,,,,,
0,0.0,0.018745926795374904,175.6865992739929,33.111157139555075,1242.9553714417798,0.004982189269440938,liq,0.0,0.13953849393874407,0.13953849393874407,0.006311769687693004,0.001012178065536773,0.14974930028315003,103.05375227333576,485.4955599291535,1.1224910551276333
1,0.15,0.0187458657537151,175.68645973414704,33.110145288996534,1242.959418844014,0.004982189269440938,liq,0.0,0.2790783398086205,0.2790783398086205,0.01262148689239968,0.0010118505585410276,0.14974984098504385,103.05375227333576,485.4955599291535,1.1224910551276333
2,0.3,0.018745804732203747,175.68632019294964,33.10913376584011,1242.9634649366396,0.004982189269440938,liq,0.0,0.4186195372021757,0.4186195372021757,0.01892915227803206,0.00101152315642139,0.14975038151198453,103.05375227333576,485.4955599291535,1.1224910551276333
3,0.44999999999999996,0.01874574373083413,175.68618065040118,33.10812256998099,1242.9675097200761,0.004982189269440938,liq,0.0,0.5581620856537484,0.5581620856537484,0.02523476650828972,0.0010111958591210168,0.14975092186402822,103.05375227333576,485.4955599291535,1.1224910551276333
4,0.6,0.01874568274959953,175.68604110650216,33.107111701314295,1242.971553194743,0.004982189269440938,liq,0.0,0.6977059846976772,0.6977059846976772,0.031538330246659876,0.0010108686666967515,0.14975146204123083,103.05375227333576,485.4955599291535,1.1224910551276333
5,0.75,0.018745621788493243,175.68590156125293,33.10610115973532,1242.9755953610588,0.004982189269440938,liq,0.0,0.8372512339265086,0.8372512339265086,0.03783984415641728,0.0010105415789780636,0.14975200204364844,103.05375227333576,485.4955599291535,1.1224910551276333
6,0.8999999999999999,0.018745560847508565,175.68576201465402,33.10509094513924,1242.9796362194431,0.004982189269440938,liq,0.0,0.9767978328454774,0.9767978328454774,0.04413930890062455,0.0010102145960786402,0.14975254187133696,103.05375227333576,485.4955599291535,1.1224910551276333
7,1.05,0.01874549992663878,175.6856224667058,33.10408105742141,1242.9836757703144,0.004982189269440938,liq,0.0,1.11634578104713,1.11634578104713,0.05043672514213197,0.0010098877178279508,0.14975308152435235,103.05375227333576,485.4955599291535,1.1224910551276333
8,1.2,0.01874543902587719,175.68548291740876,33.10307149647707,1242.9877140140918,0.004982189269440938,liq,0.0,1.255895078094909,1.255895078094909,0.056732093543577805,0.0010095609443396825,0.1497536210027506,103.05375227333576,485.4955599291535,1.1224910551276333
9,1.3499999999999999,0.018745378145217092,175.68534336676333,33.10206226220163,1242.9917509511936,0.004982189269440938,liq,0.0,1.395445723523153,1.395445723523153,0.06302541476738809,0.0010092342754433048,0.1497541603065876,103.05375227333576,485.4955599291535,1.1224910551276333
10,1.5,0.01874531728465179,175.68520381476998,33.10105335449049,1242.9957865820381,0.004982189269440938,liq,0.0,1.5349977168662008,1.5349977168662008,0.06931668947577695,0.0010089077111388178,0.14975469943591924,103.05375227333576,485.4955599291535,1.1224910551276333
11,1.65,0.01874525644417459,175.68506426142912,33.100044773239006,1242.999820907044,0.004982189269440938,liq,0.0,1.6745510577165987,1.6745510577165987,0.07560591833074663,0.001008581251483065,0.14975523839080143,103.05375227333576,485.4955599291535,1.1224910551276333
12,1.7999999999999998,0.018745224683511936,175.68492470674124,33.09903651834264,1243.0019269633146,0.004982189269440938,liq,0.0,1.8141057456086855,1.8141057456086855,0.08189310199408739,0.0010082548963623594,0.14975577717129004,103.05375227333576,485.4955599291535,1.1224910551276333
13,1.95,0.01874519428325464,175.6847851504904,33.09802859124875,1243.0039428175025,0.004982189269440938,liq,0.0,1.9536619964637794,1.9536619964637794,0.08817824112737767,0.0010079270938945228,0.1497563157774409,103.05375227333576,485.4955599291535,1.1224910551276333
14,2.1,0.018745163892981767,175.68464559266704,33.09702099192282,1243.0059580161544,0.004982189269440938,liq,0.0,2.0932198197988328,2.0932198197988328,0.09446133639513105,0.0010075993259306415,0.14975685420848078,103.05375227333576,485.4955599291535,1.1224910551276333
15,2.25,0.018745133512690006,175.68450603327176,33.09601372025833,1243.0079725594833,0.004982189269440938,liq,0.0,2.232779215089977,2.232779215089977,0.10074238846179133,0.001007271664491327,0.14975739246442832,103.05375227333576,485.4955599291535,1.1224910551276333
16,2.4,0.01874510314237604,175.68436647230502,33.09500677614875,1243.0099864477024,0.004982189269440938,liq,0.0,2.3723401818424463,2.3723401818424463,0.10702139799158651,0.0010069441095765796,0.14975793054534023,103.05375227333576,485.4955599291535,1.1224910551276333
