step,distance,u,P[kPa],T,rho_g,m_dot,Re,h_g,tau_g,Q_gr,Sigma_Plos_gr,A_recieve_heat,mu_g
start,start,0.0,175.77119424762992,33.77686570793833,9.595320906629127,2.4218975615337897e-09,0.0,24.361825379464445,0.0,0.0,0.0,3.36e-06,
0,0.0,9.242055943664895e-06,175.77118597445846,106.59207531895834,65.51295448481665,0.0,0.08311518877477972,40.013661387346076,5.386094427138644e-07,0.12015696564099333,0.008273171464679763,3.36e-06,1.4569524519137499e-05
1,0.0005600000000000001,1.1563284124825204e-05,175.77118442326326,126.75150141944789,104.72360340667494,2.4218975615337897e-09,0.14957232611498644,47.380840080767214,7.489377307325453e-07,0.2736351847973241,0.009824366657994688,3.36e-06,1.619215014194479e-05
2,0.0011200000000000001,1.301728026239425e-05,175.77118334479295,138.5351107264844,139.5393764700469,4.843795123067579e-09,0.20534280135198887,53.73816241512078,9.211869844296114e-07,0.44657939442561567,0.010902836977038532,3.36e-06,1.7691617716237503e-05
3,0.00168,1.3860111376781864e-05,175.77118246045345,147.0059749233704,174.73867963217785,7.265692684601368e-09,0.2506176002296381,60.44841114649688,1.0715215504499912e-06,0.6335236322927048,0.011787176481448114,3.36e-06,1.9327433981608892e-05
4,0.0022400000000000002,1.4214189846691639e-05,175.77118168895794,153.57319682724716,212.98237779073,9.687590246135159e-09,0.28457003373649614,68.43390974004713,1.2097307392793754e-06,0.831332680819626,0.012558671995066106,3.36e-06,2.1276814794353916e-05
5,0.0028000000000000004,1.4172263488386609e-05,175.77118099215303,158.68220598186792,256.334942211426,1.210948780766895e-08,0.3061563530579061,78.90122757180414,1.3453427978656088e-06,1.0376111213303705,0.01325547689339146,3.36e-06,2.3731967708758087e-05
6,0.00336,1.382787039743871e-05,175.7711803463885,162.38975965273562,306.5056737492406,1.4531385369202736e-08,0.314724760342588,94.40025517060928,1.4897321642069241e-06,1.2500645155909789,0.013901241443818435,3.36e-06,2.6933506776337418e-05
7,0.003920000000000001,1.3240299203873664e-05,175.77117973347012,164.64873889318756,365.8372857352384,1.6953282930736528e-08,0.3097170725620513,124.72302098859723,1.6565647138829863e-06,1.4663364892733441,0.014514159818645567,3.36e-06,3.127883834751882e-05
8,0.0044800000000000005,1.1964862927317556e-05,175.77117913710683,165.59236077148444,455.43935994532256,1.9375180492270318e-08,0.28429905946418643,363.4209916599366,1.8346810687403001e-06,1.684350593228301,0.015110523119801655,3.36e-06,3.8334769898438434e-05
9,0.00504,1.2588891096663267e-05,175.77117855000887,165.69493276741122,480.9592725318997,2.1797078053804107e-08,0.2974248877551149,499.3292965508733,2.050198615155996e-06,1.9040053735248188,0.01569762107101269,3.36e-06,4.071444020393919e-05
