step,distance,u,P[kPa],T,rho,m_dot,phase,x,P_loss_liq,P_loss_all_phase,Q_release_liq,Delta_T,G_in_liq,G_pipe_liq,R_insu_liq,G_ex_liq
start,start,0.07812991339433849,223.11291678133915,39.34218039760799,1227.3,0.02050339822968691,,,,,,,,,,
0,0.0,0.07812991339433849,223.11156636964193,39.34143753980629,1227.3,0.02050339822968691,liq,0.0,1.35041169723263,1.35041169723263,0.019176298752636673,0.0007428578016970278,1.2867651653025336,103.05375227333576,485.4955599291535,1.1224910551276333
1,0.15,0.07812991339433849,223.1102159547328,39.340694736696435,1227.3,0.02050339822968691,liq,0.0,2.7008266063639894,2.7008266063639894,0.03835107254126783,0.0007428031098584142,1.286759645963614,103.05375227333576,485.4955599291535,1.1224910551276333
2,0.3,0.07812991339433849,223.10886553661206,39.339951988275004,1227.3,0.02050339822968691,liq,0.0,4.05124472710304,4.05124472710304,0.057524321478187555,0.0007427484214304059,1.286754127075835,103.05375227333576,485.4955599291535,1.1224910551276333
3,0.44999999999999996,0.07812991339433849,223.10751511527994,39.33920929482173,1227.3,0.02050339822968691,liq,0.0,5.40166605921695,5.40166605921695,0.07669604567911184,0.0007426934532759333,1.286748752905377,103.05375227333576,485.4955599291535,1.1224910551276333
4,0.6,0.07812991339433849,223.1061646907367,39.33846666042888,1227.3,0.02050339822968691,liq,0.0,6.752090602443786,6.752090602443786,0.09586624530651074,0.0007426343928500501,1.2867454665798719,103.05375227333576,485.4955599291535,1.1224910551276333
5,0.75,0.07812991339433849,223.10481426298267,39.33772408509179,1227.3,0.02050339822968691,liq,0.0,8.10251835649251,8.10251835649251,0.11503492048163455,0.0007425753370853272,1.2867421805672978,103.05375227333576,485.4955599291535,1.1224910551276333
6,0.8999999999999999,0.07812991339433849,223.10346383201806,39.336981568805754,1227.3,0.02050339822968691,liq,0.0,9.452949321101187,9.452949321101187,0.134202071325724,0.0007425162860386081,1.2867388948676208,103.05375227333576,485.4955599291535,1.1224910551276333
7,1.05,0.07812991339433849,223.10211339784317,39.3362391115661,1227.3,0.02050339822968691,liq,0.0,10.803383495978778,10.803383495978778,0.15336769796001012,0.0007424572396530493,1.2867356094808053,103.05375227333576,485.4955599291535,1.1224910551276333
8,1.2,0.07812991339433849,223.1007629604583,39.335496713368116,1227.3,0.02050339822968691,liq,0.0,12.15382088086335,12.15382088086335,0.1725318005057144,0.0007423981979854943,1.2867323244068178,103.05375227333576,485.4955599291535,1.1224910551276333
