lavel,val
Tec,60.474817719955695
Tev,41.36771269906683
T_ini_vl,70.9275801645071
T_ave_vl,70.68026190751868
T_ini_cl,70.43294365053032
T_ave_cl,54.887562024069155
T_ini_ll,39.34218039760799
T_ave_ll,39.30481420368051
T_ccin,41.07378822266571
T_ccc,32.434516006714944
T_hs,70.88454456872319
Q_load,4000.0
Q_ev,3744.9925840942183
Q_gr,116.52483191935832
Q_ec_wick_ccin,74.22936723101272
Q_ec_ccc,12.410932699351024
Q_ec_amb,60.97157730866975
Q_cc_ll,46.62752076108752
Q_ccc_ccin,-1.6962784470631918
eval_ec[%],0.2282323313152574
eval_cc[%],0.6476392005715502
P_cap.,8119.4697644762755
P_loss_wick,1710.275341935818
P_loss_gr,74.32985267371987
P_loss_vl,737.461283180106
P_loss_cl,1139.2809762747784
P_loss_ll,136.39922267966904
